X	GSM49597
AP2B1	214.4
AP2M1	176.9
CLTC	753.4
AP2B1	78.2
MLEC	5.5
MLEC	251.8
LASP1	331.2
SF3B2	24.5
TMEM59	435.9
CSRP1	324.1
CALM3	54.3
CALM3	9.6
SNHG4	294.2
CAP1	456.9
SNHG4	158.5
PTGES3	549.1
WARS	50.8
WARS	181.9
SETSIP	751.3
SETSIP	298.4
NDRG1	576.3
UBB	2782.8
PFN1	529.2
PTPRF	117.8
PTPRF	96.2
PTPRF	21.3
YWHAZ	281.5
YWHAZ	270.1
YWHAZ	463.7
YWHAZ	299.4
SOD1	391.1
HDLBP	133.5
MARCKSL1	213.3
GABARAP	480.1
NUCB1	64.9
EIF3CL	288.1
GLUL	195.2
NUCB1	109.6
LDHA	1665.5
SNORD96A	700.6
SSR2	379
CALM3	94.2
P4HB	518.2
CALM3	468.7
P4HB	309
SLC25A5	235.7
PHB	108.5
PHB	17.4
S100A11	369.3
CTSA	77.3
TOMM20	257.4
CD63	1683.1
DNAJB1	7.7
SPARC	2309.8
DNAJB1	200.2
UBE2D3	330
UBE2D3	368.3
UBE2D3	213.3
XBP1	175.4
SPTBN1	8.4
SPTBN1	262.8
LAPTM4A	1119.6
RPL32	1809.5
CD81	472.5
UBE2L3	19
PTTG1IP	933.9
GRN	390
HMGB1	137.1
HMGB1	432.2
GLO1	83.2
UBE2L3	113.5
UBE2L3	29.7
UBE2L3	119.2
SRSF11	51.7
SRSF11	272.2
SF3B3	122.3
SF3B3	212.7
MIR3654	1237.8
HSPA9	92.1
HSPA9	143
HSPA9	49.4
YWHAQ	320.9
DDX24	189.7
PPP2R1A	170
GSN	496.8
HK1	50.7
KDELR2	303.3
KDELR2	320.6
KDELR2	463.9
NPC2	548.1
DDX24	12
DYNLL1	502.5
LITAF	385.2
SNORA41	1011.3
LITAF	81.5
PRKCSH	17.9
GOT2	278.6
LOC101929368	553.5
ACADVL	393.7
SKP1	300.8
MAPRE1	93.8
MAPRE1	212.4
OS9	557.8
SNORD32A	776.1
RPL13AP5	1593.3
RPL7	2656.7
SKP1	1143.3
SKP1	82
ACTR1A	18.5
ACTR1A	89.6
CAPRIN1	49.9
CAPRIN1	281.1
SNORA70	81.1
SNORA70	1186.8
PPP1CC	298.1
ACTR2	138
ACTR2	191.3
ACTR2	186.7
PTP4A1	162.6
PTP4A1	128.7
PTP4A1	208.2
PTP4A1	133.1
ARF3	238.1
NACA	1398.5
GPX1	421.6
PGK1	151
PGK1	466.1
SUMO3	54.8
SUMO3	325.8
RPS27	2557.7
TPP1	225.2
TPP1	491.9
GNB1	131
GNB1	249.3
GNB1	278.8
NUMA1	160
FTH1	3131.8
RAN	42.6
RAN	78.6
HNRNPC	124.1
CAPN1	21.7
MIR636	168
MIR636	442.2
CALU	99.2
CALU	57.9
CALU	534.3
NFE2L1	106
NFE2L1	865.4
ARL6IP5	187.4
ARL6IP5	471.8
DPYSL2	415
RPLP1	2410.4
CTNNA1	190
CTNNA1	237.4
CTSD	81.3
FAM120A	58.9
MAT2A	220.6
MAT2A	30.1
LAMC1	115.3
LAMC1	449.3
LOC100506248	648.1
PTMA	933
FAM120A	334.3
HNRNPK	278.4
BZW1	260.7
BZW1	232.3
SEPT2	243
ATF4	605
GNAS	1487.6
RPS15A	1632
ANXA5	551.5
STMN1	93.9
LRP1	32.2
LRP1	251.1
PSMB7	152.9
PEA15	260.3
PEA15	478.6
ECH1	132.7
ODC1	202.3
IQGAP1	83.7
XRCC6	175.6
ACO2	15.5
DAZAP2	351.8
SPARCL1	385.7
MCL1	51.6
MCL1	726.2
MCL1	303
HSPA1B	336.6
HSPA1L	96.6
ACTB	7673.4
SARS	268
TMBIM6	364
TMBIM6	523.2
LMAN2	22.2
HSPD1	272.2
HSPD1	576.4
ZYX	229.2
RPL12	1342.9
CIRBP	27.7
CIRBP	142.5
CCT7	69.2
PAFAH1B1	39.8
PSME1	161.2
PAFAH1B1	227.4
PAFAH1B1	142.2
RPS10	1629.1
ATP5O	178.7
RPS15	791.4
PSMD8	96.6
LAMP2	167.8
TPI1	774
RPL29	742.9
GSTP1	217.1
HYOU1	193.2
SNRPD2	280.1
PLOD1	176.3
ZNF207	305.1
ZNF207	476.1
PSMD2	235.4
SCD	38.1
SCD	85.2
RAP1B	475.2
RPS21	1231.2
MAP4	8.9
MAP4	31.4
BCAP31	107.1
CTSB	733.4
CTSB	1454.2
KARS	472.5
EPRS	21.2
EPRS	115.9
EPRS	129.2
PRDX6	257.9
PRDX6	500.8
PPP1CA	31.5
SARAF	514.4
AHCYL1	100
AHCYL1	238.1
AHCYL1	376.9
IST1	41.2
GNB2	151.4
H2AFZ	128.6
NCOR1	87.5
NCOR1	109.6
NCOR1	217.2
NCOR1	188.4
SNORD38B	627.1
FLNA	340.8
CNOT1	265.8
CNOT1	75.5
DHCR24	98.2
RAB11A	390.4
RAB11A	78.7
EIF3F	2.7
PSAP	711.9
RNF114	77.4
RNF114	116.6
SNORA68	1514.3
STRAP	318.6
PSAP	1470.9
S100A10	1211.9
CCT8	252.7
MIR1292	191.3
MIR1292	216.4
PSMB1	228.8
CCT4	270
EPAS1	221.4
EPAS1	53.6
DNAJA1	219.2
DNAJA1	318.6
PSMD4	179.8
UQCRC2	108.7
CKB	94.5
RHOC	221.3
PGAM1	397.5
STAT1	301.7
SNORA21	881.9
SSR1	110.6
SSR1	76.7
SSR1	428.1
TRA2B	99.1
TRA2B	358.1
FKBP4	78.1
FKBP4	117.4
HDGF	95.6
PALLD	369.4
MGEA5	98.2
MGEA5	216.8
M6PR	13.6
M6PR	134.3
SEP15	334.6
AHCY	76.1
HLA-E	305.6
HLA-E	629.4
PALLD	146.6
PALLD	223
RPLP2	23.3
SNORA52	1897.2
LOC101927137	118.1
TACC1	419.6
MIR1248	958.5
PPM1G	17.4
KTN1	60.4
KTN1	262.8
TAGLN2	216.6
SRPRA	18.6
SRPRA	229.7
PHC2	504.2
BTG1	143.7
BTG1	504
KDELR1	131
LGALS3BP	369.6
SLC3A2	30.7
COX6A1	172.9
RPS23	1924.8
RAB14	50.6
RAB14	37.9
TMED10	35.6
VCL	57.5
VCL	554
DCTN2	86.1
RPS4X	2429.5
DEK	178.5
CALR	8.1
RPL8	526.5
RPL5	845.7
RERE	8.5
RERE	6.7
RERE	116.5
HSBP1	321.9
HSBP1	348.2
HMGN1	202.2
LOC101927733	537.2
SEC31A	573.2
GLUD1	260.4
GLUD1	44.7
MLF2	139.7
SNORD54	1020.7
ARPC1A	181.7
CCND2	4.7
CCND2	119.3
CCND2	205.3
ATP6V0C	140.1
IMMT	187.1
SSRP1	34.3
SSRP1	37
SDCBP	1072.7
FUS	147.2
CLTA	297.2
SEPHS2	91.1
RPL31	145.9
RPL31	2650.2
UBA1	341.6
ABLIM1	203.8
ALDOA	470.5
PPIB	381.7
PPIB	353.8
SERP1	117.6
SERP1	108.8
SERP1	270
TSPAN3	538.2
TSPAN3	125.1
ACTA2	487.5
PPT1	294
TAX1BP1	299.4
TAX1BP1	131.4
MDH1	298
PDHA1	105
PDHA1	116.7
GNAS	1098.7
ANXA6	65.3
CD59	419.6
CD59	276.4
CD59	477.7
SERPING1	500.7
PSME3	109.2
PSME3	67.8
HIF1A	937
TRIM28	56.1
SNX17	14.6
IPO7	175.7
IPO7	126.4
IPO7	70.6
IPO7	125
ACTR3	170.3
RBM14-RBM4	66.3
CKAP4	335.3
CKAP4	415.9
AARS	359.1
TMEM189-UBE2V1	127.3
TMEM189-UBE2V1	262.2
TMEM189-UBE2V1	224.5
SSR4	296
CD9	83.8
PRDX2	21.4
HADHB	430.5
TXNIP	170.6
TXNIP	461.1
TXNIP	914.5
RPN1	224.6
ANXA1	937.4
PAICS	134.9
PAICS	13.5
JUP	27.1
EIF1AX	35.6
EIF1AX	26.9
EIF1AX	61.4
EIF1AX	119.1
YWHAH	238.6
DSTN	254.1
DSTN	571.3
TAF7	207.2
EIF5B	76.1
EIF5B	86.4
EIF5B	91.5
EIF5B	90
CD99	276.1
CD99	798.1
LDHB	312.8
HNRNPH1	853
BLCAP	157.8
RPLP0	1653.2
ADD3	485.7
HADH	242.7
HADH	74.6
PFKP	107.6
ANP32A	2.7
RAD23A	60.4
GNAI2	43.2
DUSP1	1797.2
TGM2	419.2
ANP32A	3.6
DUSP1	19.2
WTH3DI	8.1
RAD23A	257.7
WTH3DI	273.2
WTH3DI	16.6
RPS18	1530.8
PLD3	107.7
ANP32A	139
PSMF1	75.9
PSMF1	93.5
HNRNPA0	138.8
HNRNPA0	115.7
GOLGB1	116.5
GOLGB1	280.3
MYL9	45.9
CTTN	403.8
STOM	354.8
STOM	356.9
STOM	2.3
RCN1	414.7
LOC100996696	314
GTF2IP4	131.4
CYC1	7.9
PSMC2	16.5
PSMC2	319.6
MMP2	1536.5
SF3B1	297.2
SF3B1	436.3
SMARCC1	129.6
SMARCC1	153.8
SMARCC1	173.6
SMARCC1	90.7
SNU13	133.7
SNU13	220.3
TM9SF2	295
SYNGR2	111.3
PIP4K2B	132.4
PIP4K2B	28.5
SLC4A5	31.1
BCLAF1	8.2
BCLAF1	254
SON	10.7
SON	222.4
PXN	330.8
KPNA2	217.7
ATP6V1B2	269.8
TUBA1B	1147.6
CBX3	38.1
RBBP7	266.5
SDHA	163.4
RPS29	1442.8
DAP	239.3
ARF4	326.6
ARF4	787.9
COPB2	322.7
USP9X	157.6
USP9X	179.5
BCLAF1	8.1
PFKL	117.9
NBPF20	650.3
NBPF25P	474.8
LGALS1	809.5
GPX4	467.3
THBS1	7.2
THBS1	250.4
THBS1	243.3
THBS1	692.8
CSE1L	149.1
CSE1L	310.3
TUFM	145.6
PSMA7	85.5
POLD2	7.7
CPE	35.8
CPE	171.3
PGD	93.6
COX8A	211.5
PGRMC1	22.7
PGRMC1	658.8
EIF5A	182.6
EIF5A	101.9
ITGB5	268.2
ITGB5	135.4
MGAT1	50.2
ACLY	192.1
ACLY	239.7
SRSF7	121.7
CDH1	53.4
CDH1	7
RPL36A-HNRNPH2	81.9
PJA2	54.4
COX7C	263.6
ECHS1	297.8
PLP2	80.8
HLA-DPB1	1251.6
SSB	115.8
SSB	174.2
RAB5C	58.5
GPNMB	495.9
EIF2S1	154.6
EIF2S1	95.7
EIF2S1	121.3
HAX1	221.3
NFE2L2	167.3
TIMP3	60.1
TIMP3	111.4
TIMP3	157.8
TIMP3	186.4
MBNL1	47.4
MBNL1	186.7
MBNL1	199.6
SNORD18C	782.5
MFN2	66.3
RAB5C	191.9
NMT1	149.5
NMT1	5.3
NMT1	53.6
YBX3	339
YBX3	13.3
IGFBP7	928.7
IGFBP7	1794.9
PUM1	150.8
PUM1	270.6
PUM1	371.1
ARHGDIA	29.3
ARHGDIA	288.8
BHLHE40	23.4
BHLHE40	615.7
ATP6V0E1	11.8
ATP6V0E1	557.3
NUDC	205.8
TERF2IP	214.2
TMX2	191.1
ARCN1	139.9
UBA2	74.7
FBXO7	185.5
GNAI3	40.6
GNAI3	293.3
GNAI3	94.5
CHD4	43.1
CHD4	193.7
CHD4	183.2
HTRA1	764.6
LRPAP1	151.3
ITPR3	64.5
ITPR3	30.3
ITPR3	20.5
PITPNA	164.5
PITPNA	16.9
PITPNA	126.3
IDH1	185.2
SEPW1	296.4
SLC7A5	39.3
AMD1	39.4
AMD1	95.8
PSMD1	198.8
PSMD1	236.8
CREG1	351.9
CSTB	283.7
PCNA	115.2
RRBP1	8.7
RRBP1	246.1
RRBP1	243.5
RRBP1	7
TNFAIP1	275.4
TNFAIP1	31.5
HDAC1	78.8
DDX3X	375.9
DDX3X	20.1
LGMN	169.7
PPP1R7	31.5
PPP1R7	71.8
PLS3	711.5
ERP29	78.9
SNORD83B	1679.4
CTBP2	102.1
CTBP2	33.2
CTBP2	409.6
SNRNP70	164.3
RAD23B	148.4
RAD23B	142.1
SRRM1	42.9
SRRM1	278
NDUFB8	173.7
NDUFB8	222.4
ARIH2	53.9
ARIH2	12.2
ARIH2	144.1
ENO1	731.3
PSMD13	94
PSMD13	83.7
ILK	267
BTG2	101.7
BTG2	189.6
CAPZA2	152.1
CAPZA2	188.1
SPCS2	111
SPCS2	396.8
DDX1	161.8
ATP1B1	77.4
ATP1B1	262.8
RAF1	146.1
LOC101927673	83.1
LOC101927673	52.9
SREBF2	14.3
SREBF2	82.3
SLC2A1	92.5
SLC2A1	524.3
PKM	348.7
PSMC4	19.2
CDIPT	297
RPS6	997.7
BAG6	240.3
COX7A2L	226.3
SNORD73A	4102
RPS16	583.6
SYPL1	274.7
SYPL1	200.8
BGN	648.9
BGN	77.6
TARS	106.7
COPE	14.8
AF119897	163
TXNRD1	499.3
PSMC3	89.4
NME1-NME2	283.8
NUDCD3	46.7
NUDCD3	257.4
RALY	42
AKR1B1	652.4
SRP9	230.9
PSMA5	195
FDPS	148.7
RAB5B	293.8
HNRNPAB	110.8
LOC101926921	378.8
LOC101926921	282.3
LOC101926921	125.1
ADRM1	154.1
OGDH	104.4
TRAK1	21.4
APEH	33.1
MKRN1	224.6
SDC1	68.7
SDC1	174.8
ARHGDIB	200.8
CYR61	816.3
SEC11A	311.7
TOP2A	3.8
TOP2A	20.7
LOC101060363	1962.3
WSB1	76.6
WSB1	63.1
WSB1	516.1
MOB1A	26.2
MOB1A	225.4
MOB1A	68.1
PRNP	487.4
ANXA4	141
ANXA4	304.5
EIF4A3	233.6
NDUFA5	93.2
ANP32B	128.1
ANP32B	509.5
SEPT11	424
SEPT11	22.1
NREP	189.6
NREP	360.5
SH3BGRL	117.2
SH3BGRL	323
ENO2	58.8
STK25	36.9
IFITM2	1281.8
PSMA2	178.7
PSMA2	201.4
MYL12B	585.4
MYL12A	355
SMARCC2	66.3
SMARCC2	124.8
ATP5B	364.2
MIR6733	104.3
EMP1	161.3
EMP1	15.4
CCT6A	119.9
CCT6A	159.1
ETS2	68.4
ETS2	98.6
RARS	48.3
STAT6	309.8
STAT6	23.4
ARHGEF12	105.2
ARHGEF12	288
ARHGEF12	69.1
VAMP3	136.2
VAMP3	3.7
GTF3A	295.6
SCP2	184.9
ENC1	24.3
ENC1	51.9
SNRPC	173.3
UBE2D2	187.9
UBE2D2	59.4
UBE2D2	142.2
ADIPOR2	285.7
GRHPR	305.7
GPX3	174.5
SLC9A3R1	188.8
FLOT2	313.6
YME1L1	225.2
YME1L1	205.6
BAZ2A	40
BAZ2A	6.1
BAZ2A	133.9
SF3A1	250.6
SF3A1	172.5
COPB1	607.8
COPB1	376.8
CST3	356.1
TMEM109	67
IVNS1ABP	123.6
IVNS1ABP	47.3
OAZ2	173.3
OAZ2	150.5
ANXA7	162.7
ZFP36L2	4.7
ZFP36L2	559.5
ZFP36L2	61.6
CUL3	21.7
CUL3	100.1
CUL3	9.8
PLEC	23.4
PPP2CB	10.2
PPP2CB	178.9
HNRNPF	43.3
UBAP2L	11.9
UBAP2L	135.2
TPD52L2	62.5
CRTAP	140.5
CACYBP	238
CACYBP	50.5
NBR1	122.5
NBR1	230.5
DHX15	342.6
DHX15	144.6
UCHL1	551.5
PSMD3	26.8
ITGA5	469.6
CSNK2B	196.6
TRAP1	226
IGF2R	63.4
IGF2R	170.8
RBM5	252.5
RBM5	89.9
SGTA	18.4
PHGDH	201.2
TRAM1	572.7
TRAM1	174.4
PSMB3	253.4
GRK2	31
GRK2	25.7
MGST3	87.3
PSMB2	454.3
COPS6	299.4
RPL36A-HNRNPH2	1142.9
PPP1CB	110.7
PPP1CB	80.2
PPP1CB	103.2
PLEKHB2	206.5
PLEKHB2	10.2
LRP10	206.2
HSD17B4	164.6
NAP1L4	109.9
GSS	19.8
SOX4	174.7
SOX4	173.3
SOX4	15.9
BAP1	57.2
WDR77	27.6
WDR77	162.2
IFI30	481.7
CUL4A	49.7
CUL4A	56.2
ALDH2	286.6
VIM	3153.6
SEPP1	1887.1
CLDN4	22.2
RPL37A	3755.3
DPYSL3	107.6
DPYSL3	531.5
CAT	275.7
PTDSS1	314.8
TTC1	48.4
EIF4E	230.8
EIF4E	3.2
EIF4E	36.8
COL6A3	2319.2
GBF1	115.1
DDX23	21.6
COX6B1	27.5
ATP6AP2	93.6
ATP6AP2	391.8
ATP6AP2	179.7
CNN3	283
TIA1	264.4
TIA1	7.3
TIA1	101.7
TIA1	154.6
TIA1	73.6
RHEB	4.9
RHEB	11.3
RHEB	543.8
NPEPPS	92.6
NPEPPS	132.3
BUB3	110
BUB3	292.1
BUB3	172.1
RUVBL2	10.9
MAPKAPK2	180.2
MAPKAPK2	71.5
SCRN1	95.8
TALDO1	177.7
JUN	313.1
JUN	10.3
JUN	149
NQO1	5
NQO1	165.9
SHC1	65.7
GSTO1	577.5
SQSTM1	681.7
VBP1	106
JUNB	55.2
ITGA3	97.4
MIR6758	305.9
RRM1	86.2
RRM1	155.2
MIR664B	82.4
MIR664B	107.1
SUPT5H	179
PYGB	22.3
QSOX1	76.2
SUPT4H1	67.4
SUPT4H1	99.3
RCN2	10.3
RCN2	103.4
CTSC	293
KHDRBS1	210.7
PPIF	22.2
PPIF	83.2
AHSA1	74.1
RPL41	4587.1
PUM2	131
PRCP	178.1
MYH11	3.2
MYH11	52.9
MYH11	28.7
USP7	16.8
USP7	152.9
PPP1R11	333.1
GRSF1	95.1
NFKBIA	8.9
G3BP1	144.2
TSN	20.6
LAMB1	167.6
TGFBI	1512.1
PFDN1	88.3
IGFBP4	473.6
IDH3B	135
ELF3	75.1
AAMP	187.1
TOMM70	111.2
TSN	37.7
G3BP1	41.6
TSN	193.2
SRM	89.2
NCBP2	112
CBX1	186.1
TOMM70	271
GRSF1	149.1
NCBP2	57.4
SNURF	287.3
UBE2N	42.6
UBE2N	355
APOD	92.3
ARF5	125.1
LOC101927180	475.5
RPA1	26
RPA1	198.4
LOC101928634	721.3
ZFP36	654.4
PSMA3	98.3
CTNNB1	442.6
UBL3	103.1
UBL3	27.4
DUSP3	83.5
DUSP3	15.6
DUSP3	40
FHL1	64.5
FHL1	291.4
ZNHIT1	62.8
SAR1A	241.1
SAR1A	114.5
BCL2L2-PABPN1	233.7
BCL2L2-PABPN1	144.9
TRIP12	23.3
KDM5B	52.9
KDM5B	108.7
KDM5B	252.6
ACTG1	4684.4
LAMP1	86.4
LAMP1	247
LAMP1	973
GYG1	76.3
MCM3	135.9
VAMP2	69.4
VAMP2	79.2
RAE1	89.7
CLIC4	170.8
CLIC4	547.2
CLSTN1	103.2
SORD	141.5
SORD	109.5
FSCN1	28.7
ID2	215.1
ID2	91.1
GOLGA4	120.5
UQCRQ	210.3
SAMM50	15.4
SAMM50	26.7
DCTD	74.6
DCTD	269.1
ETF1	132.4
ETF1	194.8
SNW1	205.1
TMPPE	252.6
NME1	227.8
PODXL	181.7
FAT1	394.8
TMX4	143.5
TMX4	94.5
SEC23B	46.8
SEC23B	173.7
DDX39A	139.8
SFPQ	158.1
SFPQ	102.2
IRAK1	205.5
TXNL1	414.6
SMC1A	93.8
ANXA2	2519.2
NISCH	365.5
EIF3H	523.9
ZC3H15	62.8
PPP4R1	218.2
ZC3H15	127
KRT18	1340.5
COX7A2	463.9
INPPL1	115.2
OAT	247.6
PHB2	461
IFITM2	387.5
PPP1R12A	8.1
PPP1R12A	78.9
PPP1R12A	88.5
CNN2	333.4
PWP1	63.8
PWP1	166.2
PWP1	241.9
ICMT	115.3
ICMT	12.6
ICMT	77.9
ALDH9A1	262.2
AP1G2	8.3
RUVBL1	14.2
CALD1	13.1
CALD1	29.6
CALD1	128.7
GPAA1	23.7
PRDX3	132
MBTPS1	158.3
NBL1	240
SND1	246.4
DARS	373.1
DARS	61.2
INSIG1	83.3
INSIG1	84
INSIG1	80.4
RRAGA	167.5
ACP1	19.6
ACP1	220
IER3	484
EIF2B1	16.2
CYB5B	79.6
CYB5B	68
FXR1	36.6
FXR1	141.8
FXR1	22.9
CPSF1	65.7
MIR6849	29.5
CLPTM1	30.4
BST2	143.4
IFNGR2	388.9
KDM3B	308.3
TSTA3	52.4
TNC	94.7
SCARB2	113
SCARB2	147.1
JAK1	204.8
UBE2L6	359
KRT19	126.1
PACSIN2	123.1
COPS5	119.8
CNIH1	196.7
HSPG2	6.3
HSPG2	183.4
ITGA6	21.9
ARL1	19.8
ARL1	235.6
ARL1	154
ACSL3	279.1
ACSL3	141.7
ACSL3	101
SMC4	157.1
SMC4	203.5
RPS17	1822.4
TIMP1	2035.5
GJA1	708.6
MARCKS	142.4
MARCKS	865.6
MARCKS	136.3
USP14	99.9
USP14	305.7
GYS1	245.5
AKAP1	88.4
AKAP1	98
PSMA1	307.5
HMCES	59.8
HMCES	177.2
SRRT	9.5
SRRT	222
DLG5	7.2
PMPCB	44.8
TOX4	24.3
TOX4	157.1
TOX4	78.2
API5	130.1
API5	58
TPD52	56.4
TPD52	34.4
TPD52	102
TPD52	10.3
SIGMAR1	96.9
EGR1	174.7
EGR1	381.3
PNP	301
SRSF4	144.2
DNMT1	12.5
GATC	236.6
PSMC6	56.7
CCND3	182.6
PGRMC2	177.9
PPP1R10	8.6
PPP1R10	328
ENTPD6	31
PSMD7	179.8
PEX19	29.9
PEX19	25.2
NIPSNAP1	143.7
NIPSNAP1	133.7
MYBL2	15.7
RANBP2	205
RANBP2	186.5
RANBP2	63.3
TUBG1	2.9
ACIN1	102.7
SNX1	175.1
MRPL49	230.2
EPB41L2	94.1
EPB41L2	209.7
LAPTM5	267.8
LAPTM5	1121.9
GALNT1	272.4
GALNT1	384.7
GALNT1	207
CDC123	261.2
ELAVL1	183.7
ELAVL1	70.3
KIAA0100	240.2
KIAA0100	15.1
TPR	19.5
TPR	365.8
CLCN3	31
CLCN3	30.9
CLCN3	218.3
CLCN3	88.5
MARCH6	112.6
MARCH6	58.6
EIF1B	139
SGK1	779.2
NDUFS3	253.2
SRSF1	101.5
SRSF1	269.1
CD14	545.5
LUM	3299.4
TWF1	244.7
TP53	61.1
SAFB	9.9
SAFB	115.2
ECE1	113.4
ECE1	27.4
JOSD1	27.3
ADD3	209.2
ADD3	232.1
COX6C	353.2
MCM5	10.4
RPA2	251.5
RPL10	393
TSG101	55.4
TBCD	10
WSB2	113.1
MTHFD2	65.6
MIR7703	166.4
DAXX	51.4
TMEM106C	47.4
HEXA	233.7
ELAC2	99.3
ELAC2	6.6
CLINT1	324
CLINT1	57.6
SNRPA	110.3
SCAMP3	170.2
AZIN1	102.2
ADNP	126.6
NCAPD2	96.1
EFCAB14	149.3
EFCAB14	70.9
EFCAB14	161.3
EFCAB14	327.4
RNF13	288.4
RNF13	114.1
AIP	17.9
AIP	393.1
RELA	540.1
C11orf58	85.6
RNASE1	432.1
ADAR	328.2
FBLN1	34.8
DDX42	158.9
PCNX4	68.7
DHCR7	13.7
DHCR7	66.7
AEBP1	203.3
SMG7	26.6
SMG7	98.7
LBR	63.7
VARS	94.7
VARS	46.6
MYOF	386.7
OSBP	82.1
OSBP	144
SLC29A1	96.7
SLC29A1	26.3
POLR2B	246.4
TBCB	21.1
PRKAG1	99.5
ATXN2L	29.5
VPS26A	239.5
ENG	26.2
ENG	150
SH3BP5	52.2
SH3BP5	193.9
C4orf46	454
TBC1D5	53.3
TBC1D5	171.4
TBC1D5	140.6
GBAS	83
UBE3C	108.6
LPCAT1	81.8
SCARB1	83.4
KRT5	118.4
TIMM17A	102.3
TIMM17A	39.1
RNF14	98.2
RNF14	75.8
SCCPDH	117.6
SCCPDH	89
SMARCD2	95.1
FAM127A	372.5
NET1	120.8
NET1	6.3
USO1	25
USO1	245.3
HDAC2	102.4
PRKAB1	72.5
PRKAB1	156
SUPT7L	90.4
SUPT7L	157.3
SUPT7L	134.2
EPCAM	28.2
NEDD8	109.6
HSPB1	512.5
EFEMP1	2975.3
EFEMP1	1121.8
RYBP	73.5
RYBP	84.2
RYBP	134.9
LIPA	318.1
BNIP3	175.9
BNIP3	217.8
CAPG	138
SH3GL1	64.2
COL3A1	3964.8
CDC25B	377.9
ATMIN	120.4
ATMIN	44.4
ZFR	118.1
ZFR	234.8
SRGN	430.3
SRGN	1375.6
PLAT	420.3
LRRFIP1	224
LRRFIP1	244
FAM32A	228.4
GDI1	362.3
NR3C1	341.7
NR3C1	85.7
TBL1X	65.5
TBL1X	8.5
TBL1X	24.7
TOMM34	375.4
UBXN1	143.8
ABCE1	163.8
ABCE1	131.2
MPZL1	267.1
MPZL1	140.8
PON2	164.5
PPP2R5C	89.2
ARIH1	49.1
ARIH1	187.9
ARIH1	74.7
ARIH1	89.3
B4GALT1	59.3
B4GALT1	220.4
CEACAM5	253.9
CYB5R3	231.6
DCAF11	225.8
IL13RA1	231.1
IL13RA1	13.9
FAM3C	153.5
RRM2	71.6
B2M	7138.3
IMPDH2	156.7
DCN	1725.8
SSR1	248.4
ARAF	119.3
PSRC1	177.8
CKS1B	158.6
UBE2A	139.8
UBE2A	279.3
AKR1A1	218.7
YY1	110.1
YY1	17
UQCRC1	18
CTDSPL	8.6
CTDSPL	22.6
CTDSPL	65.8
DVL3	10.9
DVL3	265.5
RPS4Y1	526.4
FARP1	214.3
FARP1	69.1
GSPT1	129.5
