X	GSM49595
HNRNPU	881.7
EIF3A	295.6
EIF3A	91.7
EIF3A	106.2
MIR3652	445.6
MIR3652	2723
MSN	707.8
ACTN4	156.2
APP	457.4
PRKAR1A	1173.2
PRKAR1A	224.5
PRKAR1A	465.8
DSP	288.1
RAD21	651.2
RAD21	1119.9
WDR1	395.8
NCL	892.9
WDR1	221.7
AP2B1	217.7
AP2M1	369.6
CLTC	1468.5
AP2B1	132.1
MLEC	64
MLEC	259.2
LASP1	357.1
SF3B2	129.7
TMEM59	372
CSRP1	583.3
CALM3	130.3
CALM3	27
SNHG4	686.7
CAP1	611.4
SNHG4	657.1
PTGES3	1024.6
WARS	147.3
WARS	206.5
SETSIP	878
SETSIP	588.2
NDRG1	289.8
UBB	4771
PFN1	690.3
PTPRF	59.5
PTPRF	218.1
PTPRF	43.3
YWHAZ	1096.7
YWHAZ	643.7
YWHAZ	863.5
YWHAZ	715.5
SOD1	748.6
HDLBP	215.6
MARCKSL1	322.3
GABARAP	486.4
NUCB1	49.8
EIF3CL	689.1
GLUL	138.8
NUCB1	86.5
LDHA	1391.4
SNORD96A	3934
SSR2	753.5
CALM3	336.6
P4HB	893.6
CALM3	695.8
P4HB	150.3
SLC25A5	467.1
PHB	118.4
PHB	66.9
S100A11	485
CTSA	153.4
TOMM20	904.7
CD63	1942.1
DNAJB1	73.4
SPARC	3445.7
DNAJB1	139.5
UBE2D3	289.8
UBE2D3	450.6
UBE2D3	248.9
XBP1	303.5
SPTBN1	13.8
SPTBN1	195.9
LAPTM4A	2117.2
RPL32	6659.7
CD81	498.5
UBE2L3	48.1
PTTG1IP	996.1
GRN	423.9
HMGB1	511.5
HMGB1	1695.3
GLO1	458.6
UBE2L3	197.2
UBE2L3	129.8
UBE2L3	65.3
SRSF11	82.8
SRSF11	418.3
SF3B3	106.8
SF3B3	76.5
MIR3654	3015.5
HSPA9	69.4
HSPA9	500.6
HSPA9	308.9
YWHAQ	1256.4
DDX24	277.8
PPP2R1A	141.2
GSN	953.2
HK1	146.9
KDELR2	613.9
KDELR2	433.6
KDELR2	786.1
NPC2	869.6
DDX24	13.9
DYNLL1	923
LITAF	328.7
SNORA41	2725.7
LITAF	203.6
PRKCSH	55.2
GOT2	159.2
LOC101929368	752.3
ACADVL	255.9
SKP1	534.8
MAPRE1	132.2
MAPRE1	457.4
OS9	579.4
SNORD32A	1033
RPL13AP5	5069.2
RPL7	11483.5
SKP1	1909.3
SKP1	105.7
ACTR1A	138.3
ACTR1A	87.1
CAPRIN1	172.7
CAPRIN1	564.5
SNORA70	53.6
SNORA70	3578.7
PPP1CC	1003.6
ACTR2	162.8
ACTR2	694.4
ACTR2	539.8
PTP4A1	184.6
PTP4A1	104.9
PTP4A1	242.6
PTP4A1	135.5
ARF3	204.4
NACA	4441.4
GPX1	370.1
PGK1	125.2
PGK1	765.2
SUMO3	106
SUMO3	399.3
RPS27	7793.2
TPP1	257.9
TPP1	341.9
GNB1	184.8
GNB1	203.5
GNB1	388.3
NUMA1	137
FTH1	3080.4
RAN	189.2
RAN	862.5
HNRNPC	218.3
CAPN1	70.6
MIR636	279.4
MIR636	762.2
CALU	136.9
CALU	163
CALU	662.1
NFE2L1	310.1
NFE2L1	448
ARL6IP5	305.5
ARL6IP5	611.9
DPYSL2	690.2
RPLP1	6446.3
CTNNA1	314.5
CTNNA1	520
CTSD	50.4
FAM120A	104.4
MAT2A	759.5
MAT2A	105.9
LAMC1	155.4
LAMC1	490.3
LOC100506248	2743.2
PTMA	1575.2
FAM120A	614.3
HNRNPK	505.6
BZW1	305.2
BZW1	535.5
SEPT2	612.2
ATF4	910.8
GNAS	3515.6
RPS15A	5106.1
ANXA5	878.7
STMN1	87
LRP1	15.1
LRP1	123.4
PSMB7	314.2
PEA15	225.4
PEA15	515.5
ECH1	170.7
ODC1	513.9
IQGAP1	432.6
XRCC6	544.5
ACO2	133.7
DAZAP2	775.6
SPARCL1	2561.9
MCL1	7.5
MCL1	1117.1
MCL1	847.4
HSPA1B	589
HSPA1L	322.7
ACTB	9075.5
SARS	217.2
TMBIM6	414.4
TMBIM6	769.9
LMAN2	83.4
HSPD1	1358
HSPD1	1858.4
ZYX	231.8
RPL12	4240.9
CIRBP	201
CIRBP	379.5
CCT7	225.3
PAFAH1B1	133.2
PSME1	299.8
PAFAH1B1	156.9
PAFAH1B1	182.8
RPS10	5536
ATP5O	601.6
RPS15	4076
PSMD8	201
LAMP2	192.5
TPI1	667
RPL29	1754.7
GSTP1	331.3
HYOU1	219
SNRPD2	564.4
PLOD1	177.7
ZNF207	608.1
ZNF207	461.5
PSMD2	351.5
SCD	180.3
SCD	331
RAP1B	816.6
RPS21	4228.3
MAP4	10.3
MAP4	57.2
BCAP31	340.2
CTSB	980.9
CTSB	1497.2
KARS	1182.5
EPRS	5.8
EPRS	161.8
EPRS	206.5
PRDX6	456.7
PRDX6	608.1
PPP1CA	145.1
SARAF	885.9
AHCYL1	145.4
AHCYL1	204.8
AHCYL1	551.2
IST1	321.7
GNB2	182.9
H2AFZ	410
NCOR1	91.8
NCOR1	46.1
NCOR1	95.3
NCOR1	184.5
SNORD38B	1068.5
FLNA	330.8
CNOT1	341.4
CNOT1	73.7
DHCR24	145.1
RAB11A	553.9
RAB11A	167.4
EIF3F	4.5
PSAP	671.1
RNF114	124.5
RNF114	170.4
SNORA68	5231.4
STRAP	896.2
PSAP	1573.8
S100A10	2276.8
CCT8	805.1
MIR1292	120.5
MIR1292	324
PSMB1	381.1
CCT4	493.3
EPAS1	563.4
EPAS1	33.8
DNAJA1	387.6
DNAJA1	408.1
PSMD4	227.6
UQCRC2	285.7
CKB	53.9
RHOC	129.1
PGAM1	400.2
STAT1	781.9
SNORA21	3404.1
SSR1	164.1
SSR1	147.6
SSR1	785.3
TRA2B	235.9
TRA2B	941.5
FKBP4	76
FKBP4	156.9
HDGF	420
PALLD	480.3
MGEA5	176.3
MGEA5	226.3
M6PR	92.5
M6PR	376.8
SEP15	665.3
AHCY	246.2
HLA-E	573.7
HLA-E	1044.6
PALLD	92.6
PALLD	295
RPLP2	64.2
SNORA52	2790.1
LOC101927137	400.3
TACC1	408.7
MIR1248	3209.3
PPM1G	89.6
KTN1	81.2
KTN1	580
TAGLN2	236.5
SRPRA	2.8
SRPRA	147.8
PHC2	387.1
BTG1	193.5
BTG1	646.2
KDELR1	99.4
LGALS3BP	705.8
SLC3A2	97.9
COX6A1	656.6
RPS23	6585.4
RAB14	171.7
RAB14	62.9
TMED10	293.4
VCL	7.7
VCL	522.8
DCTN2	181.2
RPS4X	6720.7
DEK	343.1
CALR	22.7
RPL8	2572.4
RPL5	2318.3
RERE	5.8
RERE	6.4
RERE	226.1
HSBP1	278.6
HSBP1	444.6
HMGN1	344.7
LOC101927733	872.2
SEC31A	871.8
GLUD1	200.5
GLUD1	199
MLF2	176.7
SNORD54	2916.9
ARPC1A	193.4
CCND2	7.7
CCND2	32.7
CCND2	492.5
ATP6V0C	100.6
IMMT	425.8
SSRP1	130.4
SSRP1	115.9
SDCBP	908.3
FUS	331.2
CLTA	419.6
SEPHS2	171.8
RPL31	158.2
RPL31	9219.7
UBA1	407.2
ABLIM1	181.1
ALDOA	530.2
PPIB	1249
PPIB	915.3
SERP1	266.8
SERP1	299.7
SERP1	445
TSPAN3	836.3
TSPAN3	282.3
ACTA2	937
PPT1	429.1
TAX1BP1	405.7
TAX1BP1	356.5
MDH1	839
PDHA1	117
PDHA1	140.2
GNAS	3576.9
ANXA6	109.7
CD59	468.1
CD59	588.3
CD59	450.9
SERPING1	479.3
PSME3	118
PSME3	19.4
HIF1A	1239.2
TRIM28	119.6
SNX17	68.3
IPO7	186
IPO7	198.7
IPO7	175.5
IPO7	98.1
ACTR3	564.5
RBM14-RBM4	188.2
CKAP4	533.4
CKAP4	903
AARS	444.3
TMEM189-UBE2V1	147.8
TMEM189-UBE2V1	306.4
TMEM189-UBE2V1	336.3
SSR4	700.4
CD9	881.7
PRDX2	56.1
HADHB	777.2
TXNIP	309.3
TXNIP	773
TXNIP	1005.4
RPN1	382.1
ANXA1	1795.6
PAICS	135.3
PAICS	48.5
JUP	74.1
EIF1AX	118.8
EIF1AX	84.2
EIF1AX	140.1
EIF1AX	201.3
YWHAH	262.4
DSTN	665.1
DSTN	1055.9
TAF7	306.5
EIF5B	457.2
EIF5B	78.1
EIF5B	153.3
EIF5B	84.6
CD99	306.1
CD99	837.8
LDHB	1469.7
HNRNPH1	1281.3
BLCAP	146.6
RPLP0	6184
ADD3	326
HADH	179.4
HADH	69.1
PFKP	161.4
ANP32A	104.2
RAD23A	126.7
GNAI2	103.5
DUSP1	4074.6
TGM2	194.4
ANP32A	33
DUSP1	10
WTH3DI	8
RAD23A	191.1
WTH3DI	319.6
WTH3DI	14.1
RPS18	7099.9
PLD3	120.7
ANP32A	328.7
PSMF1	75.4
PSMF1	103.4
HNRNPA0	612.8
HNRNPA0	81.9
GOLGB1	109.4
GOLGB1	281.1
MYL9	175.6
CTTN	364.2
STOM	344.1
STOM	509.3
STOM	2.2
RCN1	377.9
LOC100996696	340.3
GTF2IP4	580.7
CYC1	116.8
PSMC2	105
PSMC2	467.8
MMP2	1263
SF3B1	221.7
SF3B1	1436.4
SMARCC1	83.7
SMARCC1	44.8
SMARCC1	263.4
SMARCC1	158
SNU13	70.4
SNU13	350.1
TM9SF2	633.7
SYNGR2	90.5
PIP4K2B	135.4
PIP4K2B	44.6
SLC4A5	67.9
BCLAF1	49.9
BCLAF1	594.4
SON	55.2
SON	736.8
PXN	161.2
KPNA2	278.1
ATP6V1B2	192.9
TUBA1B	2215.8
CBX3	207.1
RBBP7	615.8
SDHA	146.6
RPS29	5464.5
DAP	127.2
ARF4	540.3
ARF4	1061.8
COPB2	542.2
USP9X	264.3
USP9X	412.5
BCLAF1	73.7
PFKL	70.1
NBPF20	1011
NBPF25P	484.9
LGALS1	1707
GPX4	499.9
THBS1	6.7
THBS1	184.3
THBS1	217.7
THBS1	240.3
CSE1L	176.5
CSE1L	444.8
TUFM	280.6
PSMA7	278.3
POLD2	78.6
CPE	276.5
CPE	107.7
PGD	108.4
COX8A	516.6
PGRMC1	127.4
PGRMC1	861.4
EIF5A	178.6
EIF5A	105.5
ITGB5	156.3
ITGB5	220.5
MGAT1	82.2
ACLY	150.4
ACLY	278.2
SRSF7	393.4
CDH1	22.4
CDH1	121.4
RPL36A-HNRNPH2	250.4
PJA2	156.3
COX7C	1494.3
ECHS1	439.1
PLP2	204.2
HLA-DPB1	629
SSB	104.4
SSB	216.1
RAB5C	30.6
GPNMB	1860.6
EIF2S1	145.9
EIF2S1	41.3
EIF2S1	180.8
HAX1	208.3
NFE2L2	835.9
TIMP3	195.2
TIMP3	198.3
TIMP3	117.9
TIMP3	580.6
MBNL1	74.2
MBNL1	406.5
MBNL1	357.7
SNORD18C	5794.8
MFN2	42.7
RAB5C	71.8
NMT1	99.5
NMT1	5.7
NMT1	55.4
YBX3	811
YBX3	400.7
IGFBP7	1801.8
IGFBP7	2008.7
PUM1	167.2
PUM1	399.5
PUM1	313.6
ARHGDIA	19.6
ARHGDIA	146
BHLHE40	61.6
BHLHE40	674.5
ATP6V0E1	162.3
ATP6V0E1	896.4
NUDC	191.7
TERF2IP	210.7
TMX2	182.1
ARCN1	181.3
UBA2	329
FBXO7	198.2
GNAI3	168.8
GNAI3	282.7
GNAI3	66.4
CHD4	34.8
CHD4	246.5
CHD4	374.5
HTRA1	551.1
LRPAP1	100
ITPR3	37.7
ITPR3	124.8
ITPR3	205.6
PITPNA	139.6
PITPNA	28.3
PITPNA	81.1
IDH1	349.9
SEPW1	176
SLC7A5	95.2
AMD1	81.6
AMD1	102.4
PSMD1	178.7
PSMD1	803.7
CREG1	514.3
CSTB	898.1
PCNA	219.8
RRBP1	15.3
RRBP1	385.6
RRBP1	66.2
RRBP1	132.1
TNFAIP1	183.7
TNFAIP1	37.3
HDAC1	145
DDX3X	683.9
DDX3X	42.8
LGMN	172.3
PPP1R7	58.6
PPP1R7	102.4
PLS3	2144.8
ERP29	275.4
SNORD83B	7019
CTBP2	225.1
CTBP2	45.3
CTBP2	394.2
SNRNP70	221.9
RAD23B	362
RAD23B	162.8
SRRM1	89.8
SRRM1	300
NDUFB8	194.7
NDUFB8	247.1
ARIH2	43.2
ARIH2	7.6
ARIH2	95.4
ENO1	639.3
PSMD13	53.1
PSMD13	68.4
ILK	266.5
BTG2	62.1
BTG2	453.6
CAPZA2	210.6
CAPZA2	266.7
SPCS2	226.1
SPCS2	663.1
DDX1	361.2
ATP1B1	171.3
ATP1B1	283.5
RAF1	218.5
LOC101927673	110.8
LOC101927673	8.1
SREBF2	85.8
SREBF2	84.4
SLC2A1	33.1
SLC2A1	126.8
PKM	477.9
PSMC4	48.4
CDIPT	283.1
RPS6	4938.6
BAG6	386.1
COX7A2L	361.4
SNORD73A	9922.7
RPS16	1920.2
SYPL1	249.1
SYPL1	350.9
BGN	445.8
BGN	34.1
TARS	261.1
COPE	77.2
AF119897	19.4
TXNRD1	843
PSMC3	86.6
NME1-NME2	1097.3
NUDCD3	53.8
NUDCD3	221.2
RALY	51.8
AKR1B1	374.3
SRP9	590.4
PSMA5	211.5
FDPS	140.9
RAB5B	240.9
HNRNPAB	572.9
LOC101926921	259
LOC101926921	337.9
LOC101926921	167.9
ADRM1	202.8
OGDH	56.8
TRAK1	5.5
APEH	22.6
MKRN1	248.3
SDC1	3.8
SDC1	92.4
ARHGDIB	308.5
CYR61	1021.2
SEC11A	897.8
TOP2A	105.1
TOP2A	201.6
LOC101060363	3513.7
WSB1	135.8
WSB1	270.3
WSB1	598.2
MOB1A	42.8
MOB1A	101.6
MOB1A	69.7
PRNP	577.1
ANXA4	278
ANXA4	351.9
EIF4A3	227.4
NDUFA5	286.7
ANP32B	189
ANP32B	697.9
SEPT11	363.7
SEPT11	31
NREP	352.2
NREP	1129.6
SH3BGRL	394.1
SH3BGRL	988
ENO2	27.3
STK25	101.5
IFITM2	1819.1
PSMA2	146.1
PSMA2	526.3
MYL12B	1242.3
MYL12A	477.4
SMARCC2	74.1
SMARCC2	71.5
ATP5B	1001.4
MIR6733	76.7
EMP1	596.7
EMP1	184
CCT6A	242.6
CCT6A	272
ETS2	442.3
ETS2	169.9
RARS	332.3
STAT6	276.2
STAT6	8.4
ARHGEF12	65.6
ARHGEF12	316.6
ARHGEF12	20.7
VAMP3	402.9
VAMP3	73.9
GTF3A	685.5
SCP2	546.6
ENC1	5.8
ENC1	446.4
SNRPC	302.3
UBE2D2	227.6
UBE2D2	69.4
UBE2D2	257.5
ADIPOR2	240.8
GRHPR	146.6
GPX3	250.8
SLC9A3R1	145.8
FLOT2	69.7
YME1L1	357.4
YME1L1	494.4
BAZ2A	37.4
BAZ2A	64
BAZ2A	99.6
SF3A1	202.1
SF3A1	122.8
COPB1	715.8
COPB1	533.4
CST3	341.1
TMEM109	171.1
IVNS1ABP	231.6
IVNS1ABP	190.5
OAZ2	106.9
OAZ2	168.3
ANXA7	313.2
ZFP36L2	3
ZFP36L2	849.3
ZFP36L2	31.2
CUL3	66.9
CUL3	362.2
CUL3	21.4
PLEC	12.2
PPP2CB	2
PPP2CB	419.1
HNRNPF	255.5
UBAP2L	53.8
UBAP2L	101.8
TPD52L2	80.2
CRTAP	140.9
CACYBP	285.6
CACYBP	63.1
NBR1	129.8
NBR1	294.8
DHX15	463.4
DHX15	262.5
UCHL1	277.1
PSMD3	103.6
ITGA5	273.7
CSNK2B	414
TRAP1	209.1
IGF2R	22.8
IGF2R	178.9
RBM5	168.5
RBM5	187.1
SGTA	4
PHGDH	92.4
TRAM1	870.6
TRAM1	593.5
PSMB3	422.4
GRK2	5.4
GRK2	11
MGST3	367.1
PSMB2	258.2
COPS6	288.9
RPL36A-HNRNPH2	3457.5
PPP1CB	233
PPP1CB	265.8
PPP1CB	244.3
PLEKHB2	180.3
PLEKHB2	2.4
LRP10	166.4
HSD17B4	320.6
NAP1L4	126.2
GSS	50.8
SOX4	172.7
SOX4	1611.4
SOX4	65.6
BAP1	140.8
WDR77	29.5
WDR77	161.2
IFI30	520
CUL4A	110.3
CUL4A	88.9
ALDH2	863.1
VIM	4009.1
SEPP1	1427.6
CLDN4	3.7
RPL37A	11903.1
DPYSL3	56.5
DPYSL3	454.6
CAT	300.9
PTDSS1	222.8
TTC1	103.1
EIF4E	162.7
EIF4E	31.6
EIF4E	41.3
COL6A3	2491
GBF1	70.7
DDX23	15.8
COX6B1	471.2
ATP6AP2	66.9
ATP6AP2	664.1
ATP6AP2	320.3
CNN3	438.1
TIA1	326.5
TIA1	188.4
TIA1	314.5
TIA1	145.2
TIA1	139.5
RHEB	9.7
RHEB	8.5
RHEB	495.8
NPEPPS	97.3
NPEPPS	169.4
BUB3	146.3
BUB3	459.1
BUB3	380.6
RUVBL2	47.3
MAPKAPK2	75.9
MAPKAPK2	12
SCRN1	244.6
TALDO1	306
JUN	359.5
JUN	12
JUN	291.7
NQO1	25
NQO1	113.1
SHC1	79.3
GSTO1	530.3
SQSTM1	558.2
VBP1	268.4
JUNB	221.4
ITGA3	68.4
MIR6758	271.4
RRM1	68.4
RRM1	151.2
MIR664B	119.1
MIR664B	220.6
SUPT5H	140.6
PYGB	9.2
QSOX1	76.4
SUPT4H1	155
SUPT4H1	115.3
RCN2	216.6
RCN2	251.4
CTSC	395.8
KHDRBS1	293.5
PPIF	133.7
PPIF	71.2
AHSA1	161
RPL41	9842.5
PUM2	215.2
PRCP	301
MYH11	2.9
MYH11	15.7
MYH11	151
USP7	105.5
USP7	203.1
PPP1R11	313.6
GRSF1	112.6
NFKBIA	292.4
G3BP1	289.7
TSN	145.9
LAMB1	954
TGFBI	864.5
PFDN1	75.6
IGFBP4	528.9
IDH3B	88.9
ELF3	27.6
AAMP	141.9
TOMM70	174
TSN	99.9
G3BP1	76
TSN	462.5
SRM	102.6
NCBP2	248.4
CBX1	428.5
TOMM70	285.2
GRSF1	130.5
NCBP2	95.8
SNURF	532.2
UBE2N	238.5
UBE2N	477.5
APOD	170.5
ARF5	182.3
LOC101927180	369.5
RPA1	163
RPA1	206.3
LOC101928634	1123.1
ZFP36	2106.6
PSMA3	353.2
CTNNB1	834.7
UBL3	111.1
UBL3	174.3
DUSP3	99
DUSP3	10.5
DUSP3	6.3
FHL1	80.7
FHL1	643.5
ZNHIT1	121.1
SAR1A	233.9
SAR1A	164.3
BCL2L2-PABPN1	274.3
BCL2L2-PABPN1	129.3
TRIP12	249.3
KDM5B	42.1
KDM5B	142.3
KDM5B	159.7
ACTG1	6025.7
LAMP1	105.6
LAMP1	435.3
LAMP1	1093.3
GYG1	113
MCM3	215.9
VAMP2	9.9
VAMP2	68
RAE1	201.4
CLIC4	177.4
CLIC4	568
CLSTN1	97
SORD	62
SORD	81.5
FSCN1	66.4
ID2	623.5
ID2	234.4
GOLGA4	182.3
UQCRQ	575.1
SAMM50	65.8
SAMM50	151.5
DCTD	104.6
DCTD	218.2
ETF1	146.7
ETF1	351.5
SNW1	194.6
TMPPE	259.8
NME1	505.6
PODXL	903.4
FAT1	334.9
TMX4	106.3
TMX4	266.2
SEC23B	72.3
SEC23B	148.8
DDX39A	276.7
SFPQ	223.5
SFPQ	276.9
IRAK1	406.5
TXNL1	808.6
SMC1A	190.4
ANXA2	3556.1
NISCH	340.9
EIF3H	2159.2
ZC3H15	217.1
PPP4R1	275.7
ZC3H15	217.4
KRT18	1065.2
COX7A2	1147.7
INPPL1	93.8
OAT	565.3
PHB2	1436
IFITM2	1553.6
PPP1R12A	30.1
PPP1R12A	217.2
PPP1R12A	119.7
CNN2	311.7
PWP1	98.5
PWP1	162.3
PWP1	223.8
ICMT	132
ICMT	3.5
ICMT	61.3
ALDH9A1	234.5
AP1G2	90.1
RUVBL1	92.3
CALD1	127.3
CALD1	351
CALD1	316.9
GPAA1	110.4
PRDX3	277.6
MBTPS1	204.1
NBL1	107.5
SND1	298.3
DARS	513.4
DARS	130
INSIG1	36
INSIG1	244
INSIG1	161.9
RRAGA	275.6
ACP1	62.4
ACP1	275.5
IER3	514.1
EIF2B1	165.1
CYB5B	127.7
CYB5B	57.9
FXR1	110.2
FXR1	192.3
FXR1	337.8
CPSF1	30.6
MIR6849	132.4
CLPTM1	65.9
BST2	252.5
IFNGR2	492.7
KDM3B	312.4
TSTA3	13
TNC	214.1
SCARB2	168.2
SCARB2	127.3
JAK1	416.6
UBE2L6	290.5
KRT19	457
PACSIN2	177.2
COPS5	201.6
CNIH1	312.9
HSPG2	5.1
HSPG2	195.4
ITGA6	78.9
ARL1	58.4
ARL1	86.3
ARL1	261.5
ACSL3	241.5
ACSL3	138.8
ACSL3	163.4
SMC4	224.3
SMC4	366.4
RPS17	6657.6
TIMP1	2027.9
GJA1	1176.9
MARCKS	9.9
MARCKS	671.4
MARCKS	134
USP14	173.7
USP14	324.7
GYS1	123.3
AKAP1	86.8
AKAP1	117.5
PSMA1	610.8
HMCES	71.5
HMCES	116.6
SRRT	6.7
SRRT	227.3
DLG5	131.7
PMPCB	342.8
TOX4	39.4
TOX4	104.5
TOX4	59.5
API5	160.1
API5	180.7
TPD52	95.4
TPD52	102
TPD52	213.7
TPD52	4.2
SIGMAR1	59.2
EGR1	116.8
EGR1	1852.4
PNP	156.8
SRSF4	294.9
DNMT1	159
GATC	572.7
PSMC6	191.2
CCND3	182
PGRMC2	38.5
PPP1R10	6.5
PPP1R10	179.5
ENTPD6	46.4
PSMD7	208.1
PEX19	66
PEX19	61.9
NIPSNAP1	125.2
NIPSNAP1	131.2
MYBL2	25.2
RANBP2	291.5
RANBP2	171.9
RANBP2	128.8
TUBG1	21.3
ACIN1	110.8
SNX1	213.6
MRPL49	161
EPB41L2	77.5
EPB41L2	86.5
LAPTM5	418.1
LAPTM5	1249.7
GALNT1	286.1
GALNT1	442.7
GALNT1	215.9
CDC123	223.7
ELAVL1	330.8
ELAVL1	87.2
KIAA0100	94.4
KIAA0100	67.5
TPR	170.1
TPR	684.5
CLCN3	16.3
CLCN3	11.3
CLCN3	181.6
CLCN3	88.9
MARCH6	151.8
MARCH6	48.5
EIF1B	367.3
SGK1	788.2
NDUFS3	263.3
SRSF1	15.9
SRSF1	465
CD14	384.2
LUM	4239.3
TWF1	237.7
TP53	123.2
SAFB	7.4
SAFB	116.6
ECE1	27.9
ECE1	52.9
JOSD1	154.3
ADD3	206.3
ADD3	116.1
COX6C	995.5
MCM5	3.9
RPA2	248.9
RPL10	461.5
TSG101	171.4
TBCD	29.5
WSB2	176
MTHFD2	116.8
MIR7703	440.8
DAXX	126.9
TMEM106C	157
HEXA	182.4
ELAC2	36.4
ELAC2	10.2
CLINT1	191
CLINT1	210.8
SNRPA	128.8
SCAMP3	130.1
AZIN1	136.7
ADNP	435.2
NCAPD2	127
EFCAB14	164
EFCAB14	113.9
EFCAB14	128.1
EFCAB14	296.2
RNF13	452
RNF13	231.1
AIP	108.2
AIP	285
RELA	238.2
C11orf58	282.2
RNASE1	384.7
ADAR	700.2
FBLN1	91.7
DDX42	357.5
PCNX4	3.9
DHCR7	27.7
DHCR7	61
AEBP1	314
SMG7	14.1
SMG7	101.9
LBR	149.9
VARS	46.6
VARS	55.3
MYOF	396.5
OSBP	72.6
OSBP	157.5
SLC29A1	49.7
SLC29A1	11.6
POLR2B	282.5
TBCB	159.9
PRKAG1	206.1
ATXN2L	57.5
VPS26A	255.8
ENG	44.2
ENG	138.1
SH3BP5	161
SH3BP5	397.7
C4orf46	906.1
TBC1D5	11.5
TBC1D5	320
TBC1D5	126.6
GBAS	193.4
UBE3C	139.1
LPCAT1	81.7
SCARB1	93.6
KRT5	45.8
TIMM17A	163.3
TIMM17A	31.3
RNF14	66.6
RNF14	96.1
SCCPDH	77.2
SCCPDH	61.5
SMARCD2	42
FAM127A	308.6
NET1	180.4
NET1	70.7
USO1	40.5
USO1	365.3
HDAC2	391.2
PRKAB1	67
PRKAB1	128.1
SUPT7L	96
SUPT7L	155.8
SUPT7L	63.2
EPCAM	61.5
NEDD8	251.3
HSPB1	391.9
EFEMP1	1170.2
EFEMP1	505.1
RYBP	68.2
RYBP	204
RYBP	66.1
LIPA	479.7
BNIP3	41.4
BNIP3	95.1
CAPG	227.7
SH3GL1	97.3
COL3A1	9283.2
CDC25B	227.6
ATMIN	165.9
ATMIN	87.6
ZFR	133.2
ZFR	285.4
SRGN	610.6
SRGN	801
PLAT	157.6
LRRFIP1	226.5
LRRFIP1	300
FAM32A	277
GDI1	126.9
NR3C1	776.9
NR3C1	217.4
TBL1X	60.7
TBL1X	7.6
TBL1X	6.5
TOMM34	181.1
UBXN1	183.7
ABCE1	137.7
ABCE1	89.3
MPZL1	288.2
MPZL1	243.2
PON2	344.6
PPP2R5C	172
ARIH1	84.2
ARIH1	169.5
ARIH1	304.8
ARIH1	78.2
B4GALT1	10.4
B4GALT1	109.6
CEACAM5	126.7
CYB5R3	511.5
DCAF11	131.5
IL13RA1	163.6
IL13RA1	77.6
FAM3C	351.6
RRM2	79.8
B2M	5930.8
IMPDH2	278.4
DCN	5625.7
SSR1	645
ARAF	137.6
PSRC1	77.4
CKS1B	117.7
UBE2A	241.4
UBE2A	294.7
AKR1A1	236.5
YY1	180.9
YY1	10.6
UQCRC1	80.9
CTDSPL	82.1
CTDSPL	10.3
CTDSPL	74.8
