X	GSM49600
MIR4640	710.7
RFC2	68
HSPA6	48.1
PAX8	358.3
GUCA1A	33.4
MIR5193	116.4
THRA	49.8
PTPN21	25.1
CCL5	3.6
CYP2E1	16.5
EPHB3	27.9
ESRRA	119.7
CYP2A6	100.1
GAS6	1436.8
MMP14	323.1
TRADD	126.9
CHURC1-FNTB	7
PLD1	46.5
DTX2P1-UPK3BP1-PMS2P11	253.8
BAD	58.1
PRPF8	273
CAPNS1	356.8
RPL35	1998.7
MIR6805	5066.1
EIF4G2	3128.7
EIF3D	220.7
PARK7	739.8
SRP14	1624.2
GDI2	213.1
GDI2	555.4
RPL11	2323.7
ARF3	299.2
RPL21P28	2469.3
RPL24	4264.8
HNRNPC	464.3
SEPT2	1541.6
HNRNPA1P10	2606.8
RPS27A	4542.4
LOC100508408	4033.6
FAU	2129
TARDBP	414.3
CFL1	2218.4
RPL18	3026.4
EIF3F	954.9
RPS5	1965.5
RPL27	3896.4
RPL34	4473.7
NARS	625.7
STARD7	249.3
RPL19	2609.1
SLC25A3	1189.5
SNORD35B	6011.7
RPL9	4414.9
MIR5047	1984.9
RPL6	2503
CTDNEP1	118.2
RPL10A	967.4
CBX3	973.6
RPL17-C18orf32	3395.2
PSMB2	531.4
KHDRBS1	348
ATP6V1G2-DDX39B	837
RTCB	225.8
ERH	1057.9
GATC	373.8
ABCF1	206.8
DAD1	233.9
YY1	656.1
JTB	655.5
KAT7	89.5
ZNF146	267.1
SART1	78.1
ILF2	289.1
SPAG7	252.2
ZPR1	93.9
TAF10	405.6
C1D	165.1
NONO	809.6
LOC101929240	505
RHOA	1686.3
RNPS1	348.4
RPS24	4599.8
RPL30	3560.8
NPM1	2412.4
HSP90AB1	1983.9
MIR3620	714.9
IK	133.9
SNX3	736.6
CANX	2018.3
SART3	53.9
CNPPD1	69.4
SMNDC1	175.4
HNRNPM	259.1
HNRNPD	218.2
RPL14	2894.5
GUK1	143
KXD1	215
OAZ1	1819.4
ATP6V0B	348.3
KARS	475.1
H3F3AP4	1880.9
RPS6	3338.6
RPS7	2321.4
USP22	450.7
C11orf58	664.7
TCEB2	523
COX4I1	965.3
TMED2	1220.3
NBEAL1	4902.8
SNORD18C	3159.8
FNTA	607.6
RPS25	2148.1
RPL37	5487.6
HINT1	521.8
EEF2	1775.8
RPS10	4391.3
ATP6V0E1	1164.6
HNRNPK	779.6
ANAPC5	306.9
SNORD73A	3747.1
HNRNPU	324.4
HNRNPU	766.7
EIF3A	427.8
EIF3A	128.2
EIF3A	128.9
MIR3652	293.5
MIR3652	2177.4
MSN	1154.5
ACTN4	206
APP	931.7
PRKAR1A	1116.1
PRKAR1A	165.6
PRKAR1A	431.7
DSP	515.5
RAD21	143.5
RAD21	289.3
WDR1	924.3
NCL	632.4
WDR1	503
AP2B1	126.4
AP2M1	831.9
CLTC	2107.3
AP2B1	167.9
MLEC	30.9
MLEC	438.5
LASP1	546.4
SF3B2	81.7
TMEM59	928.6
CSRP1	795.5
CALM3	208.6
CALM3	113.1
SNHG4	397.1
CAP1	1275.1
SNHG4	476.5
PTGES3	1253
WARS	186.8
WARS	243.4
SETSIP	763.6
SETSIP	686.8
NDRG1	266.5
UBB	4067.7
PFN1	1444.9
PTPRF	213.2
PTPRF	687
PTPRF	166.7
YWHAZ	1214.9
YWHAZ	954
YWHAZ	1146.8
YWHAZ	742.6
SOD1	1662.8
HDLBP	281.4
MARCKSL1	174.2
GABARAP	571.8
NUCB1	58.4
EIF3CL	457.7
GLUL	241.5
NUCB1	102.4
LDHA	4359.8
SNORD96A	2220.6
SSR2	418.7
CALM3	407.7
P4HB	2246.3
CALM3	877.9
P4HB	615.8
SLC25A5	424.2
PHB	130.6
PHB	92
S100A11	646.2
CTSA	200.4
TOMM20	711.6
CD63	2049.6
DNAJB1	124.1
SPARC	1150.4
DNAJB1	175.9
UBE2D3	386
UBE2D3	520.8
UBE2D3	285.2
XBP1	175.2
SPTBN1	171.2
SPTBN1	724.6
LAPTM4A	2358.4
RPL32	4939.9
CD81	598.9
UBE2L3	37.7
PTTG1IP	3135
GRN	867.1
HMGB1	314.7
HMGB1	871.9
GLO1	225.8
UBE2L3	245
UBE2L3	157.4
UBE2L3	52.2
SRSF11	48.7
SRSF11	428.7
SF3B3	163.4
SF3B3	86.8
MIR3654	1972.2
HSPA9	50.4
HSPA9	415.6
HSPA9	240.2
YWHAQ	1166.7
DDX24	270.8
PPP2R1A	211.2
GSN	1993.5
HK1	255.9
KDELR2	686
KDELR2	531.5
KDELR2	697.8
NPC2	1189.4
DDX24	3.9
DYNLL1	1268.7
LITAF	404.4
SNORA41	1600.3
LITAF	214.3
PRKCSH	80.4
GOT2	311.1
LOC101929368	760.6
ACADVL	382.2
SKP1	471.6
MAPRE1	80.5
MAPRE1	348.8
OS9	345.2
SNORD32A	1158.3
RPL13AP5	4355.8
RPL7	5410.2
SKP1	2001.8
SKP1	45.1
ACTR1A	111.3
ACTR1A	100.4
CAPRIN1	126.4
CAPRIN1	628.6
SNORA70	46.4
SNORA70	2302.4
PPP1CC	710.1
ACTR2	213.8
ACTR2	782.4
ACTR2	1006
PTP4A1	340.1
PTP4A1	145.1
PTP4A1	281.9
PTP4A1	456.9
ARF3	184.2
NACA	2560.9
GPX1	1696.3
PGK1	198.9
PGK1	1000.9
SUMO3	195.8
SUMO3	739.3
RPS27	4701
TPP1	237
TPP1	455.8
GNB1	251.6
GNB1	245.5
GNB1	559.4
NUMA1	133.6
FTH1	3448.2
RAN	188.9
RAN	687.9
HNRNPC	353.1
CAPN1	93.7
MIR636	255.5
MIR636	644.1
CALU	300.6
CALU	219.5
CALU	1258.4
NFE2L1	436.8
NFE2L1	660.5
ARL6IP5	477.1
ARL6IP5	1126.7
