X	GSM49605
MIR4640	134.2
RFC2	16.3
HSPA6	76
PAX8	608.3
GUCA1A	54.4
MIR5193	130.7
THRA	136.9
PTPN21	10.6
CCL5	58.4
CYP2E1	27.6
EPHB3	105.8
ESRRA	28.3
CYP2A6	195.6
GAS6	724.3
MMP14	370.1
TRADD	145.7
CHURC1-FNTB	7.1
PLD1	45.8
DTX2P1-UPK3BP1-PMS2P11	272.4
BAD	11.3
PRPF8	158.5
CAPNS1	181.7
RPL35	861.6
MIR6805	4530.9
EIF4G2	3523.1
EIF3D	267.8
PARK7	1371.7
SRP14	851.9
GDI2	404
GDI2	1076.6
RPL11	3558.5
ARF3	192
RPL21P28	5679.5
RPL24	4442.4
HNRNPC	507
SEPT2	1028.7
HNRNPA1P10	2931.2
RPS27A	5400
LOC100508408	4132.1
FAU	1670.6
TARDBP	345.6
CFL1	1090.8
RPL18	2528.6
EIF3F	863.9
RPS5	858.6
RPL27	4918.8
RPL34	8370
NARS	425.6
STARD7	307.6
RPL19	2997.3
SLC25A3	1028.4
SNORD35B	8225.3
RPL9	6657.8
MIR5047	2326.2
RPL6	4812
CTDNEP1	170.3
RPL10A	702.7
CBX3	736.6
RPL17-C18orf32	5772.2
PSMB2	320.5
KHDRBS1	391.6
ATP6V1G2-DDX39B	307.3
RTCB	410.8
ERH	680.3
GATC	161.8
ABCF1	282.2
DAD1	266.2
YY1	520.1
JTB	352.8
KAT7	179.4
ZNF146	336.1
SART1	57.7
ILF2	118.9
SPAG7	255.8
ZPR1	71.3
TAF10	219.9
C1D	91.2
NONO	529.9
LOC101929240	231.7
RHOA	1046.8
RNPS1	225.6
RPS24	7727.5
RPL30	6166.1
NPM1	2326
HSP90AB1	938.7
MIR3620	224.8
IK	189.4
SNX3	510.4
CANX	1125.5
SART3	80.7
CNPPD1	26.3
SMNDC1	104.8
HNRNPM	232.7
HNRNPD	213.4
RPL14	1428
GUK1	81.9
KXD1	183.1
OAZ1	1595.5
ATP6V0B	200
KARS	211.6
H3F3AP4	1154
RPS6	2835.7
RPS7	1495.3
USP22	269.3
C11orf58	372.3
TCEB2	160.5
COX4I1	792.4
TMED2	883.1
NBEAL1	4663.5
SNORD18C	2638.2
FNTA	637.7
RPS25	2329.3
RPL37	8063.3
HINT1	321.9
EEF2	847.1
RPS10	3815.5
ATP6V0E1	572.4
HNRNPK	423.1
ANAPC5	333.9
SNORD73A	9216.3
HNRNPU	317.1
HNRNPU	776.4
EIF3A	242.7
EIF3A	32.9
EIF3A	149.8
MIR3652	126.5
MIR3652	1871.5
MSN	397.7
ACTN4	133.4
APP	290.7
PRKAR1A	773.6
PRKAR1A	103.8
PRKAR1A	156.5
DSP	99.9
RAD21	85.3
RAD21	176.5
WDR1	504.5
NCL	766.5
WDR1	183.1
AP2B1	133.1
AP2M1	209.1
CLTC	1902.3
AP2B1	109
MLEC	40.4
MLEC	201.4
LASP1	297.5
SF3B2	18.8
TMEM59	1387.5
CSRP1	457.7
CALM3	63
CALM3	17.5
SNHG4	421.2
CAP1	672.7
SNHG4	475.1
PTGES3	926.1
WARS	41.5
WARS	305.2
SETSIP	763.6
SETSIP	694.9
NDRG1	481.5
UBB	3333.4
PFN1	397.1
PTPRF	18.7
PTPRF	150.9
PTPRF	8.4
YWHAZ	478.5
YWHAZ	286.6
YWHAZ	688.7
YWHAZ	289.1
SOD1	776
HDLBP	158.9
MARCKSL1	117.8
GABARAP	439.2
NUCB1	41.5
EIF3CL	327
GLUL	221.1
NUCB1	96.7
LDHA	1623.9
SNORD96A	1909.5
SSR2	664.3
CALM3	346.4
P4HB	407.7
CALM3	901.4
P4HB	161.9
SLC25A5	388.5
PHB	76.6
PHB	35.7
S100A11	144.1
CTSA	218.3
TOMM20	413
CD63	1916.4
DNAJB1	76.7
SPARC	4701.1
DNAJB1	161.7
UBE2D3	483.5
UBE2D3	418.6
UBE2D3	126.5
XBP1	466.8
SPTBN1	11.4
SPTBN1	194.1
LAPTM4A	1843.1
RPL32	4815.8
CD81	471.5
UBE2L3	46.7
PTTG1IP	954.6
GRN	283.6
HMGB1	199.3
HMGB1	981.3
GLO1	451.9
UBE2L3	223.6
UBE2L3	108.2
UBE2L3	101
SRSF11	136.8
SRSF11	228.5
SF3B3	72.7
SF3B3	99.1
MIR3654	2237.9
HSPA9	52.8
HSPA9	274.6
HSPA9	124.7
YWHAQ	615.7
DDX24	437.8
PPP2R1A	211.3
GSN	1902.6
HK1	94.2
KDELR2	233.4
KDELR2	428.1
KDELR2	409.3
NPC2	967.5
DDX24	7.9
DYNLL1	578.5
LITAF	530.8
SNORA41	1914.7
LITAF	85.3
PRKCSH	11.1
GOT2	143.9
LOC101929368	878.5
ACADVL	199.2
SKP1	280.3
MAPRE1	150.2
MAPRE1	390
OS9	384.1
SNORD32A	2293.3
RPL13AP5	4777.4
RPL7	15358.3
SKP1	1607.2
SKP1	159.8
ACTR1A	127.3
ACTR1A	40.5
CAPRIN1	150.2
CAPRIN1	189.1
SNORA70	24.3
SNORA70	2940.8
PPP1CC	928.5
ACTR2	109.7
ACTR2	426.9
ACTR2	205.6
PTP4A1	72
PTP4A1	115.8
PTP4A1	165.6
PTP4A1	209.2
ARF3	112.7
NACA	3416
GPX1	390.6
PGK1	104.1
PGK1	648.7
SUMO3	70.2
SUMO3	390.1
RPS27	6706.5
TPP1	152.2
TPP1	387.4
GNB1	91.8
GNB1	225.5
GNB1	431
NUMA1	66.9
FTH1	3292.5
RAN	146.4
RAN	425
HNRNPC	221.2
CAPN1	53.9
MIR636	232.1
MIR636	885.3
CALU	12.9
CALU	24.4
CALU	488.2
NFE2L1	240.8
NFE2L1	549.3
ARL6IP5	345.2
ARL6IP5	1775.1
DPYSL2	820.8
RPLP1	4765.6
CTNNA1	216.2
CTNNA1	430.3
CTSD	74.4
FAM120A	227.7
MAT2A	413.1
MAT2A	20.3
LAMC1	257.5
LAMC1	468.5
LOC100506248	936
PTMA	1120.2
FAM120A	467
HNRNPK	457.7
BZW1	270.2
BZW1	519.8
SEPT2	201
ATF4	1326.2
GNAS	1038.7
RPS15A	6612.5
ANXA5	732.3
STMN1	131.4
LRP1	92.9
LRP1	149.2
PSMB7	272.7
