X	GSM49565
MIR4640	326.1
RFC2	37.4
HSPA6	77.6
PAX8	370.3
GUCA1A	8.9
MIR5193	137.8
THRA	57.3
PTPN21	34.1
CCL5	80.8
CYP2E1	33.9
EPHB3	49.4
ESRRA	145.5
CYP2A6	116
GAS6	469.1
MMP14	185.4
TRADD	85.6
CHURC1-FNTB	27.8
PLD1	60.6
DTX2P1-UPK3BP1-PMS2P11	496.9
BAD	49.6
PRPF8	288.5
CAPNS1	242
RPL35	1243
MIR6805	3920.1
EIF4G2	2665.9
EIF3D	319.4
PARK7	815.5
SRP14	905
GDI2	492.1
GDI2	814.6
RPL11	2563.2
ARF3	210.8
RPL21P28	2881.7
RPL24	3943.8
HNRNPC	416.1
SEPT2	1424.6
HNRNPA1P10	3300.5
RPS27A	5296.9
LOC100508408	3470.3
FAU	2299
TARDBP	332
CFL1	954.4
RPL18	3356.2
EIF3F	914.5
RPS5	1533.7
RPL27	3888
RPL34	4771.6
NARS	605.4
STARD7	226.1
RPL19	3428.5
SLC25A3	1324
SNORD35B	6091.2
RPL9	3742.7
MIR5047	2017.3
RPL6	2855.1
CTDNEP1	155.3
RPL10A	1236.1
CBX3	790.7
RPL17-C18orf32	4794.1
PSMB2	266.1
KHDRBS1	390.8
ATP6V1G2-DDX39B	545
RTCB	264.4
ERH	411.9
GATC	318.1
ABCF1	177
DAD1	167.4
YY1	518.5
JTB	732.4
KAT7	147.8
ZNF146	365.3
SART1	81
ILF2	288.9
SPAG7	314.6
ZPR1	83.9
TAF10	241
C1D	84.2
NONO	1038.9
LOC101929240	307.7
RHOA	1567.9
RNPS1	172.2
RPS24	6954.7
RPL30	4431
NPM1	2520.5
HSP90AB1	1635.6
MIR3620	661.1
IK	170.1
SNX3	778.1
CANX	1463.7
SART3	85
CNPPD1	65.7
SMNDC1	167
HNRNPM	391.7
HNRNPD	176.1
RPL14	1960.3
GUK1	115.1
KXD1	132.9
OAZ1	1413.2
ATP6V0B	213.4
KARS	367.4
H3F3AP4	2534.6
RPS6	6618.1
RPS7	2004.8
USP22	352.1
C11orf58	666.9
TCEB2	340.3
COX4I1	488.1
TMED2	1289.7
NBEAL1	4173.6
SNORD18C	3365.7
FNTA	568.9
RPS25	3191
RPL37	6319.7
HINT1	802.9
EEF2	1124.1
RPS10	4011.3
ATP6V0E1	745.9
HNRNPK	574.4
ANAPC5	355
SNORD73A	4375.9
HNRNPU	284.6
HNRNPU	960.9
EIF3A	470
EIF3A	254.9
EIF3A	130.7
MIR3652	277.8
MIR3652	1809.5
MSN	718.7
ACTN4	78.3
APP	420.9
PRKAR1A	1316
PRKAR1A	343.5
PRKAR1A	623.9
DSP	390.7
RAD21	185.1
RAD21	337.3
