X	GSM49592
MIR4640	457.4
RFC2	40.5
HSPA6	71.8
PAX8	274.4
GUCA1A	23.7
MIR5193	111
THRA	40.2
PTPN21	21.2
CCL5	29.4
CYP2E1	19.7
EPHB3	11.3
ESRRA	146.7
CYP2A6	74.5
GAS6	374.8
MMP14	202.6
TRADD	69.1
CHURC1-FNTB	4.9
PLD1	37.5
DTX2P1-UPK3BP1-PMS2P11	110.2
BAD	19.4
PRPF8	362.7
CAPNS1	290.4
RPL35	1283.5
MIR6805	2716
EIF4G2	2995.2
EIF3D	211.3
PARK7	1464.6
SRP14	1160.6
GDI2	562.6
GDI2	1000.5
RPL11	3072.1
ARF3	303.5
RPL21P28	1736.6
RPL24	2409.9
HNRNPC	494.1
SEPT2	1662.5
HNRNPA1P10	3152.5
RPS27A	3667.3
LOC100508408	3324.1
FAU	1682.2
TARDBP	515.7
CFL1	1444.7
RPL18	2385.3
EIF3F	688.4
RPS5	1175
RPL27	2899.6
RPL34	3514
NARS	754.6
STARD7	378.9
RPL19	2052.6
SLC25A3	1562.3
SNORD35B	5147
RPL9	3461.6
MIR5047	2334
RPL6	1870
CTDNEP1	88.8
RPL10A	1260.1
CBX3	690.3
RPL17-C18orf32	3255.2
PSMB2	450.7
KHDRBS1	490
ATP6V1G2-DDX39B	670.6
RTCB	267.5
ERH	912.1
GATC	374.1
ABCF1	175.2
DAD1	382.6
YY1	668.5
JTB	873.3
KAT7	157.4
ZNF146	472.2
SART1	61.8
ILF2	407.8
SPAG7	233
ZPR1	98.5
TAF10	188.8
C1D	133.1
NONO	823.1
LOC101929240	312.5
RHOA	1488.2
RNPS1	256.7
RPS24	2519.4
RPL30	3355.1
NPM1	1680.4
HSP90AB1	1366.9
MIR3620	609.5
IK	149
SNX3	406.7
CANX	1647.3
SART3	89.2
CNPPD1	50.1
SMNDC1	216.2
HNRNPM	330.4
HNRNPD	203.1
RPL14	1333
GUK1	67.5
KXD1	131.4
OAZ1	1100.6
ATP6V0B	284.4
KARS	643.6
H3F3AP4	1726.3
RPS6	3261.5
RPS7	1707.5
USP22	370.3
C11orf58	692.4
TCEB2	401.3
COX4I1	656.6
TMED2	1256.1
NBEAL1	3234.7
SNORD18C	1718.2
FNTA	624.4
RPS25	2047.5
RPL37	3869.9
HINT1	644.9
