X	GSM49596
MIR4640	379.7
RFC2	39.6
HSPA6	96.3
PAX8	332.2
GUCA1A	38.4
MIR5193	91.7
THRA	55.5
PTPN21	38.4
CCL5	39.8
CYP2E1	23.2
EPHB3	13.3
ESRRA	113.8
CYP2A6	119.6
GAS6	645.1
MMP14	285.4
TRADD	74.5
CHURC1-FNTB	41
PLD1	52.2
DTX2P1-UPK3BP1-PMS2P11	244.3
BAD	54.4
PRPF8	429.9
CAPNS1	369.4
RPL35	1187.9
MIR6805	3601.1
EIF4G2	3102.1
EIF3D	229.1
PARK7	1254.8
SRP14	764.7
GDI2	335.5
GDI2	676.6
RPL11	2992.5
ARF3	247.4
RPL21P28	2677.6
RPL24	3871.9
HNRNPC	475.7
SEPT2	1781
HNRNPA1P10	3521.8
RPS27A	2597
LOC100508408	4351.3
FAU	1900.4
TARDBP	569.5
CFL1	1607.2
RPL18	2978.3
EIF3F	755.4
RPS5	1536.2
RPL27	4045.8
RPL34	3572.5
NARS	864
STARD7	235.7
RPL19	2394.7
SLC25A3	1252.4
SNORD35B	6627.7
RPL9	4687.5
MIR5047	2045.4
RPL6	3177.9
CTDNEP1	105.4
RPL10A	864.5
CBX3	879.7
RPL17-C18orf32	4483.3
PSMB2	316.8
KHDRBS1	518.4
ATP6V1G2-DDX39B	721.8
RTCB	245.3
ERH	946
GATC	255.4
ABCF1	162.5
DAD1	281.2
YY1	621.3
JTB	550
KAT7	187.3
ZNF146	357.8
SART1	87.6
ILF2	279.5
SPAG7	387.9
ZPR1	86.5
TAF10	237.5
C1D	74.7
NONO	1045.2
LOC101929240	514.4
RHOA	1011.5
RNPS1	256.7
RPS24	4037.4
RPL30	4127.2
NPM1	3080.7
HSP90AB1	2065.9
MIR3620	385.7
IK	189.8
SNX3	424
CANX	1758.1
SART3	126.8
CNPPD1	65.7
SMNDC1	187.1
HNRNPM	331.4
HNRNPD	280.2
RPL14	1138.6
GUK1	58.2
KXD1	120
OAZ1	1063.5
ATP6V0B	208.3
KARS	452.6
H3F3AP4	1828.6
RPS6	4259
RPS7	2299.2
USP22	470.7
C11orf58	793.6
TCEB2	385.1
COX4I1	477.4
TMED2	1455.1
NBEAL1	3758.7
SNORD18C	2669.3
FNTA	738.2
RPS25	2657.6
RPL37	6061.7
HINT1	542.8
EEF2	1621.1
RPS10	3701.6
ATP6V0E1	846.5
HNRNPK	846.6
ANAPC5	448.7
SNORD73A	3761.5
HNRNPU	437.4
HNRNPU	994.9
EIF3A	280.8
EIF3A	58.7
EIF3A	125.4
MIR3652	341.1
MIR3652	2551.2
MSN	866.2
ACTN4	163.8
APP	578
PRKAR1A	1214.9
PRKAR1A	262
PRKAR1A	458.4
DSP	926.4
RAD21	573.5
RAD21	917.3
WDR1	651.1
NCL	925.4
WDR1	296.3
AP2B1	152.1
AP2M1	210.4
CLTC	1534.7
AP2B1	147.2
MLEC	54.3
MLEC	341.4
LASP1	500.8
SF3B2	82.5
TMEM59	886.7
CSRP1	569.7
CALM3	36.7
CALM3	42.1
SNHG4	957.1
CAP1	721.9
SNHG4	587.1
PTGES3	1361.4
WARS	218.6
WARS	272.6
SETSIP	816.2
SETSIP	865.4
NDRG1	1014.6
UBB	4528.6
PFN1	581.6
PTPRF	360.7
PTPRF	661.2
PTPRF	260.1
YWHAZ	893.4
YWHAZ	579.9
YWHAZ	1143.8
YWHAZ	766.1
SOD1	752.8
HDLBP	207.6
MARCKSL1	231.2
GABARAP	431.8
NUCB1	44
EIF3CL	360.9
GLUL	139.3
NUCB1	112.3
LDHA	3964.9
SNORD96A	2866.7
SSR2	653.2
CALM3	605.4
P4HB	1333.8
CALM3	1227.1
P4HB	343.2
SLC25A5	397.7
PHB	114.9
PHB	31.8
S100A11	325.4
CTSA	188.4
TOMM20	1191.2
CD63	970.7
DNAJB1	294.6
SPARC	1139.7
DNAJB1	237.6
UBE2D3	297.4
UBE2D3	384.5
UBE2D3	207.6
XBP1	190.2
SPTBN1	10.4
SPTBN1	269.4
LAPTM4A	1097
RPL32	3714.4
CD81	639.1
UBE2L3	41
PTTG1IP	1161.1
GRN	274
HMGB1	451.5
HMGB1	1327.7
GLO1	361.3
UBE2L3	230.1
UBE2L3	97.5
UBE2L3	54.2
SRSF11	199.8
SRSF11	712.8
SF3B3	108.7
SF3B3	80.2
