X	GSM49586
MIR4640	451.7
RFC2	39.8
HSPA6	52.6
PAX8	192.1
GUCA1A	6.5
MIR5193	141.7
THRA	14.8
PTPN21	16.3
CCL5	45.4
CYP2E1	29.8
EPHB3	36.7
ESRRA	102.4
CYP2A6	62.2
GAS6	754.3
MMP14	211.2
TRADD	84
CHURC1-FNTB	5.4
PLD1	26.6
DTX2P1-UPK3BP1-PMS2P11	186.5
BAD	35.2
PRPF8	241
CAPNS1	352.9
RPL35	1432.6
MIR6805	5206.7
EIF4G2	3184.2
EIF3D	445.7
PARK7	1581.7
SRP14	1267.6
GDI2	121.6
GDI2	1075.8
RPL11	3233.7
ARF3	295.2
RPL21P28	4191.8
RPL24	3905
HNRNPC	486.9
SEPT2	1887.5
HNRNPA1P10	4382.3
RPS27A	5247.4
LOC100508408	4984.5
FAU	2889.9
TARDBP	481.2
CFL1	2271.8
RPL18	3728.7
EIF3F	1466
RPS5	2166.9
RPL27	5685.9
RPL34	5680.9
NARS	684
STARD7	255.3
RPL19	4186
SLC25A3	1302.7
SNORD35B	7804.4
RPL9	4783.5
MIR5047	2579.4
RPL6	3250.1
CTDNEP1	189.6
RPL10A	1303.7
CBX3	871.6
RPL17-C18orf32	4686.8
PSMB2	396.5
KHDRBS1	632.2
ATP6V1G2-DDX39B	844.1
RTCB	275.8
ERH	1180.5
GATC	293.3
ABCF1	187.7
DAD1	406.4
YY1	677.3
JTB	773.3
KAT7	103.1
ZNF146	389.5
SART1	117.4
ILF2	256
SPAG7	190.3
ZPR1	68.8
TAF10	473.4
C1D	127.7
NONO	1058.9
LOC101929240	415.8
RHOA	1180.6
RNPS1	291.2
RPS24	7032.1
RPL30	4961
NPM1	3899.6
HSP90AB1	1387.4
MIR3620	572
IK	143.3
SNX3	531.9
CANX	1419.2
SART3	103.1
CNPPD1	94.5
SMNDC1	214.7
HNRNPM	448.7
HNRNPD	420.1
RPL14	1910.4
GUK1	157.8
KXD1	186
OAZ1	1233.2
ATP6V0B	239
KARS	339.7
H3F3AP4	2526.6
RPS6	3322
RPS7	2607.1
USP22	453.8
C11orf58	648.9
TCEB2	479.9
COX4I1	760.5
TMED2	1316.6
NBEAL1	5416.2
SNORD18C	3817.7
FNTA	1005.2
RPS25	2473.3
RPL37	6806.2
HINT1	629.6
EEF2	1966.1
RPS10	5683.4
ATP6V0E1	465.4
HNRNPK	720.9
ANAPC5	491.7
SNORD73A	3826.3
HNRNPU	243.1
HNRNPU	913.8
EIF3A	465.3
EIF3A	77.7
EIF3A	130.6
MIR3652	77.8
MIR3652	1899.3
MSN	1196.6
ACTN4	116.2
APP	977.3
PRKAR1A	1253.4
PRKAR1A	77.7
PRKAR1A	247.3
DSP	306.5
RAD21	64.3
RAD21	807.6
WDR1	875.9
NCL	873.1
WDR1	258.9
AP2B1	184
AP2M1	321.2
CLTC	1324.1
AP2B1	181.7
MLEC	50
MLEC	272
LASP1	544.5
SF3B2	175.5
TMEM59	883.3
CSRP1	761.1
CALM3	144.3
CALM3	93.6
SNHG4	356.5
CAP1	821.3
SNHG4	656.6
PTGES3	990.2
WARS	56.4
WARS	148.7
SETSIP	599.2
SETSIP	959.7
NDRG1	413.7
UBB	3309.7
PFN1	664.2
PTPRF	165.6
PTPRF	935.3
PTPRF	59.5
YWHAZ	578.4
YWHAZ	869.4
YWHAZ	866.2
YWHAZ	199.8
SOD1	744.2
HDLBP	339.6
MARCKSL1	351.4
GABARAP	589.3
NUCB1	20.6
EIF3CL	444.6
GLUL	107.1
NUCB1	127.5
LDHA	2711.1
SNORD96A	2581.4
SSR2	689.5
CALM3	201.7
P4HB	1026.6
CALM3	1229.2
P4HB	123.1
SLC25A5	590.6
PHB	101.9
PHB	26.2
S100A11	364
CTSA	177.7
TOMM20	967.3
CD63	2022.1
DNAJB1	62.3
SPARC	2812.8
DNAJB1	149
UBE2D3	382.7
UBE2D3	290.3
UBE2D3	144
XBP1	458.9
SPTBN1	6.1
SPTBN1	132.2
LAPTM4A	2305.5
RPL32	5200.7
CD81	926.8
UBE2L3	65.7
PTTG1IP	1516.2
GRN	271.8
HMGB1	271.7
HMGB1	1341
GLO1	602.3
UBE2L3	230.6
UBE2L3	66.9
UBE2L3	88
SRSF11	203.6
SRSF11	754.9
SF3B3	99.6
SF3B3	59.5
MIR3654	2902.1
HSPA9	101.8
HSPA9	402.7
HSPA9	142.9
YWHAQ	903.1
DDX24	281.2
PPP2R1A	81.8
GSN	1336.7
HK1	177.7
KDELR2	642.6
KDELR2	633.4
KDELR2	360.3
NPC2	1186.6
DDX24	8.2
DYNLL1	1320.6
LITAF	349.1
SNORA41	2569.9
LITAF	72.3
PRKCSH	69.6
GOT2	202.3
LOC101929368	961.4
ACADVL	404.6
SKP1	598
MAPRE1	65.2
MAPRE1	549.2
OS9	497
SNORD32A	1538.3
RPL13AP5	5292
RPL7	8116.6
SKP1	2218.8
SKP1	92.9
ACTR1A	79.7
ACTR1A	113.4
CAPRIN1	45.9
CAPRIN1	364.4
SNORA70	52.9
SNORA70	2719.5
PPP1CC	835.4
ACTR2	55.9
ACTR2	441.6
ACTR2	276.7
PTP4A1	79.4
PTP4A1	115.1
PTP4A1	247.5
PTP4A1	148.4
ARF3	169.2
NACA	3512.3
GPX1	654.4
PGK1	109.1
PGK1	1050.9
SUMO3	86.5
SUMO3	521.6
RPS27	6199.2
TPP1	140.7
TPP1	388.5
GNB1	141.2
GNB1	138.1
GNB1	869.9
NUMA1	204.4
FTH1	2610
RAN	316.1
RAN	482.4
HNRNPC	93.7
CAPN1	60
MIR636	230.9
MIR636	1028.6
CALU	38.8
CALU	30.8
CALU	741.8
NFE2L1	221
NFE2L1	556.8
ARL6IP5	201.6
ARL6IP5	1334.2
DPYSL2	1834.2
RPLP1	5089.7
CTNNA1	280.2
CTNNA1	600.7
CTSD	59.1
FAM120A	46.2
MAT2A	661.8
MAT2A	9.9
LAMC1	230.7
LAMC1	1410.5
LOC100506248	1339.8
PTMA	1567.1
FAM120A	688.4
HNRNPK	633.6
BZW1	145.3
BZW1	679.1
SEPT2	226.9
ATF4	1376.1
GNAS	2767.4
RPS15A	5604
ANXA5	836.6
STMN1	89.4
LRP1	13.4
LRP1	259.9
PSMB7	338.2
PEA15	153.9
PEA15	925.7
ECH1	140.8
ODC1	999.3
IQGAP1	1175
XRCC6	882.1
ACO2	131.9
DAZAP2	981.4
SPARCL1	2389.7
MCL1	3.9
MCL1	1680.8
MCL1	402.8
HSPA1B	1053.8
HSPA1L	490.5
ACTB	9950.4
SARS	227.8
TMBIM6	331.9
TMBIM6	796.3
LMAN2	88.1
HSPD1	230.7
HSPD1	1108.4
ZYX	298
RPL12	4917.2
CIRBP	425.4
CIRBP	600.8
CCT7	219.8
PAFAH1B1	54.7
PSME1	290.4
PAFAH1B1	130.8
PAFAH1B1	344.6
RPS10	4477.9
ATP5O	954
RPS15	4541
PSMD8	117.7
LAMP2	434.8
TPI1	709.7
RPL29	2439.7
GSTP1	215.8
HYOU1	227.2
SNRPD2	882
PLOD1	177.9
ZNF207	256.4
ZNF207	457.1
PSMD2	349.3
SCD	72.7
SCD	920
RAP1B	881.1
RPS21	3770.7
MAP4	3.3
MAP4	87.7
BCAP31	221.8
CTSB	477.7
CTSB	1041.3
KARS	978.1
EPRS	5.6
EPRS	32.4
EPRS	210.7
PRDX6	227
PRDX6	528.6
PPP1CA	108.9
SARAF	898.8
AHCYL1	76.8
AHCYL1	182.3
AHCYL1	325.3
IST1	340.5
GNB2	173.5
H2AFZ	536
NCOR1	78.4
NCOR1	74.4
NCOR1	92.2
NCOR1	152.4
SNORD38B	1734.5
FLNA	424.3
CNOT1	295.2
CNOT1	94.2
DHCR24	177.8
RAB11A	438.8
RAB11A	159.4
EIF3F	0.8
PSAP	342.1
RNF114	95.3
RNF114	103.6
SNORA68	2736.7
STRAP	687.4
PSAP	1878.6
S100A10	3140.7
CCT8	784.1
MIR1292	86.8
MIR1292	367.6
PSMB1	373.1
CCT4	531
EPAS1	907.6
EPAS1	15.8
DNAJA1	369.1
DNAJA1	331.9
PSMD4	318.5
UQCRC2	162.3
CKB	52.8
RHOC	177.4
PGAM1	419.1
STAT1	482.8
SNORA21	2975
SSR1	111.5
SSR1	68.4
SSR1	972.5
TRA2B	180.4
TRA2B	1044.1
FKBP4	49.8
FKBP4	110.4
HDGF	269.4
PALLD	826.6
MGEA5	86.3
MGEA5	375.5
M6PR	12.5
M6PR	222.9
SEP15	571.3
AHCY	206.5
HLA-E	475.7
HLA-E	926.7
PALLD	40.1
PALLD	240.3
RPLP2	64.4
SNORA52	4830.2
LOC101927137	365
TACC1	707.9
MIR1248	2797.2
PPM1G	83.7
KTN1	86.3
KTN1	864.8
TAGLN2	377
SRPRA	2
SRPRA	190.5
PHC2	387.2
BTG1	112.6
BTG1	920.5
KDELR1	33.1
LGALS3BP	450.6
SLC3A2	81
COX6A1	741.6
RPS23	6043.8
RAB14	180.3
RAB14	49.1
TMED10	262
VCL	43.5
VCL	883.3
DCTN2	197.3
RPS4X	5941.4
DEK	365.6
CALR	3.9
RPL8	2795.9
RPL5	2227.8
RERE	11.1
RERE	3.4
RERE	203
HSBP1	334.3
HSBP1	311.7
HMGN1	710.2
LOC101927733	1418.1
SEC31A	1127.7
GLUD1	152.8
GLUD1	177.1
MLF2	113.2
SNORD54	3272.8
ARPC1A	244.6
CCND2	5.1
CCND2	6.8
CCND2	280.5
ATP6V0C	78.8
IMMT	346.7
SSRP1	48.7
SSRP1	133
SDCBP	993.7
FUS	318.5
CLTA	521.8
SEPHS2	212
RPL31	157.5
RPL31	8325.6
UBA1	498.6
ABLIM1	1245.2
ALDOA	542.2
PPIB	962.7
PPIB	576.7
SERP1	397.7
SERP1	244.4
SERP1	312.3
TSPAN3	1150.3
TSPAN3	163.7
ACTA2	3133.6
PPT1	604.4
TAX1BP1	239.3
TAX1BP1	331.3
MDH1	500.6
PDHA1	84.8
PDHA1	167.9
GNAS	2707.7
ANXA6	192.7
CD59	381.2
CD59	466.6
CD59	790
SERPING1	556.7
PSME3	73.8
PSME3	26.8
HIF1A	1438.7
TRIM28	219.7
SNX17	29.5
IPO7	276
IPO7	260.9
IPO7	292.6
IPO7	207
ACTR3	486.5
RBM14-RBM4	129.4
CKAP4	113.4
CKAP4	629.1
AARS	366.5
TMEM189-UBE2V1	94.6
TMEM189-UBE2V1	259.5
TMEM189-UBE2V1	232.9
SSR4	1107
CD9	1968.4
PRDX2	66.5
HADHB	631.2
TXNIP	35.1
TXNIP	365.5
TXNIP	1309.8
RPN1	454.6
ANXA1	1800.9
PAICS	197.1
PAICS	54.6
JUP	62
EIF1AX	136.1
EIF1AX	60.4
EIF1AX	143.6
EIF1AX	124.1
YWHAH	336
DSTN	479.5
DSTN	1567.7
TAF7	383.8
EIF5B	458.8
EIF5B	96.6
EIF5B	77.6
EIF5B	141.2
CD99	263.9
CD99	1702
LDHB	724.9
HNRNPH1	1734.4
BLCAP	269.4
RPLP0	4744.3
ADD3	809.1
HADH	133.4
HADH	137.8
PFKP	165.2
ANP32A	137.3
RAD23A	56.9
GNAI2	54.1
DUSP1	3489.5
TGM2	253.3
ANP32A	4.3
DUSP1	2.4
WTH3DI	2
RAD23A	288
WTH3DI	530
WTH3DI	3.1
RPS18	5288.4
PLD3	10.6
ANP32A	199.7
PSMF1	108.7
PSMF1	185.8
HNRNPA0	738.4
HNRNPA0	92.7
GOLGB1	189.9
GOLGB1	298.2
MYL9	308.5
CTTN	534.5
STOM	258
STOM	710.9
STOM	1.6
RCN1	640.9
LOC100996696	304.6
GTF2IP4	325.8
CYC1	61.7
PSMC2	55.4
PSMC2	542
MMP2	794.5
SF3B1	70.1
SF3B1	1261.8
SMARCC1	63.7
SMARCC1	25.9
SMARCC1	477.8
SMARCC1	92.9
SNU13	96.5
SNU13	432.7
TM9SF2	536
SYNGR2	134
PIP4K2B	145.9
PIP4K2B	24.5
SLC4A5	48.8
BCLAF1	17
BCLAF1	635
SON	6.9
SON	533.3
PXN	136.7
KPNA2	486.8
ATP6V1B2	116.8
TUBA1B	3526.4
CBX3	170.1
RBBP7	418.9
SDHA	270.8
RPS29	6389.5
DAP	102.2
ARF4	304.4
ARF4	1438.6
COPB2	445.9
USP9X	134.5
USP9X	180.9
BCLAF1	11.6
PFKL	65.7
NBPF20	1308.3
NBPF25P	285.4
LGALS1	2763.1
GPX4	376.6
THBS1	1.8
THBS1	197.9
THBS1	262.9
THBS1	1309.9
CSE1L	170.6
CSE1L	373.9
TUFM	175.8
PSMA7	294.8
POLD2	59.5
CPE	192
CPE	302.3
PGD	75.3
COX8A	358
PGRMC1	51.2
PGRMC1	652.4
EIF5A	92.5
EIF5A	11.2
ITGB5	239.1
ITGB5	467.1
MGAT1	112.5
ACLY	75.4
ACLY	489.5
SRSF7	344.5
CDH1	3.7
CDH1	139.8
RPL36A-HNRNPH2	274.7
PJA2	123.4
COX7C	1510.5
ECHS1	286.4
PLP2	272.9
HLA-DPB1	754.6
SSB	78.8
SSB	308
RAB5C	48.2
GPNMB	666.9
EIF2S1	214.9
EIF2S1	66.3
EIF2S1	280.3
HAX1	174.9
NFE2L2	497.6
TIMP3	312.5
TIMP3	274.8
TIMP3	91.2
TIMP3	1425.5
MBNL1	34
MBNL1	341.9
MBNL1	826.7
SNORD18C	5342
MFN2	110.8
RAB5C	41.4
NMT1	111.7
NMT1	43.4
NMT1	9.9
YBX3	1510.1
YBX3	451.3
IGFBP7	3028.2
IGFBP7	3584.7
PUM1	84.3
PUM1	323.4
PUM1	539.3
ARHGDIA	5.2
ARHGDIA	136.2
BHLHE40	23.5
BHLHE40	706.2
ATP6V0E1	60.4
ATP6V0E1	843.6
NUDC	235.7
TERF2IP	302.2
TMX2	165.8
ARCN1	173
UBA2	551.5
FBXO7	249.6
GNAI3	75.7
GNAI3	336
GNAI3	80.1
CHD4	49.1
CHD4	147.5
CHD4	312.4
HTRA1	646.8
LRPAP1	95.8
ITPR3	30.1
ITPR3	118.3
ITPR3	243.1
PITPNA	133.8
PITPNA	32
PITPNA	64.6
IDH1	232.9
SEPW1	200
SLC7A5	65.8
AMD1	43.7
AMD1	105.5
PSMD1	113.2
PSMD1	241.7
CREG1	469.7
CSTB	306.6
PCNA	215.1
RRBP1	8.1
RRBP1	456
RRBP1	55.6
RRBP1	67.1
TNFAIP1	174
TNFAIP1	9.8
HDAC1	175.2
DDX3X	917.3
DDX3X	7.1
LGMN	359
PPP1R7	12.4
PPP1R7	100.9
PLS3	1832.4
ERP29	303.6
SNORD83B	8079.6
CTBP2	190.7
CTBP2	73.4
CTBP2	218.7
SNRNP70	286.3
RAD23B	767
RAD23B	257.7
SRRM1	9.6
SRRM1	467.9
NDUFB8	159.1
NDUFB8	379.3
ARIH2	17.6
ARIH2	1.6
ARIH2	135
ENO1	1344.5
PSMD13	158.3
PSMD13	67.4
ILK	252.4
BTG2	61.8
BTG2	296.2
CAPZA2	264.6
CAPZA2	336.9
SPCS2	199.9
SPCS2	956.8
DDX1	389.5
ATP1B1	112.5
ATP1B1	606.7
RAF1	204
LOC101927673	84.9
LOC101927673	3.6
SREBF2	139.9
SREBF2	30.5
SLC2A1	26.3
SLC2A1	129.2
PKM	393.9
PSMC4	61.6
CDIPT	305.3
RPS6	5421.5
BAG6	316.3
COX7A2L	447.1
SNORD73A	8338.5
RPS16	2378.8
SYPL1	123.7
SYPL1	374.2
BGN	1252.9
BGN	35.4
TARS	278.1
COPE	47.8
AF119897	42.7
TXNRD1	541.4
PSMC3	69.1
NME1-NME2	948.4
NUDCD3	27.4
NUDCD3	218.3
RALY	106.2
AKR1B1	328.5
SRP9	750.9
PSMA5	170.7
FDPS	250.6
RAB5B	210.6
HNRNPAB	454.4
LOC101926921	491.3
LOC101926921	185.3
LOC101926921	68.6
ADRM1	171.5
OGDH	42.8
TRAK1	5.2
APEH	97.3
