X	GSM49587
MIR4640	750.3
RFC2	56.5
HSPA6	84.7
PAX8	345.3
GUCA1A	28.2
MIR5193	95.6
THRA	44.7
PTPN21	50.5
CCL5	25.5
CYP2E1	3.8
EPHB3	22.3
ESRRA	144.3
CYP2A6	119.2
GAS6	732.3
MMP14	171.5
TRADD	103.8
CHURC1-FNTB	8.4
PLD1	72.4
DTX2P1-UPK3BP1-PMS2P11	259.5
BAD	40.5
PRPF8	306.1
CAPNS1	278.9
RPL35	1134.4
MIR6805	6811.2
EIF4G2	2669.1
EIF3D	226.2
PARK7	809.4
SRP14	1099.1
GDI2	749.8
GDI2	1286.9
RPL11	3848.5
ARF3	311.3
RPL21P28	5174
RPL24	7900.2
HNRNPC	389.5
SEPT2	1408.1
HNRNPA1P10	3626.1
RPS27A	8534.5
LOC100508408	5934.6
FAU	3099
TARDBP	352.2
CFL1	1119.2
RPL18	4757
EIF3F	1480.6
RPS5	2252.1
RPL27	5857.5
RPL34	6550.7
NARS	873
STARD7	231.3
RPL19	3654.3
SLC25A3	2155.9
SNORD35B	9675.5
RPL9	5075.8
MIR5047	2021.5
RPL6	4561.7
CTDNEP1	123.8
RPL10A	2716.4
CBX3	906.1
RPL17-C18orf32	8804.7
PSMB2	312.4
KHDRBS1	403
ATP6V1G2-DDX39B	536.6
RTCB	373.4
ERH	532
GATC	285.4
ABCF1	151
DAD1	191.3
YY1	669.8
JTB	1204.9
KAT7	127.6
ZNF146	398.6
SART1	99.4
ILF2	460.3
SPAG7	258.4
ZPR1	60.7
TAF10	325.1
C1D	77.9
NONO	787
LOC101929240	237
RHOA	936.9
RNPS1	169.7
RPS24	7683.8
RPL30	7047.8
NPM1	3496
HSP90AB1	2178.6
MIR3620	956.9
IK	175.4
SNX3	498.8
CANX	2700
SART3	76.5
CNPPD1	66.4
SMNDC1	164.9
HNRNPM	391.9
HNRNPD	221.9
RPL14	3044.4
GUK1	119.8
KXD1	131.7
OAZ1	2056.7
ATP6V0B	248.3
KARS	368.4
H3F3AP4	2725.5
RPS6	10620.2
RPS7	3864.9
USP22	421.9
C11orf58	703.4
TCEB2	619.4
COX4I1	912.8
TMED2	1867.6
NBEAL1	4828.1
SNORD18C	4217
FNTA	715.2
RPS25	4486.5
RPL37	9984.2
HINT1	717.3
EEF2	3083.8
RPS10	5942.8
ATP6V0E1	692.8
HNRNPK	632.7
ANAPC5	448.7
SNORD73A	6174.6
HNRNPU	423.3
HNRNPU	529.4
EIF3A	480.1
EIF3A	173.5
EIF3A	175.7
MIR3652	680.4
MIR3652	3439.4
MSN	766.4
ACTN4	82.5
APP	299
PRKAR1A	946.2
PRKAR1A	199.7
PRKAR1A	393.9
DSP	1068.8
RAD21	282.8
RAD21	599.8
WDR1	435.7
NCL	911.1
WDR1	252.6
AP2B1	212
AP2M1	414.4
CLTC	2003.3
AP2B1	110.6
MLEC	82.5
MLEC	385.2
LASP1	526.2
SF3B2	121.9
TMEM59	528.9
CSRP1	633
CALM3	93.5
CALM3	32.4
SNHG4	966.6
CAP1	531.6
SNHG4	591.7
PTGES3	1595.5
WARS	368.9
WARS	478.3
SETSIP	580.1
SETSIP	865.4
NDRG1	254.8
UBB	4304.3
PFN1	676.6
PTPRF	98.7
PTPRF	380.6
PTPRF	99.7
YWHAZ	1488.9
YWHAZ	570.2
YWHAZ	1048.5
YWHAZ	1201.6
SOD1	747.1
HDLBP	270.2
MARCKSL1	98
GABARAP	856.5
NUCB1	68.7
EIF3CL	572.4
GLUL	201.1
NUCB1	64.9
LDHA	2689.8
SNORD96A	4791.4
SSR2	1833.3
CALM3	369.7
P4HB	2402.5
CALM3	1023
P4HB	538.1
SLC25A5	584.5
PHB	174.8
PHB	11
S100A11	407.3
CTSA	115.9
TOMM20	2373.1
CD63	1883.7
DNAJB1	59.5
SPARC	862.6
DNAJB1	80.8
UBE2D3	315.2
UBE2D3	553.5
UBE2D3	318.6
XBP1	321.5
SPTBN1	63.1
SPTBN1	449.9
LAPTM4A	1627.2
RPL32	7519.2
CD81	550.8
UBE2L3	28.9
PTTG1IP	1789.1
GRN	337.4
HMGB1	514.8
HMGB1	1545.9
GLO1	603.9
UBE2L3	307.2
UBE2L3	92
UBE2L3	71
SRSF11	76.1
SRSF11	380
SF3B3	74.4
SF3B3	78.6
MIR3654	3123.9
HSPA9	107.9
HSPA9	628.3
HSPA9	413.1
YWHAQ	989.3
DDX24	216.9
PPP2R1A	166.2
GSN	588.7
HK1	69.8
KDELR2	752.5
KDELR2	435.4
KDELR2	794.5
NPC2	981.6
DDX24	2.8
DYNLL1	1037.8
LITAF	476.2
SNORA41	4030.3
LITAF	232.8
PRKCSH	59.4
GOT2	178.7
LOC101929368	988.4
ACADVL	244.7
SKP1	555.6
MAPRE1	199.2
MAPRE1	801.6
OS9	509.3
SNORD32A	2193
RPL13AP5	7287.9
RPL7	12498.4
SKP1	2164.6
SKP1	124.7
ACTR1A	90.6
ACTR1A	52.1
CAPRIN1	289.5
CAPRIN1	754.2
SNORA70	67.5
SNORA70	5038.5
PPP1CC	1214.6
ACTR2	261.2
ACTR2	730.2
ACTR2	752.7
PTP4A1	162
PTP4A1	139.8
PTP4A1	305.3
PTP4A1	147.7
ARF3	144.6
NACA	5981.5
GPX1	682.1
PGK1	162.1
PGK1	963.4
SUMO3	126
SUMO3	393.2
RPS27	8975.3
TPP1	219.3
TPP1	348.6
GNB1	172
GNB1	235.3
GNB1	293.2
NUMA1	106.5
FTH1	3962.3
RAN	342.1
RAN	922.4
HNRNPC	211
CAPN1	106.8
MIR636	215.1
MIR636	1042.2
CALU	83.8
CALU	151.6
CALU	578.7
NFE2L1	317.5
NFE2L1	544.2
ARL6IP5	590.6
ARL6IP5	984.8
DPYSL2	1010.4
RPLP1	6262.1
CTNNA1	334.9
CTNNA1	416.6
CTSD	60.7
FAM120A	108.3
MAT2A	553.9
MAT2A	111.9
LAMC1	209.4
LAMC1	386.2
LOC100506248	3704
PTMA	1845.5
FAM120A	985.4
HNRNPK	611.1
BZW1	334.3
BZW1	731.6
SEPT2	571.3
ATF4	1644.3
GNAS	2245
RPS15A	5216
ANXA5	642.3
STMN1	89.7
LRP1	17.8
LRP1	177.6
PSMB7	191.7
PEA15	376.6
PEA15	986.2
ECH1	145.8
ODC1	499.5
IQGAP1	453.2
XRCC6	439
ACO2	103.7
DAZAP2	1214.3
SPARCL1	1102.6
MCL1	51.1
MCL1	1065.6
MCL1	885.6
HSPA1B	303.8
HSPA1L	136.5
ACTB	7939
SARS	651
TMBIM6	683.8
TMBIM6	1091
