X	GSM49566
MIR4640	282.8
RFC2	50.1
HSPA6	96.9
PAX8	328.9
GUCA1A	26.2
MIR5193	128.8
THRA	75.3
PTPN21	42.5
CCL5	50.6
CYP2E1	34.3
EPHB3	12.2
ESRRA	114.7
CYP2A6	99.9
GAS6	485.6
MMP14	412.2
TRADD	20.7
CHURC1-FNTB	31.7
PLD1	42.9
DTX2P1-UPK3BP1-PMS2P11	248.9
BAD	52
PRPF8	361.9
CAPNS1	216.4
RPL35	1339.1
MIR6805	3963.4
EIF4G2	3842.9
EIF3D	307
PARK7	755.9
SRP14	1184.5
GDI2	401.7
GDI2	942.7
RPL11	3392.2
ARF3	179.2
RPL21P28	2005.5
RPL24	3913.4
HNRNPC	495.1
SEPT2	1643
HNRNPA1P10	3061.9
RPS27A	5097.4
LOC100508408	3274.8
FAU	1708
TARDBP	497.3
CFL1	1553.4
RPL18	2949.2
EIF3F	798
RPS5	1195.4
RPL27	4599.6
RPL34	5247
NARS	598.4
STARD7	178.3
RPL19	2039.2
SLC25A3	1269.3
SNORD35B	6658.7
RPL9	3785.3
MIR5047	1835.1
RPL6	2810.5
CTDNEP1	144.3
RPL10A	960.8
CBX3	751.6
RPL17-C18orf32	5155
PSMB2	437.8
KHDRBS1	421.7
ATP6V1G2-DDX39B	386.8
RTCB	184.9
ERH	787
GATC	303.3
ABCF1	167.6
DAD1	298.4
YY1	658.6
JTB	682.9
KAT7	131.5
ZNF146	344.3
SART1	39
ILF2	277.9
SPAG7	321.1
ZPR1	99.5
TAF10	309.7
C1D	67.3
NONO	921.6
LOC101929240	324.8
RHOA	1547.2
RNPS1	285.6
RPS24	5461.6
RPL30	3659.8
NPM1	2180
HSP90AB1	1773.9
MIR3620	436.9
IK	187.8
SNX3	490.3
CANX	780.5
SART3	78.3
CNPPD1	73.8
SMNDC1	185.3
HNRNPM	553.2
HNRNPD	294
RPL14	1744.3
GUK1	114.3
KXD1	168.9
OAZ1	1545.3
ATP6V0B	317.1
KARS	268.6
H3F3AP4	1786.1
RPS6	3633.6
RPS7	2096.2
USP22	368.8
C11orf58	580.5
TCEB2	461
COX4I1	258.6
TMED2	1534.5
NBEAL1	4234.2
SNORD18C	2415.9
FNTA	546.5
RPS25	1967.1
RPL37	6279.8
HINT1	801.7
EEF2	1558.2
RPS10	4130
ATP6V0E1	761.9
HNRNPK	555.8
ANAPC5	389.1
SNORD73A	5687.6
HNRNPU	469.4
HNRNPU	841.2
EIF3A	279.1
EIF3A	106.9
EIF3A	69.1
MIR3652	433.5
MIR3652	2162.6
MSN	656
ACTN4	112.6
APP	428.8
PRKAR1A	1108.1
PRKAR1A	256.4
PRKAR1A	497.4
DSP	295
RAD21	329.2
RAD21	304.6
WDR1	472.7
NCL	672.5
WDR1	247.1
AP2B1	122
AP2M1	621.4
CLTC	2130.2
AP2B1	155.3
MLEC	101.1
MLEC	292.2
LASP1	465
SF3B2	93.2
TMEM59	819.5
CSRP1	695.4
CALM3	110.9
CALM3	76.2
SNHG4	641.8
CAP1	1111.3
SNHG4	565.2
PTGES3	1439.9
WARS	504.1
WARS	760.5
SETSIP	883.6
SETSIP	587.1
NDRG1	731.7
UBB	3985.1
PFN1	867.2
PTPRF	175.7
PTPRF	461.1
PTPRF	147.9
YWHAZ	1491.8
YWHAZ	607.6
YWHAZ	1158.5
YWHAZ	1311.6
SOD1	729.9
HDLBP	252.1
MARCKSL1	194.3
GABARAP	662.3
NUCB1	37.3
EIF3CL	266.9
GLUL	546.5
NUCB1	125
LDHA	4155.9
SNORD96A	2478.9
SSR2	734.6
CALM3	422.9
P4HB	1631.6
CALM3	1171.4
P4HB	415.7
SLC25A5	492.1
PHB	158.6
PHB	55.2
S100A11	447.2
CTSA	161.6
TOMM20	759.2
CD63	1935.8
DNAJB1	133.9
SPARC	2241.9
DNAJB1	151.2
UBE2D3	338.1
UBE2D3	500.5
UBE2D3	368.2
XBP1	262.2
SPTBN1	156.2
SPTBN1	425.9
LAPTM4A	1752.4
RPL32	4420.4
CD81	609.7
UBE2L3	53.2
PTTG1IP	1612.5
GRN	301.4
HMGB1	294.6
HMGB1	1032.9
GLO1	493.5
UBE2L3	350.3
UBE2L3	129.1
UBE2L3	54.1
SRSF11	69
SRSF11	497
SF3B3	76.5
SF3B3	66.5
MIR3654	2482.9
HSPA9	54.4
HSPA9	393.8
HSPA9	288.9
YWHAQ	1607.5
DDX24	287.7
PPP2R1A	148
GSN	849.6
HK1	201.7
KDELR2	669.1
KDELR2	269.6
KDELR2	923.3
NPC2	1473.3
DDX24	10.4
DYNLL1	1434
LITAF	408.2
SNORA41	1535.5
LITAF	290.7
PRKCSH	77.2
GOT2	68.4
LOC101929368	395.8
