X	GSM49564
MIR4640	326.6
RFC2	103.2
HSPA6	39
PAX8	240.6
GUCA1A	17.5
MIR5193	96.1
THRA	34
PTPN21	21.5
CCL5	53.1
CYP2E1	21.7
EPHB3	13.8
ESRRA	100.7
CYP2A6	91.2
GAS6	1062.4
MMP14	174.5
TRADD	80.7
CHURC1-FNTB	9.8
PLD1	41.3
DTX2P1-UPK3BP1-PMS2P11	261.7
BAD	33.7
PRPF8	490
CAPNS1	308.2
RPL35	3600.4
MIR6805	5759.2
EIF4G2	3700.4
EIF3D	454.1
PARK7	2004.2
SRP14	1326.7
GDI2	259.2
GDI2	670
RPL11	4142.6
ARF3	216.4
RPL21P28	3740.5
RPL24	6566
HNRNPC	687.9
SEPT2	1593.9
HNRNPA1P10	4273.1
RPS27A	5561.4
LOC100508408	4617.9
FAU	1999.8
TARDBP	504.3
CFL1	1155.3
RPL18	4980.1
EIF3F	1258.4
RPS5	2330
RPL27	5872.4
RPL34	4504.3
NARS	599.6
STARD7	222.2
RPL19	3706.3
SLC25A3	1497.8
SNORD35B	8517.8
RPL9	5818.8
MIR5047	1886.3
RPL6	3998.7
CTDNEP1	178.1
RPL10A	1300.4
CBX3	1090.7
RPL17-C18orf32	5949.5
PSMB2	554.8
KHDRBS1	618.4
ATP6V1G2-DDX39B	471.3
RTCB	383.9
ERH	1023.2
GATC	410.1
ABCF1	142.1
DAD1	332.7
YY1	783.3
JTB	709.7
KAT7	100.8
ZNF146	462.7
SART1	80.3
ILF2	351
SPAG7	342.7
ZPR1	71.9
TAF10	193.2
C1D	105.9
NONO	1168.9
LOC101929240	459
RHOA	906.5
RNPS1	244.8
RPS24	5459.3
RPL30	5757.1
NPM1	3603
HSP90AB1	2123.4
MIR3620	467.6
IK	231.8
SNX3	568.9
CANX	1702
SART3	75.3
CNPPD1	62.8
SMNDC1	173.3
HNRNPM	400.3
HNRNPD	242.5
RPL14	1602.7
GUK1	275.2
KXD1	233.8
OAZ1	1166.5
ATP6V0B	415.9
KARS	475.7
H3F3AP4	1782.8
RPS6	3721.5
RPS7	3578.2
USP22	533.4
C11orf58	781.3
TCEB2	1220.4
COX4I1	789.4
TMED2	1539
NBEAL1	6420
SNORD18C	3944.3
FNTA	541
RPS25	1985.3
RPL37	7759
HINT1	907.6
EEF2	838.4
RPS10	4908.3
ATP6V0E1	664.9
HNRNPK	507.6
ANAPC5	422.5
SNORD73A	6048.5
HNRNPU	560.7
HNRNPU	935.5
EIF3A	355.1
EIF3A	109.6
EIF3A	116
MIR3652	225.5
MIR3652	1707.7
MSN	689.8
ACTN4	143.5
APP	261.3
PRKAR1A	1126.6
PRKAR1A	270.3
PRKAR1A	465.3
DSP	275.4
RAD21	360.5
RAD21	758.3
WDR1	884.2
NCL	792.7
WDR1	449.9
AP2B1	102.8
AP2M1	543.4
CLTC	1728.8
AP2B1	100.2
MLEC	62.8
MLEC	343.2
LASP1	816.4
SF3B2	86.4
TMEM59	732.5
CSRP1	443.9
CALM3	94.6
CALM3	66
SNHG4	683.3
CAP1	658.7
SNHG4	533.3
PTGES3	1703.7
WARS	151.3
WARS	308.2
SETSIP	883.3
SETSIP	1131.5
NDRG1	1326.6
UBB	5498.1
PFN1	601.3
PTPRF	243.2
PTPRF	440.6
PTPRF	122
YWHAZ	1360.7
YWHAZ	506.7
YWHAZ	1161.8
YWHAZ	895.3
