X	GSM49568
MIR4640	433.9
RFC2	80.5
HSPA6	128.4
PAX8	417
GUCA1A	9.2
MIR5193	164.8
THRA	65
PTPN21	28.8
CCL5	23.1
CYP2E1	9.9
EPHB3	44.2
ESRRA	57.9
CYP2A6	103.7
GAS6	568.2
MMP14	189.4
TRADD	139.1
CHURC1-FNTB	10.1
PLD1	39.1
DTX2P1-UPK3BP1-PMS2P11	162.9
BAD	42.2
PRPF8	204.9
CAPNS1	130.6
RPL35	890.7
MIR6805	2317.2
EIF4G2	3597.2
EIF3D	237.5
PARK7	1534.7
SRP14	1263.9
GDI2	355.6
GDI2	906.8
RPL11	2562.8
ARF3	284.7
RPL21P28	1425.6
RPL24	3771.2
HNRNPC	571.4
SEPT2	1518
HNRNPA1P10	2502
RPS27A	3388
LOC100508408	3013.5
FAU	2183.1
TARDBP	470.7
CFL1	1916.4
RPL18	1600.2
EIF3F	488.2
RPS5	980.5
RPL27	3829.8
RPL34	3062.5
NARS	883.2
STARD7	256.1
RPL19	3167.8
SLC25A3	1042.2
SNORD35B	3942.7
RPL9	2592.9
MIR5047	1850.8
RPL6	2617.9
CTDNEP1	150.1
RPL10A	733.1
CBX3	1023.6
RPL17-C18orf32	3206.1
PSMB2	613.2
KHDRBS1	530.2
ATP6V1G2-DDX39B	485.1
RTCB	270.1
ERH	963.2
GATC	358.5
ABCF1	139.8
DAD1	243.8
YY1	573.1
JTB	830.3
KAT7	155.1
ZNF146	202.3
SART1	92.8
ILF2	245.9
SPAG7	238.6
ZPR1	98.7
TAF10	265.3
C1D	124.9
NONO	900.3
LOC101929240	315.3
RHOA	928.2
RNPS1	248.4
RPS24	6102.8
RPL30	4909.8
NPM1	2330.1
HSP90AB1	1979.3
MIR3620	549.5
IK	209
SNX3	473.6
CANX	2309.6
SART3	67
CNPPD1	62.1
SMNDC1	247
HNRNPM	334.3
HNRNPD	265.5
RPL14	1198.3
GUK1	84.7
KXD1	148.3
OAZ1	1453.8
ATP6V0B	387.9
KARS	509.3
H3F3AP4	2283.5
RPS6	2226
RPS7	2363.2
USP22	160.6
C11orf58	461.4
TCEB2	423.3
COX4I1	568.8
TMED2	1512.1
NBEAL1	3449.8
SNORD18C	2688.3
FNTA	791.5
RPS25	2336.4
RPL37	6469
HINT1	622.8
EEF2	696
RPS10	2991.1
ATP6V0E1	628.2
HNRNPK	477.3
ANAPC5	402.3
SNORD73A	2377.1
HNRNPU	493.4
HNRNPU	896.5
EIF3A	569.6
EIF3A	154.1
EIF3A	133.8
MIR3652	307
MIR3652	3389.3
MSN	1213.3
ACTN4	133.5
APP	757
PRKAR1A	1122.8
PRKAR1A	168.3
PRKAR1A	333.1
DSP	1120.8
RAD21	289.2
RAD21	860.3
WDR1	397.7
NCL	867.4
WDR1	225.8
AP2B1	213.1
AP2M1	359.7
CLTC	1998.9
AP2B1	202.8
MLEC	133.5
MLEC	255
LASP1	433.3
SF3B2	119.4
TMEM59	1070.5
CSRP1	444.7
CALM3	115.7
CALM3	51.4
SNHG4	594
CAP1	757.3
SNHG4	440.4
PTGES3	1296.8
WARS	27.9
WARS	227.8
SETSIP	629.3
SETSIP	470.3
NDRG1	368.5
UBB	3500
PFN1	528
PTPRF	326.3
PTPRF	659.5
PTPRF	185.6
YWHAZ	1142.2
YWHAZ	613.3
YWHAZ	1165.6
YWHAZ	761.3
SOD1	1540.6
HDLBP	326.5
MARCKSL1	114.7
GABARAP	437.8
NUCB1	45.3
EIF3CL	497.3
GLUL	155.6
NUCB1	105.1
LDHA	3113.3
SNORD96A	1832
SSR2	648.9
CALM3	384.6
P4HB	2159.7
CALM3	796.3
P4HB	458.5
SLC25A5	595.9
PHB	158.1
PHB	78.5
S100A11	481.6
CTSA	250.4
TOMM20	798.1
CD63	1736
DNAJB1	45.8
SPARC	1856.7
DNAJB1	126.8
UBE2D3	334.4
UBE2D3	310.1
UBE2D3	219.2
XBP1	401
SPTBN1	18.5
SPTBN1	279.1
LAPTM4A	1110.9
RPL32	2898.4
CD81	548.8
UBE2L3	48.5
PTTG1IP	1245.5
GRN	607.5
HMGB1	421.4
HMGB1	1116.9
GLO1	502.8
UBE2L3	357.7
UBE2L3	89.9
UBE2L3	86.2
SRSF11	62.2
SRSF11	536.6
SF3B3	96.4
SF3B3	77.2
MIR3654	1728.2
HSPA9	70.5
HSPA9	653.6
HSPA9	335.7
YWHAQ	1363.5
DDX24	245.7
PPP2R1A	156.2
GSN	411.4
HK1	159.1
KDELR2	351.4
KDELR2	238.5
KDELR2	474.9
NPC2	1147
DDX24	14.4
DYNLL1	1329.4
LITAF	266.1
SNORA41	1760.3
LITAF	205.3
PRKCSH	64.2
GOT2	133.9
LOC101929368	893
ACADVL	225.6
SKP1	408.2
MAPRE1	122.1
MAPRE1	677.9
OS9	500.6
SNORD32A	507.3
RPL13AP5	2036.6
RPL7	4238.4
SKP1	1979.2
SKP1	95.6
ACTR1A	107.5
ACTR1A	105.1
CAPRIN1	75.6
CAPRIN1	299.1
SNORA70	63.4
SNORA70	2445.3
PPP1CC	1093.6
ACTR2	217.8
ACTR2	592.7
ACTR2	663.6
PTP4A1	271.7
PTP4A1	142.4
PTP4A1	228
PTP4A1	256.9
ARF3	168.8
NACA	2955.6
GPX1	727.5
PGK1	225.8
PGK1	1185.5
SUMO3	83.3
SUMO3	602.2
RPS27	4300.5
TPP1	228
TPP1	332.5
GNB1	309.9
GNB1	276
GNB1	684.8
NUMA1	149.7
FTH1	4194.9
RAN	246
RAN	1021.8
HNRNPC	262.6
CAPN1	105.5
MIR636	239.7
MIR636	1079.2
CALU	151
CALU	109.8
CALU	733.8
NFE2L1	383.7
NFE2L1	722.4
ARL6IP5	242.5
ARL6IP5	583
DPYSL2	631.8
RPLP1	4409.1
CTNNA1	363.4
CTNNA1	575.6
CTSD	82.8
FAM120A	101.9
MAT2A	633.4
MAT2A	103.1
LAMC1	215.7
LAMC1	494.2
LOC100506248	2849.8
PTMA	1185.1
FAM120A	944.8
HNRNPK	575.6
BZW1	224.7
BZW1	453.6
SEPT2	428.7
ATF4	918.1
GNAS	2320.6
RPS15A	3314.7
ANXA5	813.1
STMN1	95.4
LRP1	14.3
LRP1	76.3
PSMB7	314
PEA15	180.5
PEA15	779.1
ECH1	152.6
ODC1	602.6
IQGAP1	983.7
XRCC6	626.9
ACO2	142.5
DAZAP2	1027.3
SPARCL1	393.4
MCL1	8.8
MCL1	695.4
MCL1	397.1
HSPA1B	1190.1
HSPA1L	497.6
ACTB	8714.7
SARS	229.1
TMBIM6	658.4
TMBIM6	1080.5
LMAN2	113.4
HSPD1	1008.4
HSPD1	2092.4
ZYX	140.4
RPL12	3376.9
CIRBP	127
CIRBP	143.2
CCT7	320.9
PAFAH1B1	69.3
PSME1	758.4
PAFAH1B1	158.3
PAFAH1B1	113.6
RPS10	1761.9
ATP5O	823.5
RPS15	1989.8
PSMD8	161.6
LAMP2	303.5
TPI1	694.7
RPL29	1191.9
GSTP1	455.3
HYOU1	347.8
SNRPD2	614.7
PLOD1	172.6
ZNF207	514.5
ZNF207	498.5
PSMD2	443.2
SCD	89.6
SCD	256.9
RAP1B	915.6
RPS21	3595
MAP4	53.6
MAP4	67.4
BCAP31	252.8
CTSB	878.2
CTSB	1309.7
KARS	1391.1
EPRS	19.4
EPRS	323.8
EPRS	305.2
PRDX6	550.5
PRDX6	899.1
PPP1CA	150.1
SARAF	646.2
AHCYL1	218.3
AHCYL1	412.9
AHCYL1	860.1
IST1	405.8
GNB2	236.6
H2AFZ	468.8
NCOR1	102.3
NCOR1	50.2
NCOR1	88.5
NCOR1	157.3
SNORD38B	1483.3
FLNA	212
CNOT1	328.2
CNOT1	130.7
DHCR24	410.3
RAB11A	697.4
RAB11A	139.4
EIF3F	1.9
PSAP	1032.1
RNF114	197.2
RNF114	148
SNORA68	2541.2
STRAP	644.9
PSAP	2524.6
S100A10	4089.7
CCT8	822
MIR1292	130
MIR1292	305.5
PSMB1	438.3
CCT4	491.6
EPAS1	305.4
EPAS1	22.3
DNAJA1	300.1
DNAJA1	544.5
PSMD4	333.6
UQCRC2	165
CKB	39.3
RHOC	199.1
PGAM1	409
STAT1	1326.9
SNORA21	2595.3
SSR1	210.4
SSR1	105.8
SSR1	808.2
TRA2B	201.6
TRA2B	881.1
FKBP4	60
FKBP4	162.6
HDGF	451.3
PALLD	127.9
MGEA5	134.9
MGEA5	222
M6PR	84.4
M6PR	299.1
SEP15	747.2
AHCY	234.7
HLA-E	770.8
HLA-E	1853.9
PALLD	41.4
PALLD	89.5
RPLP2	61.9
SNORA52	3241.1
LOC101927137	423.2
TACC1	338.1
MIR1248	2611.8
PPM1G	60.6
KTN1	118.9
KTN1	656.7
TAGLN2	292.5
SRPRA	14.9
SRPRA	229
PHC2	419.9
BTG1	127
BTG1	482.6
KDELR1	90.2
LGALS3BP	1529.3
SLC3A2	123.7
COX6A1	1074
RPS23	4482.4
RAB14	132.1
RAB14	32.5
TMED10	379.2
VCL	16.7
VCL	494.8
DCTN2	162.4
RPS4X	4287.9
DEK	583.2
