X	GSM49589
MIR4640	207.5
RFC2	77
HSPA6	79.7
PAX8	298.5
GUCA1A	17.5
MIR5193	103.2
THRA	41.3
PTPN21	7.1
CCL5	415.7
CYP2E1	18.2
EPHB3	37
ESRRA	124.7
CYP2A6	78.5
GAS6	507.8
MMP14	278
TRADD	78.9
CHURC1-FNTB	43.9
PLD1	47.3
DTX2P1-UPK3BP1-PMS2P11	207.6
BAD	58.7
PRPF8	268.1
CAPNS1	346
RPL35	1516.7
MIR6805	4133.9
EIF4G2	3126.9
EIF3D	478.3
PARK7	938.8
SRP14	1154.5
GDI2	647.3
GDI2	945.2
RPL11	3782
ARF3	272.7
RPL21P28	2222.8
RPL24	3882.5
HNRNPC	580.3
SEPT2	1797.3
HNRNPA1P10	2810.8
RPS27A	4843.8
LOC100508408	2395.7
FAU	2075.8
TARDBP	440.3
CFL1	2107.9
RPL18	2747.4
EIF3F	795.3
RPS5	1522.5
RPL27	4924.2
RPL34	2742.8
NARS	583.1
STARD7	236.7
RPL19	2803
SLC25A3	1361.5
SNORD35B	6120.9
RPL9	4628.5
MIR5047	2167.8
RPL6	2605.5
CTDNEP1	190.6
RPL10A	963.6
CBX3	676.5
RPL17-C18orf32	3856.7
PSMB2	591.9
KHDRBS1	496.4
ATP6V1G2-DDX39B	467.9
RTCB	474.5
ERH	1000.9
GATC	288.7
ABCF1	213.9
DAD1	299.3
YY1	599.5
JTB	660
KAT7	102.9
ZNF146	226.7
SART1	100.3
ILF2	325.2
SPAG7	245.9
ZPR1	80.6
TAF10	194.6
C1D	105.9
NONO	864.3
LOC101929240	326.3
RHOA	1312.5
RNPS1	203.3
RPS24	5595.3
RPL30	4016.5
NPM1	2768.9
HSP90AB1	1966.4
MIR3620	459.7
IK	180.7
SNX3	466.8
CANX	1526.5
SART3	78.5
CNPPD1	71.3
SMNDC1	201.4
HNRNPM	421.1
HNRNPD	209.8
RPL14	1872.6
GUK1	180.7
KXD1	147.9
OAZ1	1750.3
ATP6V0B	322.5
KARS	529.5
H3F3AP4	1670.1
RPS6	3253.4
RPS7	2346.5
USP22	308.7
C11orf58	457.7
TCEB2	470.5
COX4I1	515.6
TMED2	1305.7
NBEAL1	4030.6
SNORD18C	2520.4
FNTA	590.9
RPS25	2363.3
RPL37	5878.1
HINT1	852.1
EEF2	1225.8
RPS10	4395
ATP6V0E1	963.8
HNRNPK	586.4
ANAPC5	418.5
SNORD73A	3852.9
HNRNPU	393.9
HNRNPU	779.7
EIF3A	418.8
EIF3A	92.4
EIF3A	111.3
MIR3652	254.6
MIR3652	1944.7
MSN	859.9
ACTN4	123.7
APP	590.5
PRKAR1A	1189
PRKAR1A	232.2
PRKAR1A	455.3
DSP	292
RAD21	229
RAD21	425.4
WDR1	735.3
NCL	677
WDR1	508
AP2B1	196.1
AP2M1	310.9
CLTC	1919.9
AP2B1	238.3
MLEC	42.7
MLEC	223.6
LASP1	619.2
SF3B2	133.8
TMEM59	713.2
CSRP1	396.3
CALM3	88.4
CALM3	56
SNHG4	736
CAP1	1479.8
SNHG4	573.1
PTGES3	1467.7
WARS	573.6
WARS	816.1
SETSIP	799.1
SETSIP	983.7
NDRG1	527
UBB	4607.5
PFN1	1260.5
PTPRF	70.3
PTPRF	428.9
PTPRF	69.8
YWHAZ	1363.9
YWHAZ	707
YWHAZ	1053.2
YWHAZ	953.6
SOD1	1011.1
HDLBP	259.5
MARCKSL1	133.7
GABARAP	523.3
NUCB1	47.9
EIF3CL	458.1
GLUL	500.6
NUCB1	102.5
LDHA	2655.6
SNORD96A	2888.1
SSR2	677.2
CALM3	388
P4HB	1358.4
CALM3	1102.5
P4HB	364.2
SLC25A5	696.1
PHB	175.9
PHB	73.9
S100A11	832
CTSA	252
TOMM20	669.5
CD63	1910.7
DNAJB1	170.3
SPARC	2061
DNAJB1	233.6
UBE2D3	551.1
UBE2D3	622.5
UBE2D3	323.3
XBP1	284.7
SPTBN1	24.4
SPTBN1	308.4
LAPTM4A	1862.9
RPL32	2847
CD81	609.6
UBE2L3	62.7
PTTG1IP	1836.3
GRN	494.9
HMGB1	345.9
HMGB1	1083.2
GLO1	609.4
UBE2L3	654.2
UBE2L3	199.6
UBE2L3	67.7
SRSF11	44
SRSF11	349.8
SF3B3	72.4
SF3B3	25.3
MIR3654	2365.4
HSPA9	79.8
HSPA9	494.5
HSPA9	313.5
YWHAQ	1727.1
DDX24	245.9
PPP2R1A	133.5
GSN	328.8
HK1	287.8
KDELR2	624.4
KDELR2	348.6
KDELR2	648.1
NPC2	1482.2
DDX24	13.5
DYNLL1	1464.8
LITAF	516.9
SNORA41	1938.8
LITAF	209.8
PRKCSH	52.2
GOT2	280.2
LOC101929368	721.4
ACADVL	233.9
SKP1	492.2
MAPRE1	141.1
MAPRE1	680.1
OS9	386.5
SNORD32A	1121.5
RPL13AP5	3768.4
RPL7	6405.4
SKP1	2262.6
SKP1	71.3
ACTR1A	154
ACTR1A	94.4
CAPRIN1	183.9
CAPRIN1	901.5
SNORA70	61.6
SNORA70	2935.2
PPP1CC	1167.5
ACTR2	254.9
ACTR2	1211.3
ACTR2	957.3
PTP4A1	234.6
PTP4A1	133.6
PTP4A1	289.4
PTP4A1	268.2
ARF3	157.5
NACA	2976.1
GPX1	807.6
PGK1	275.3
PGK1	1525.8
SUMO3	143.8
SUMO3	664.5
RPS27	3976.3
TPP1	203.4
TPP1	510.9
GNB1	247.8
GNB1	214.6
GNB1	420.6
NUMA1	48.8
FTH1	3215.1
RAN	194.1
RAN	1100.4
HNRNPC	260.3
