X	GSM49607
MBNL1	69
MBNL1	456.4
MBNL1	370.7
SNORD18C	3783.1
MFN2	119.5
RAB5C	83.9
NMT1	164.2
NMT1	17.5
NMT1	77.3
YBX3	404.8
YBX3	126.6
IGFBP7	960.1
IGFBP7	1124.9
PUM1	63.5
PUM1	219.5
PUM1	270.3
ARHGDIA	6.1
ARHGDIA	170.9
BHLHE40	18.3
BHLHE40	269.9
ATP6V0E1	246.8
ATP6V0E1	633.9
NUDC	391
TERF2IP	162.9
TMX2	192.9
ARCN1	160.5
UBA2	148.8
FBXO7	179.4
GNAI3	169.8
GNAI3	520.7
GNAI3	83.9
CHD4	13.7
CHD4	244.2
CHD4	113.3
HTRA1	369.8
LRPAP1	86.3
ITPR3	107.6
ITPR3	40.9
ITPR3	16.2
PITPNA	166.2
PITPNA	17.5
PITPNA	78.5
IDH1	184.6
SEPW1	250.7
SLC7A5	225.4
AMD1	94.3
AMD1	152
PSMD1	176.4
PSMD1	339.8
CREG1	261
CSTB	51.5
PCNA	43
RRBP1	14.9
RRBP1	67
RRBP1	143.3
RRBP1	7.8
TNFAIP1	259.2
TNFAIP1	132.9
HDAC1	103.8
DDX3X	339.8
DDX3X	77.4
LGMN	190.1
PPP1R7	29.2
PPP1R7	145.9
PLS3	371.3
ERP29	214.2
SNORD83B	6062.4
CTBP2	57.6
CTBP2	43.4
CTBP2	309.5
SNRNP70	206.9
RAD23B	26.1
RAD23B	179.6
SRRM1	19
SRRM1	248.9
NDUFB8	136.4
NDUFB8	256
ARIH2	29.2
ARIH2	5
ARIH2	61.3
ENO1	327.7
PSMD13	95
PSMD13	66.7
ILK	252.7
BTG2	91.8
BTG2	671.5
CAPZA2	306.4
CAPZA2	68.8
SPCS2	158.7
SPCS2	260.6
DDX1	224.2
ATP1B1	36.6
ATP1B1	220.8
RAF1	226.4
LOC101927673	52.6
LOC101927673	20.4
SREBF2	130.9
SREBF2	43.9
SLC2A1	34.3
SLC2A1	117.1
PKM	58.1
PSMC4	9.9
CDIPT	193.8
RPS6	4104.8
BAG6	181.2
COX7A2L	447.2
SNORD73A	15820.5
RPS16	879
SYPL1	277.3
SYPL1	251.5
BGN	210.3
BGN	91.9
TARS	86.5
COPE	6.3
AF119897	55.6
TXNRD1	170.6
PSMC3	122.3
NME1-NME2	192.7
NUDCD3	37.5
NUDCD3	221.8
RALY	19.6
AKR1B1	203.4
SRP9	233.4
PSMA5	265.1
FDPS	25
RAB5B	249.5
HNRNPAB	261.1
LOC101926921	279.4
LOC101926921	274.8
LOC101926921	12.6
ADRM1	217.7
OGDH	30.1
TRAK1	11.5
APEH	5.9
MKRN1	187.1
SDC1	66.3
SDC1	256.3
ARHGDIB	354.2
CYR61	462.6
SEC11A	618.3
TOP2A	50
TOP2A	38.4
LOC101060363	1787
WSB1	42.2
WSB1	35.6
WSB1	194.1
MOB1A	6.1
MOB1A	117.9
MOB1A	53.4
PRNP	485.9
ANXA4	216.7
ANXA4	135.7
EIF4A3	383.8
NDUFA5	100.2
ANP32B	164
ANP32B	671.7
SEPT11	359
SEPT11	36.2
NREP	75.7
NREP	158.4
SH3BGRL	296.9
SH3BGRL	363
ENO2	77.2
STK25	55.8
IFITM2	1150.9
PSMA2	222.3
PSMA2	434.4
MYL12B	756.5
MYL12A	606.8
SMARCC2	90.3
SMARCC2	107.6
ATP5B	338.5
MIR6733	127.7
EMP1	849.2
EMP1	177.1
CCT6A	73.5
CCT6A	142.7
ETS2	308.2
ETS2	78.7
RARS	181
STAT6	289.7
STAT6	33.8
ARHGEF12	28
ARHGEF12	123.3
ARHGEF12	33.2
VAMP3	376.9
VAMP3	6.2
GTF3A	572.5
SCP2	217.9
ENC1	53.7
ENC1	94
SNRPC	231.3
UBE2D2	183
UBE2D2	123.5
UBE2D2	232.6
ADIPOR2	292.8
GRHPR	265.1
GPX3	929.2
SLC9A3R1	158.4
FLOT2	240.3
YME1L1	139.1
YME1L1	215.2
BAZ2A	56
BAZ2A	152.6
BAZ2A	153.1
SF3A1	218.2
SF3A1	173.3
COPB1	384.6
COPB1	244.5
CST3	346.5
TMEM109	178.8
IVNS1ABP	188.9
IVNS1ABP	84.6
OAZ2	31.4
OAZ2	382.3
ANXA7	226.2
ZFP36L2	6.4
ZFP36L2	1182.9
ZFP36L2	14.3
CUL3	67.2
CUL3	441.8
CUL3	7.6
PLEC	31.7
PPP2CB	23.3
PPP2CB	251.9
HNRNPF	67.5
UBAP2L	9.6
UBAP2L	113.6
TPD52L2	30.4
CRTAP	107.6
CACYBP	70
CACYBP	128.5
NBR1	40.7
NBR1	161.9
DHX15	264.8
DHX15	186.2
UCHL1	78.4
PSMD3	76.4
ITGA5	311.1
CSNK2B	233.2
TRAP1	372.9
IGF2R	59
IGF2R	166.3
RBM5	174.5
RBM5	211.3
SGTA	10.7
PHGDH	139.7
TRAM1	402.9
TRAM1	157.4
PSMB3	221.3
GRK2	13.3
GRK2	32.3
MGST3	332.8
PSMB2	578.8
COPS6	302.5
RPL36A-HNRNPH2	3180
PPP1CB	101.7
PPP1CB	137.6
PPP1CB	108.9
PLEKHB2	255.2
PLEKHB2	7.5
LRP10	153.7
HSD17B4	139.5
NAP1L4	11.8
GSS	31.7
SOX4	132.7
SOX4	54.4
SOX4	8.4
BAP1	39
WDR77	32
WDR77	254.5
IFI30	295.2
CUL4A	127.1
CUL4A	66.5
ALDH2	610.9
VIM	1888.6
SEPP1	1670.9
CLDN4	4.6
RPL37A	9058.4
DPYSL3	111.9
DPYSL3	133.2
CAT	305.4
PTDSS1	246
TTC1	134.8
EIF4E	144
EIF4E	76.3
EIF4E	41.6
COL6A3	1132.4
GBF1	139.2
DDX23	19.2
COX6B1	149.8
ATP6AP2	67.1
ATP6AP2	266.8
ATP6AP2	231.8
CNN3	189.3
TIA1	207.9
TIA1	42.3
TIA1	61.2
TIA1	104.8
TIA1	6.4
RHEB	4.6
RHEB	21.4
RHEB	266.5
NPEPPS	115.9
NPEPPS	109.9
BUB3	102.1
BUB3	259.2
BUB3	54.7
RUVBL2	7.9
MAPKAPK2	101.8
MAPKAPK2	78
SCRN1	31.2
TALDO1	342.2
JUN	193.3
JUN	6.1
JUN	59.2
NQO1	8.4
NQO1	198.9
SHC1	14.7
GSTO1	455.9
SQSTM1	424.6
VBP1	279.3
JUNB	308.5
ITGA3	25.7
MIR6758	362.1
RRM1	81.9
RRM1	195.3
MIR664B	93.9
MIR664B	160.3
SUPT5H	280.8
PYGB	17.7
QSOX1	103.3
SUPT4H1	64.8
SUPT4H1	165.2
RCN2	10.9
RCN2	52.4
CTSC	408.7
KHDRBS1	181.2
PPIF	91.3
PPIF	72.5
AHSA1	22.7
RPL41	11941.4
PUM2	101.4
PRCP	556.2
MYH11	10.8
MYH11	12.6
MYH11	150.7
USP7	99.9
USP7	207.4
PPP1R11	283.3
GRSF1	76.5
NFKBIA	158.5
G3BP1	81.9
TSN	13.7
LAMB1	507.5
TGFBI	382.2
PFDN1	37.9
IGFBP4	436.3
IDH3B	95.1
ELF3	48.9
AAMP	24.8
TOMM70	163
TSN	42.8
G3BP1	16.4
TSN	348.4
SRM	98.8
NCBP2	231.4
CBX1	124.7
TOMM70	328
GRSF1	147.8
NCBP2	60.3
SNURF	371.1
UBE2N	128.9
UBE2N	741.5
APOD	397.2
ARF5	75.1
LOC101927180	432.3
RPA1	96.8
RPA1	142.1
LOC101928634	835
ZFP36	524
PSMA3	294.4
CTNNB1	483.5
UBL3	56.2
UBL3	181.2
DUSP3	111.3
DUSP3	86.1
DUSP3	33.8
FHL1	137.8
FHL1	1496.4
ZNHIT1	53.9
SAR1A	525.7
SAR1A	203.8
BCL2L2-PABPN1	141
BCL2L2-PABPN1	132.5
TRIP12	164.3
KDM5B	10.4
KDM5B	57.6
KDM5B	120.8
ACTG1	5384.5
LAMP1	80.6
LAMP1	209.4
LAMP1	1114.8
GYG1	98.6
MCM3	152.2
VAMP2	34.6
VAMP2	96.7
RAE1	110.7
CLIC4	143.7
CLIC4	343.6
CLSTN1	127.6
SORD	32
SORD	137
FSCN1	14.5
ID2	115.7
ID2	50.4
GOLGA4	222.9
UQCRQ	219.6
SAMM50	24.1
SAMM50	47.7
DCTD	15.9
DCTD	153.8
ETF1	164.1
ETF1	311
SNW1	208.3
TMPPE	184
NME1	323.4
PODXL	234
FAT1	153.2
TMX4	31
TMX4	178.5
SEC23B	58.9
SEC23B	125.6
DDX39A	180.7
SFPQ	203.9
SFPQ	365
IRAK1	300.7
TXNL1	413.3
SMC1A	84
ANXA2	1702.1
NISCH	300.4
EIF3H	1155.4
ZC3H15	55.7
PPP4R1	158
ZC3H15	167
KRT18	196.9
COX7A2	750.8
INPPL1	97.1
OAT	228.5
PHB2	415.9
IFITM2	667.3
PPP1R12A	4
PPP1R12A	87.1
PPP1R12A	88.3
CNN2	369
PWP1	44.3
PWP1	205.7
PWP1	291
ICMT	95.7
ICMT	46.1
ICMT	99.7
ALDH9A1	153.4
AP1G2	6.6
RUVBL1	66.4
CALD1	10.1
CALD1	10.4
CALD1	95.7
GPAA1	34.1
PRDX3	300.7
MBTPS1	165.8
NBL1	18.2
SND1	226.3
DARS	464.8
DARS	54.9
INSIG1	19.8
INSIG1	429.3
INSIG1	231.1
RRAGA	202
ACP1	13.6
ACP1	263.4
IER3	466.9
EIF2B1	98.3
CYB5B	128.8
CYB5B	36
FXR1	17.8
FXR1	142.2
FXR1	91.1
CPSF1	133.7
MIR6849	12.5
CLPTM1	24.5
BST2	135.1
IFNGR2	365.1
KDM3B	213.7
TSTA3	30.5
TNC	74.3
SCARB2	16.8
SCARB2	149.8
JAK1	588.5
UBE2L6	363.2
KRT19	8.8
PACSIN2	284.9
COPS5	166.1
CNIH1	264.4
HSPG2	7.7
HSPG2	44.8
ITGA6	99.8
ARL1	33.4
ARL1	191.1
ARL1	127.2
ACSL3	87.2
ACSL3	26.1
ACSL3	89.1
SMC4	76.3
SMC4	108.3
RPS17	2235.1
TIMP1	1563.1
GJA1	444.8
MARCKS	32
MARCKS	186.1
MARCKS	2.9
USP14	49.6
USP14	313
GYS1	182.1
AKAP1	152.1
AKAP1	119
PSMA1	510
HMCES	89.3
HMCES	294.6
SRRT	12.8
SRRT	341.9
DLG5	48.6
PMPCB	40.8
TOX4	11.8
TOX4	197.4
TOX4	132.9
API5	183.7
API5	199.2
TPD52	37.5
TPD52	52.5
TPD52	257.1
TPD52	35.8
SIGMAR1	92.8
EGR1	169.1
EGR1	2747.6
PNP	300.2
SRSF4	147.6
DNMT1	5.8
GATC	288.5
PSMC6	109.3
CCND3	197.3
PGRMC2	48.1
PPP1R10	13.1
PPP1R10	37.5
ENTPD6	21.2
PSMD7	235.6
PEX19	24.6
PEX19	62.9
NIPSNAP1	89
NIPSNAP1	229.4
MYBL2	227.4
RANBP2	227.7
RANBP2	256.4
RANBP2	348.7
TUBG1	7.9
ACIN1	63.5
SNX1	199.8
MRPL49	171.8
EPB41L2	81.6
EPB41L2	221.2
LAPTM5	294.3
LAPTM5	1312.5
GALNT1	77
GALNT1	359.1
GALNT1	144.3
CDC123	312.9
ELAVL1	126.2
ELAVL1	31.9
KIAA0100	254.9
KIAA0100	68.2
TPR	97.1
TPR	390.6
CLCN3	18.6
CLCN3	60
CLCN3	138.7
CLCN3	112.5
MARCH6	157.7
MARCH6	48.4
EIF1B	251.6
SGK1	1318.2
NDUFS3	215.7
SRSF1	72.6
SRSF1	118.5
CD14	217
LUM	752.2
TWF1	150.1
TP53	94.6
SAFB	47.7
SAFB	55.3
ECE1	92
ECE1	31.9
JOSD1	85.2
ADD3	150.1
ADD3	76.6
COX6C	643.4
MCM5	9.4
RPA2	288.2
RPL10	380.4
TSG101	177.3
TBCD	111
WSB2	75.3
MTHFD2	247.8
MIR7703	373.9
DAXX	22.3
TMEM106C	145.7
HEXA	37.1
ELAC2	69.6
ELAC2	6.5
CLINT1	138.4
CLINT1	55.4
SNRPA	91.8
SCAMP3	105.5
AZIN1	110.8
ADNP	116.9
NCAPD2	71.5
EFCAB14	19
EFCAB14	95.5
EFCAB14	49
EFCAB14	371.7
RNF13	321.9
RNF13	60.8
AIP	78.2
AIP	240.9
RELA	168.5
C11orf58	168.8
RNASE1	697.1
ADAR	406.6
FBLN1	89.3
DDX42	243.2
PCNX4	19.6
DHCR7	7
DHCR7	71.3
AEBP1	191.7
SMG7	48.4
SMG7	73.9
LBR	182.3
VARS	215.4
VARS	22.5
MYOF	261
OSBP	53.8
OSBP	144.5
SLC29A1	49.7
SLC29A1	81.1
POLR2B	83.7
TBCB	29
PRKAG1	42.2
ATXN2L	132.1
VPS26A	180.8
ENG	80.8
ENG	136.8
SH3BP5	113.7
SH3BP5	440.8
C4orf46	863.1
TBC1D5	51.2
TBC1D5	140.3
TBC1D5	64.3
GBAS	77.4
UBE3C	136.3
LPCAT1	82.1
SCARB1	56.1
KRT5	129
TIMM17A	20.1
TIMM17A	94.7
RNF14	126.9
RNF14	48.6
SCCPDH	16.6
SCCPDH	18.3
SMARCD2	124.7
FAM127A	321.3
NET1	200.8
NET1	5
USO1	22.5
USO1	261.7
HDAC2	173.8
PRKAB1	30.3
PRKAB1	194.4
SUPT7L	81.5
SUPT7L	103.5
SUPT7L	112.8
EPCAM	73.1
NEDD8	174.2
HSPB1	107.6
EFEMP1	670.6
EFEMP1	138.4
RYBP	99.2
RYBP	140.9
RYBP	32.4
LIPA	334.9
BNIP3	120.2
BNIP3	72.2
CAPG	54.5
SH3GL1	32.5
COL3A1	706.2
CDC25B	247
ATMIN	121.7
ATMIN	79.1
ZFR	104.4
ZFR	108
SRGN	2084.6
SRGN	1851
PLAT	80.5
LRRFIP1	177.8
LRRFIP1	160.8
FAM32A	126.1
GDI1	212.8
NR3C1	540.1
NR3C1	215.3
TBL1X	66.5
TBL1X	73.3
TBL1X	10.4
TOMM34	206.2
UBXN1	151.8
ABCE1	193.8
ABCE1	79.2
MPZL1	248.2
MPZL1	99.4
PON2	255.8
PPP2R5C	171.3
ARIH1	44
ARIH1	132.8
ARIH1	126
ARIH1	17.4
B4GALT1	13.6
B4GALT1	317.6
CEACAM5	165.3
CYB5R3	630
DCAF11	140.8
IL13RA1	258.2
IL13RA1	32.3
FAM3C	111.6
RRM2	8.7
B2M	8371.3
IMPDH2	196.3
DCN	4034.1
SSR1	200.2
ARAF	197.6
PSRC1	191.1
CKS1B	145.2
UBE2A	90.6
UBE2A	241.7
AKR1A1	199.5
YY1	74.3
YY1	9.3
UQCRC1	8.3
CTDSPL	12.6
CTDSPL	19.3
CTDSPL	23.6
DVL3	7.8
DVL3	166.7
