X	GSM49581
MIR4640	551
RFC2	78.1
HSPA6	75.9
PAX8	293.9
GUCA1A	30.4
MIR5193	122.8
THRA	66.8
PTPN21	44.3
CCL5	13.4
CYP2E1	31.7
EPHB3	59.4
ESRRA	181.6
CYP2A6	111.1
GAS6	523
MMP14	243.8
TRADD	83.3
CHURC1-FNTB	28.7
PLD1	29.2
DTX2P1-UPK3BP1-PMS2P11	142.2
BAD	76.3
PRPF8	288.9
CAPNS1	198.1
RPL35	1918
MIR6805	5977.1
EIF4G2	3716.7
EIF3D	226.2
PARK7	1589.3
SRP14	1006.6
GDI2	261.7
GDI2	904.6
RPL11	3982
ARF3	203
RPL21P28	3782.1
RPL24	3534.8
HNRNPC	383.8
SEPT2	1631.9
HNRNPA1P10	4156.3
RPS27A	5609.5
LOC100508408	5215.9
FAU	2509
TARDBP	523.6
CFL1	1850.4
RPL18	3705.7
EIF3F	834.3
RPS5	1896.1
RPL27	5548.4
RPL34	6219.9
NARS	626.1
STARD7	185.8
RPL19	3716.1
SLC25A3	1202.1
SNORD35B	7243.7
RPL9	5697
MIR5047	2831.2
RPL6	3908.9
CTDNEP1	195.3
RPL10A	1301.5
CBX3	959.9
RPL17-C18orf32	5194.8
PSMB2	364.3
KHDRBS1	552.3
ATP6V1G2-DDX39B	522.5
RTCB	212.2
ERH	1246.4
GATC	374.4
ABCF1	152.4
DAD1	384.3
YY1	922.3
JTB	811.8
KAT7	115.8
ZNF146	426.4
SART1	80.1
ILF2	215.8
SPAG7	228.1
ZPR1	85.5
TAF10	455.3
C1D	93.6
NONO	828.4
LOC101929240	348.4
RHOA	1161.4
RNPS1	264.9
RPS24	6486.3
RPL30	4675.3
NPM1	2780
HSP90AB1	1394.7
MIR3620	476.5
IK	159.4
SNX3	544
CANX	1915.8
SART3	49.2
CNPPD1	73.2
SMNDC1	194.3
HNRNPM	267.3
HNRNPD	234.1
RPL14	1954.9
GUK1	144.2
KXD1	126.5
OAZ1	1510.4
ATP6V0B	399.9
KARS	210
H3F3AP4	2342.5
RPS6	5194.5
RPS7	1965
USP22	599.7
C11orf58	660.3
TCEB2	386.3
COX4I1	493.8
TMED2	1766.9
NBEAL1	6969.1
SNORD18C	3734.1
FNTA	904.8
RPS25	3099.2
RPL37	7024.4
HINT1	979.5
EEF2	3747.7
RPS10	5654.4
ATP6V0E1	690.1
HNRNPK	678.6
ANAPC5	488.4
SNORD73A	5337.9
HNRNPU	253.9
HNRNPU	1077.8
EIF3A	600.9
EIF3A	128
EIF3A	180
MIR3652	214.2
MIR3652	2437.2
MSN	687.5
ACTN4	107
APP	259.5
PRKAR1A	1394
PRKAR1A	107.7
PRKAR1A	345.7
DSP	373.3
RAD21	112.1
RAD21	390.7
WDR1	434.1
NCL	718
WDR1	162.5
AP2B1	42.5
AP2M1	669.3
CLTC	1829
AP2B1	84.6
MLEC	66.1
MLEC	294.9
LASP1	309.2
SF3B2	117.7
TMEM59	820.4
CSRP1	294.3
CALM3	85.8
CALM3	87.8
SNHG4	329.9
CAP1	737.7
SNHG4	602.4
PTGES3	1067
WARS	127.4
WARS	172.1
SETSIP	762.5
SETSIP	976.6
NDRG1	1019.2
UBB	3107.5
PFN1	663.8
PTPRF	382.6
PTPRF	1104.3
PTPRF	163.8
YWHAZ	686.3
YWHAZ	604
YWHAZ	948.3
YWHAZ	371.4
SOD1	751.7
HDLBP	271.7
MARCKSL1	317.3
GABARAP	854
NUCB1	43.7
EIF3CL	583.4
GLUL	140.8
NUCB1	83.8
LDHA	4523.1
SNORD96A	3097.3
SSR2	703.1
CALM3	266.7
P4HB	3271.6
CALM3	750.6
P4HB	540.8
SLC25A5	519.8
PHB	153.5
PHB	77.4
S100A11	545.2
CTSA	220.8
TOMM20	886.9
CD63	1860.6
DNAJB1	77.6
SPARC	1107.6
DNAJB1	154.3
UBE2D3	523.8
UBE2D3	505.4
UBE2D3	186.3
XBP1	248.7
SPTBN1	3.8
SPTBN1	95.8
LAPTM4A	1526.8
RPL32	5764.3
CD81	525.4
UBE2L3	86.1
PTTG1IP	1792.7
GRN	470.6
HMGB1	224.6
HMGB1	980.1
GLO1	385.6
UBE2L3	171.3
UBE2L3	148.8
UBE2L3	93.3
SRSF11	81.2
SRSF11	684.2
SF3B3	54.6
SF3B3	113.6
MIR3654	2849.7
HSPA9	78.2
HSPA9	391.4
HSPA9	205.4
YWHAQ	710.1
DDX24	358.7
PPP2R1A	105.2
GSN	536.5
HK1	142
KDELR2	711.6
KDELR2	438.5
KDELR2	696.9
NPC2	1058
DDX24	8.8
DYNLL1	1125.6
LITAF	476.2
SNORA41	3382.6
LITAF	204.7
PRKCSH	90.1
GOT2	178.9
LOC101929368	661.6
ACADVL	634
SKP1	611.3
MAPRE1	120.6
MAPRE1	387.3
OS9	555.3
SNORD32A	2479.9
RPL13AP5	5593.2
RPL7	9027.9
SKP1	2515.5
SKP1	80.4
ACTR1A	70.6
ACTR1A	72
CAPRIN1	85.3
CAPRIN1	452.4
SNORA70	68.3
SNORA70	3738.4
PPP1CC	891.7
ACTR2	62.5
ACTR2	303.8
ACTR2	316.7
PTP4A1	112.5
PTP4A1	78.5
PTP4A1	225.7
PTP4A1	233.3
ARF3	163.2
NACA	3870.5
GPX1	938.9
PGK1	321.3
PGK1	1659.4
SUMO3	107.3
SUMO3	614.1
RPS27	6873.7
TPP1	173.7
TPP1	445.6
GNB1	161.6
GNB1	179
GNB1	726.3
NUMA1	199.4
FTH1	2681
RAN	397.5
RAN	630.2
HNRNPC	181.8
CAPN1	74.8
MIR636	197.3
MIR636	810.8
CALU	120.1
CALU	84.4
CALU	888.9
NFE2L1	370.7
NFE2L1	641.7
ARL6IP5	362.8
ARL6IP5	1474.3
DPYSL2	1062.1
RPLP1	6211.2
CTNNA1	266.5
CTNNA1	519.2
CTSD	65.6
FAM120A	70.7
MAT2A	409.9
MAT2A	21.3
LAMC1	199
LAMC1	418.9
LOC100506248	2056.9
PTMA	1299.8
FAM120A	1186.1
HNRNPK	415.6
BZW1	192.6
BZW1	462.8
SEPT2	302
ATF4	600.5
GNAS	2673.5
RPS15A	4267.4
ANXA5	453.1
STMN1	80.1
LRP1	28.1
LRP1	370
PSMB7	247.6
PEA15	213.4
PEA15	778.3
ECH1	236.4
ODC1	1044.8
IQGAP1	822.6
XRCC6	425.1
ACO2	113.9
DAZAP2	1129.4
SPARCL1	437
MCL1	9
MCL1	847.4
MCL1	282
HSPA1B	369.3
HSPA1L	205.9
ACTB	8525.8
SARS	244.1
