X	GSM49579
MIR4640	263.8
RFC2	72.3
HSPA6	75.3
PAX8	375.8
GUCA1A	13
MIR5193	112.8
THRA	72.6
PTPN21	3.4
CCL5	11.8
CYP2E1	34.3
EPHB3	53.4
ESRRA	75.6
CYP2A6	103.8
GAS6	556.6
MMP14	240.3
TRADD	102.9
CHURC1-FNTB	10.8
PLD1	32.6
DTX2P1-UPK3BP1-PMS2P11	237.8
BAD	53.3
PRPF8	250.2
CAPNS1	296
RPL35	842.5
MIR6805	1966.2
EIF4G2	4133.3
EIF3D	166.4
PARK7	1289.4
SRP14	1086.4
GDI2	338.6
GDI2	740.6
RPL11	2253.3
ARF3	206.1
RPL21P28	1468.1
RPL24	3688.8
HNRNPC	523.7
SEPT2	1824.4
HNRNPA1P10	2867.6
RPS27A	2313.3
LOC100508408	2866.5
FAU	1563.5
TARDBP	352
CFL1	1379.9
RPL18	1657.5
EIF3F	562.9
RPS5	735.4
RPL27	2717.2
RPL34	2607.7
NARS	990.5
STARD7	240.3
RPL19	1694.6
SLC25A3	1013.7
SNORD35B	4346.4
RPL9	2827.2
MIR5047	1764.9
RPL6	2329.7
CTDNEP1	171.5
RPL10A	522.2
CBX3	728.5
RPL17-C18orf32	3190.5
PSMB2	402
KHDRBS1	624.3
ATP6V1G2-DDX39B	394.9
RTCB	296.5
ERH	552.1
GATC	319.7
ABCF1	182.6
DAD1	260.1
YY1	575.1
JTB	815
KAT7	144.9
ZNF146	376.3
SART1	76.4
ILF2	273.7
SPAG7	178.7
ZPR1	92.1
TAF10	300
C1D	35.2
NONO	786.2
LOC101929240	312.6
RHOA	1405.3
RNPS1	142.8
RPS24	5341.9
RPL30	2797.9
NPM1	2169.5
HSP90AB1	1696.1
MIR3620	456
IK	158.6
SNX3	659.2
CANX	1867.1
SART3	65.3
CNPPD1	41.4
SMNDC1	211.6
HNRNPM	460.8
HNRNPD	261
RPL14	1445.9
GUK1	89.5
KXD1	168.8
OAZ1	1329.2
ATP6V0B	230
KARS	397.2
H3F3AP4	2171.6
RPS6	2599.9
RPS7	1858.4
USP22	362.5
C11orf58	883.7
TCEB2	348.8
COX4I1	484
TMED2	1698.1
NBEAL1	2813.7
SNORD18C	2204.5
FNTA	550.2
RPS25	1816.4
RPL37	4205.3
HINT1	740.4
EEF2	859.6
RPS10	2553.3
ATP6V0E1	634.5
HNRNPK	859.8
ANAPC5	415.8
SNORD73A	4495.4
HNRNPU	467.1
HNRNPU	1008.8
EIF3A	481.1
EIF3A	111.9
EIF3A	118.6
MIR3652	341.9
MIR3652	2474.8
MSN	530.4
ACTN4	116.8
APP	336.8
PRKAR1A	1213.3
PRKAR1A	142.1
PRKAR1A	433.4
DSP	853.1
RAD21	276.9
RAD21	656.1
WDR1	364
NCL	790.5
WDR1	173.6
AP2B1	161.8
AP2M1	384.3
CLTC	2524.8
AP2B1	157.5
MLEC	61.5
MLEC	195.4
LASP1	380.9
SF3B2	87.9
TMEM59	938.7
CSRP1	352.2
CALM3	85.7
CALM3	31
SNHG4	926.1
CAP1	681.8
SNHG4	648.1
PTGES3	1446.5
WARS	73.5
WARS	148.9
SETSIP	973.3
SETSIP	771.9
NDRG1	312.9
UBB	5510.9
PFN1	629.2
PTPRF	68.8
PTPRF	346.6
PTPRF	80.8
YWHAZ	1091.6
YWHAZ	475.6
YWHAZ	1009.7
YWHAZ	801.3
SOD1	981.7
HDLBP	284.9
MARCKSL1	133.9
GABARAP	660.5
NUCB1	53
EIF3CL	327.6
GLUL	182.6
NUCB1	93.2
LDHA	2627.8
SNORD96A	998.7
SSR2	808
CALM3	304.7
P4HB	1459.2
CALM3	661.3
P4HB	339.7
SLC25A5	393.1
PHB	85.2
PHB	11.2
S100A11	442.4
CTSA	249.4
TOMM20	764.8
CD63	1833.5
DNAJB1	156.5
SPARC	3934.7
DNAJB1	224
UBE2D3	362.3
UBE2D3	474.7
