X	GSM49608
MIR4640	131.9
RFC2	19.9
HSPA6	95.3
PAX8	536.3
GUCA1A	51.9
MIR5193	126.4
THRA	104
PTPN21	12.2
CCL5	10.9
CYP2E1	58.2
EPHB3	11.7
ESRRA	25.8
CYP2A6	140.9
GAS6	775.6
MMP14	426
TRADD	96.9
CHURC1-FNTB	52.1
PLD1	21.2
DTX2P1-UPK3BP1-PMS2P11	279.5
BAD	7.3
PRPF8	198.4
CAPNS1	179.8
RPL35	383.4
MIR6805	1597.3
EIF4G2	2920.6
EIF3D	251.3
PARK7	1264.1
SRP14	964.8
GDI2	417.6
GDI2	816.6
RPL11	2215.2
ARF3	186.1
RPL21P28	2817.4
RPL24	3499.2
HNRNPC	335
SEPT2	1010.9
HNRNPA1P10	2108.2
RPS27A	3051.5
LOC100508408	2315.8
FAU	1350.6
TARDBP	299.2
CFL1	542.9
RPL18	1260
EIF3F	543.1
RPS5	606
RPL27	3234.5
RPL34	5477.3
NARS	394.1
STARD7	186
RPL19	1579.6
SLC25A3	957.7
SNORD35B	5281.7
RPL9	5234.3
MIR5047	1754.1
RPL6	3138.9
CTDNEP1	173.9
RPL10A	516.3
CBX3	475.2
RPL17-C18orf32	3616.5
PSMB2	237.1
KHDRBS1	200
ATP6V1G2-DDX39B	241.7
RTCB	301.7
ERH	356.4
GATC	121.9
ABCF1	212.5
DAD1	193.3
YY1	391.5
JTB	362.1
KAT7	169.2
ZNF146	307.4
SART1	73.1
ILF2	100
SPAG7	216.4
ZPR1	66.2
TAF10	181.1
C1D	9.3
NONO	512.3
LOC101929240	147.9
RHOA	863.8
RNPS1	183.6
RPS24	5766.8
RPL30	3946.1
NPM1	1439.2
HSP90AB1	990.3
MIR3620	206.2
IK	204.9
SNX3	391.9
CANX	1103.3
SART3	67.5
CNPPD1	29.7
SMNDC1	89.3
HNRNPM	197.8
HNRNPD	353.1
RPL14	985.8
GUK1	88.4
KXD1	208.8
OAZ1	995.3
ATP6V0B	153.8
KARS	146.6
H3F3AP4	857.1
RPS6	2260
RPS7	1089.2
USP22	184.3
C11orf58	510.9
TCEB2	213.8
COX4I1	487.6
TMED2	636
NBEAL1	2752.5
SNORD18C	1738.8
FNTA	467.5
RPS25	1892.6
RPL37	4348.1
HINT1	330.5
EEF2	841.5
RPS10	2299.1
ATP6V0E1	552.6
HNRNPK	435.1
ANAPC5	297.3
SNORD73A	6682.6
HNRNPU	359.7
HNRNPU	707.3
EIF3A	203.8
EIF3A	27.4
EIF3A	132.4
MIR3652	269.6
MIR3652	1548.7
MSN	248.2
ACTN4	123.8
APP	170
PRKAR1A	937.8
PRKAR1A	293.4
PRKAR1A	185.9
DSP	88.5
RAD21	140.6
RAD21	158.2
WDR1	292.9
NCL	547
WDR1	79.3
AP2B1	134.9
AP2M1	130.9
CLTC	1332.7
AP2B1	109.1
MLEC	19.4
MLEC	273.4
LASP1	204.6
SF3B2	12.6
TMEM59	1157.6
CSRP1	533.1
CALM3	75
CALM3	47.8
SNHG4	305
CAP1	366.5
SNHG4	203.2
PTGES3	820.4
WARS	37.2
WARS	208.6
SETSIP	534.2
SETSIP	363
NDRG1	690.6
UBB	2923
PFN1	313.7
PTPRF	173.8
PTPRF	324.4
PTPRF	77
YWHAZ	750.4
YWHAZ	322
YWHAZ	606.1
YWHAZ	699.3
SOD1	1078.4
HDLBP	100.1
MARCKSL1	97.3
GABARAP	346.4
NUCB1	37.4
EIF3CL	269.3
GLUL	330
NUCB1	59.6
LDHA	1545.7
SNORD96A	1402.5
SSR2	400.8
CALM3	846.4
P4HB	245.3
CALM3	1271.3
P4HB	147.8
SLC25A5	311.1
PHB	109.8
PHB	67.9
S100A11	160.6
CTSA	120.3
TOMM20	501.3
CD63	1504
DNAJB1	146.2
SPARC	2057.4
DNAJB1	155.7
UBE2D3	443.5
UBE2D3	329.9
UBE2D3	284.4
XBP1	284.8
SPTBN1	100.8
SPTBN1	905.1
LAPTM4A	2046.7
RPL32	2379.3
CD81	540.8
UBE2L3	24.7
PTTG1IP	463.7
GRN	188.9
HMGB1	253.4
HMGB1	1244.6
GLO1	341.9
UBE2L3	239
UBE2L3	156.9
UBE2L3	26.7
SRSF11	102.2
SRSF11	198.5
SF3B3	26.4
SF3B3	259.3
MIR3654	1283.9
HSPA9	14.1
HSPA9	225.3
HSPA9	265.6
YWHAQ	548.7
DDX24	228.7
PPP2R1A	267.7
GSN	2778.7
HK1	28.5
KDELR2	219.8
KDELR2	287.1
KDELR2	340
NPC2	557.8
DDX24	5.2
DYNLL1	624.1
LITAF	754.3
SNORA41	1196.9
LITAF	211.8
PRKCSH	13.2
GOT2	85.9
LOC101929368	513.3
ACADVL	233.4
SKP1	392.3
MAPRE1	151.6
MAPRE1	391.4
OS9	327
SNORD32A	918
RPL13AP5	2788.9
RPL7	9649.8
SKP1	1994.4
SKP1	139.3
ACTR1A	203.3
ACTR1A	20
CAPRIN1	58.6
CAPRIN1	204.7
SNORA70	29.2
SNORA70	1557.3
PPP1CC	576.4
ACTR2	76.3
ACTR2	548.5
ACTR2	192
PTP4A1	82.3
PTP4A1	132.6
PTP4A1	214.3
PTP4A1	88.2
ARF3	36.8
NACA	2159.4
GPX1	391.7
PGK1	150.8
PGK1	673.1
SUMO3	142.8
SUMO3	260.4
RPS27	2633.7
TPP1	185.4
TPP1	327.9
GNB1	153.8
GNB1	208.5
GNB1	275.7
NUMA1	34.9
FTH1	4611.2
RAN	183
RAN	200.9
HNRNPC	273.1
CAPN1	181.9
MIR636	203.8
MIR636	825.8
CALU	8.5
CALU	8.3
CALU	262.1
NFE2L1	356.1
NFE2L1	535.6
ARL6IP5	506.5
ARL6IP5	1279.7
DPYSL2	592.9
RPLP1	3104.5
CTNNA1	307
CTNNA1	470.3
CTSD	82
FAM120A	146.5
MAT2A	552.8
MAT2A	36
LAMC1	204.2
LAMC1	910.1
LOC100506248	1355
PTMA	883.8
FAM120A	364.7
HNRNPK	414.6
BZW1	283.3
BZW1	375.2
SEPT2	475.6
ATF4	1368.8
GNAS	1254.7
RPS15A	4350.6
ANXA5	876.8
STMN1	68.2
LRP1	135.8
LRP1	134.6
PSMB7	306.5
PEA15	224.3
PEA15	697
ECH1	238.6
ODC1	221.1
IQGAP1	313.1
XRCC6	427.8
ACO2	219.1
DAZAP2	668.2
SPARCL1	2276.8
MCL1	47.3
MCL1	716.3
MCL1	301.5
HSPA1B	304.7
HSPA1L	133.5
ACTB	5142.3
SARS	197.5
TMBIM6	650.1
TMBIM6	912.4
LMAN2	7.1
HSPD1	529.8
HSPD1	836.1
ZYX	125.9
RPL12	3085.2
CIRBP	123.1
CIRBP	208.4
CCT7	17.7
PAFAH1B1	183
PSME1	166
PAFAH1B1	169.9
PAFAH1B1	220.2
RPS10	1277.4
ATP5O	466.9
RPS15	1562.1
PSMD8	34.6
LAMP2	48.9
TPI1	400.8
RPL29	785.1
GSTP1	133.8
HYOU1	94.3
SNRPD2	160.9
PLOD1	82.6
ZNF207	248
ZNF207	239.6
PSMD2	203.7
SCD	330.4
SCD	1351.6
RAP1B	443.6
RPS21	1531.8
MAP4	10.7
MAP4	107.1
BCAP31	305.3
CTSB	308.7
CTSB	274.8
KARS	1089.9
EPRS	52.8
EPRS	73.1
EPRS	133.3
PRDX6	810.6
PRDX6	1228.1
PPP1CA	77
SARAF	542.1
AHCYL1	182.8
AHCYL1	499.1
AHCYL1	940.1
IST1	145.5
GNB2	156
H2AFZ	138.6
NCOR1	91.4
NCOR1	78.4
NCOR1	108.3
NCOR1	227.2
SNORD38B	411.9
FLNA	263.9
CNOT1	306.6
CNOT1	209.6
DHCR24	199.2
RAB11A	507
RAB11A	88.8
EIF3F	10
PSAP	647
RNF114	157.9
RNF114	187.2
SNORA68	3069.6
STRAP	397.6
PSAP	1057.5
S100A10	1002.8
CCT8	409.2
MIR1292	213.9
MIR1292	183.2
PSMB1	554.2
CCT4	447.2
EPAS1	1242.9
EPAS1	105.4
DNAJA1	340
DNAJA1	377.3
PSMD4	202.9
UQCRC2	212.4
CKB	64.5
RHOC	137.1
PGAM1	374.1
STAT1	252.1
SNORA21	2905.7
SSR1	115.4
SSR1	42.3
SSR1	219.9
