X	GSM49588
MIR4640	324.6
RFC2	35.6
HSPA6	62
PAX8	279.2
GUCA1A	23.3
MIR5193	116.3
THRA	51.7
PTPN21	33.9
CCL5	6.5
CYP2E1	33.5
EPHB3	57.2
ESRRA	116.1
CYP2A6	73.5
GAS6	292.6
MMP14	272
TRADD	53.8
CHURC1-FNTB	25.8
PLD1	51.9
DTX2P1-UPK3BP1-PMS2P11	194.4
BAD	49.6
PRPF8	204.1
CAPNS1	284.8
RPL35	1370.5
MIR6805	3879.4
EIF4G2	3603.8
EIF3D	264
PARK7	1911.8
SRP14	1091.8
GDI2	539.4
GDI2	1153.5
RPL11	3437.5
ARF3	161.8
RPL21P28	2531.2
RPL24	4170.7
HNRNPC	673
SEPT2	2277.7
HNRNPA1P10	3886.2
RPS27A	5457.1
LOC100508408	4161.7
FAU	1873.4
TARDBP	568.8
CFL1	1561
RPL18	2109.8
EIF3F	1053.8
RPS5	1542.6
RPL27	4446.3
RPL34	6216.6
NARS	665.4
STARD7	255.8
RPL19	2908.3
SLC25A3	1461.9
SNORD35B	5002.1
RPL9	5412.2
MIR5047	2244
RPL6	2752.7
CTDNEP1	116.8
RPL10A	1330.1
CBX3	1062.9
RPL17-C18orf32	4429.9
PSMB2	791
KHDRBS1	669.5
ATP6V1G2-DDX39B	573.4
RTCB	288.7
ERH	879
GATC	362.2
ABCF1	211
DAD1	483.6
YY1	633.6
JTB	819.4
KAT7	144.6
ZNF146	386.5
SART1	66.5
ILF2	359.2
SPAG7	174.7
ZPR1	66.5
TAF10	362.9
C1D	120.8
NONO	1072.3
LOC101929240	389
RHOA	1608.4
RNPS1	246.2
RPS24	5602.8
RPL30	4116.9
NPM1	2681.2
HSP90AB1	1939.9
MIR3620	631.9
IK	164.9
SNX3	456.2
CANX	1889.3
SART3	81.3
CNPPD1	27.9
SMNDC1	315.7
HNRNPM	358.8
HNRNPD	265.5
RPL14	1987.5
GUK1	122.3
KXD1	160.5
OAZ1	1369.1
ATP6V0B	287.9
KARS	334.1
H3F3AP4	2404.8
RPS6	3707.2
RPS7	2422.1
USP22	378.1
C11orf58	884.5
TCEB2	514.8
COX4I1	502.4
TMED2	1683.1
NBEAL1	5442.6
SNORD18C	3100.4
FNTA	665.8
RPS25	3067.8
RPL37	6444.8
HINT1	1061.3
EEF2	1544.4
RPS10	4573.5
ATP6V0E1	1174.3
HNRNPK	748.8
ANAPC5	337.7
SNORD73A	4512.3
HNRNPU	419.1
HNRNPU	1122.5
EIF3A	645.2
EIF3A	175.1
EIF3A	98.7
MIR3652	279.5
MIR3652	2485.7
MSN	842.4
ACTN4	91.8
APP	382.6
PRKAR1A	1353.5
PRKAR1A	196.4
PRKAR1A	575.8
DSP	350.7
RAD21	266.3
RAD21	678.1
WDR1	444.4
NCL	957
WDR1	342.7
AP2B1	139.2
AP2M1	379.4
CLTC	2374.6
