X	GSM49602
MIR4640	224.7
RFC2	66.7
HSPA6	71.4
PAX8	322.6
GUCA1A	38.7
MIR5193	172.9
THRA	73.3
PTPN21	32
CCL5	120.8
CYP2E1	31.2
EPHB3	88.8
ESRRA	128.4
CYP2A6	100.9
GAS6	903.4
MMP14	254.9
TRADD	117.8
CHURC1-FNTB	33.4
PLD1	31.8
DTX2P1-UPK3BP1-PMS2P11	291.9
BAD	67.3
PRPF8	288
CAPNS1	419.8
RPL35	1864
MIR6805	3714.4
EIF4G2	2684
EIF3D	261.5
PARK7	1372.9
SRP14	1159.9
GDI2	390.2
GDI2	744.2
RPL11	2702.8
ARF3	282.7
RPL21P28	2268.1
RPL24	2644.7
HNRNPC	450.1
SEPT2	1650.7
HNRNPA1P10	2634
RPS27A	4286.8
LOC100508408	3734.6
FAU	1625.8
TARDBP	506.4
CFL1	3017.7
RPL18	3391.3
EIF3F	1066.8
RPS5	2449.4
RPL27	4555.1
RPL34	2879.4
NARS	680.7
STARD7	335.9
RPL19	2105.5
SLC25A3	1104.6
SNORD35B	7174.7
RPL9	3198.7
MIR5047	1969.6
RPL6	2589.4
CTDNEP1	83.9
RPL10A	972.8
CBX3	591.5
RPL17-C18orf32	3990.2
PSMB2	581.4
KHDRBS1	539.3
ATP6V1G2-DDX39B	1125.1
RTCB	271.4
ERH	514.9
GATC	306.6
ABCF1	217
DAD1	345.4
YY1	724.4
JTB	899.1
KAT7	153.2
ZNF146	457.1
SART1	90
ILF2	503
SPAG7	285.2
ZPR1	83.6
TAF10	370.5
C1D	78.4
NONO	1207.9
LOC101929240	394.1
RHOA	1248.9
RNPS1	287.8
RPS24	3464.6
RPL30	3291.7
NPM1	2294.7
HSP90AB1	1505.3
MIR3620	663.4
IK	153.1
SNX3	621.5
CANX	1089.2
SART3	85.7
CNPPD1	63.4
SMNDC1	109.1
HNRNPM	417.9
HNRNPD	249
RPL14	1250.3
GUK1	188.3
KXD1	180.8
OAZ1	1285.3
ATP6V0B	288.3
KARS	470.8
H3F3AP4	2326.3
RPS6	2289.4
RPS7	1769.6
USP22	329.1
C11orf58	596.8
TCEB2	578.7
COX4I1	542.7
TMED2	1059.2
NBEAL1	4861.3
SNORD18C	2497.1
FNTA	679.4
RPS25	2128.4
RPL37	4254.3
HINT1	925.3
EEF2	2043.1
RPS10	3688.3
ATP6V0E1	633.7
HNRNPK	583.8
ANAPC5	524
SNORD73A	2510
HNRNPU	383.9
HNRNPU	861.5
EIF3A	276.4
EIF3A	86.8
EIF3A	110.5
MIR3652	221.7
MIR3652	1546.8
MSN	798.4
ACTN4	267.8
APP	696.5
PRKAR1A	915.8
PRKAR1A	181.3
PRKAR1A	340.5
DSP	302.1
RAD21	243.6
RAD21	376.1
WDR1	506
NCL	677.8
