X	GSM49580
MIR4640	301.9
RFC2	83.9
HSPA6	42.8
PAX8	377.5
GUCA1A	15.3
MIR5193	116.3
THRA	35.5
PTPN21	8.6
CCL5	76.8
CYP2E1	26.5
EPHB3	60.1
ESRRA	152.3
CYP2A6	97.8
GAS6	444.4
MMP14	321.9
TRADD	110.1
CHURC1-FNTB	47.1
PLD1	28.7
DTX2P1-UPK3BP1-PMS2P11	513
BAD	83.6
PRPF8	356.6
CAPNS1	340.6
RPL35	1325.5
MIR6805	2900.8
EIF4G2	3389.7
EIF3D	227.9
PARK7	1011.8
SRP14	1521
GDI2	342.9
GDI2	900.3
RPL11	3006.1
ARF3	317.1
RPL21P28	1603.9
RPL24	4006.3
HNRNPC	420.5
SEPT2	1675.1
HNRNPA1P10	2489.2
RPS27A	3476.5
LOC100508408	2410.5
FAU	1927.5
TARDBP	671.1
CFL1	1948.1
RPL18	2498.3
EIF3F	743.2
RPS5	1024.9
RPL27	4065.3
RPL34	3694.2
NARS	855.5
STARD7	246
RPL19	2601.5
SLC25A3	1444.3
SNORD35B	6111.6
RPL9	2130.4
MIR5047	1668.8
RPL6	2768.2
CTDNEP1	158.1
RPL10A	593.2
CBX3	587.8
RPL17-C18orf32	1668.5
PSMB2	694
KHDRBS1	495.6
ATP6V1G2-DDX39B	353.9
RTCB	294.1
ERH	726.4
GATC	366.3
ABCF1	161.8
DAD1	186.9
YY1	637.9
JTB	801.7
KAT7	134.9
ZNF146	347.3
SART1	75
ILF2	313.4
SPAG7	424.5
ZPR1	58.1
TAF10	375
C1D	100.7
NONO	855.8
LOC101929240	437.4
RHOA	830.3
RNPS1	202.9
RPS24	4671.2
RPL30	3559.6
NPM1	1448.4
HSP90AB1	1616.1
MIR3620	622.5
IK	206.3
SNX3	529.1
CANX	1636
SART3	61.3
CNPPD1	61.7
SMNDC1	152.8
HNRNPM	498.2
HNRNPD	212
RPL14	1095.3
GUK1	105.4
KXD1	174.2
OAZ1	1711.8
ATP6V0B	397.8
KARS	387.2
H3F3AP4	2069.3
RPS6	3550.8
RPS7	1784.2
USP22	495.7
C11orf58	398.5
TCEB2	494
COX4I1	735.7
TMED2	1440.5
NBEAL1	3470.8
SNORD18C	2227.2
FNTA	582.4
RPS25	1732.5
RPL37	5350.9
HINT1	469.2
EEF2	1185.9
RPS10	3586.8
ATP6V0E1	709.2
HNRNPK	544.2
ANAPC5	423.6
SNORD73A	3785
HNRNPU	388.7
HNRNPU	900.7
EIF3A	302.4
EIF3A	78.6
EIF3A	94.1
MIR3652	276.7
MIR3652	2506
MSN	1335.5
ACTN4	203.3
APP	631.1
PRKAR1A	959.9
PRKAR1A	200.8
PRKAR1A	339.4
DSP	929.8
RAD21	221.8
RAD21	473.4
WDR1	401.4
NCL	609.8
WDR1	381.6
AP2B1	144.9
AP2M1	596.8
CLTC	2573.3
AP2B1	233.7
MLEC	100.6
MLEC	385.4
LASP1	583.1
SF3B2	132.4
TMEM59	1118.1
CSRP1	569.9
CALM3	201.2
CALM3	73
SNHG4	476.1
CAP1	893.2
SNHG4	541.8
PTGES3	1437.7
WARS	23.1
WARS	164.3
SETSIP	713.9
SETSIP	627.4
NDRG1	840.4
UBB	8112.3
PFN1	837
PTPRF	387.9
PTPRF	989.6
PTPRF	265.7
YWHAZ	1038.3
YWHAZ	381.4
YWHAZ	1048.1
YWHAZ	828.8
SOD1	599.3
HDLBP	314.6
MARCKSL1	113.5
GABARAP	674.8
NUCB1	55.4
EIF3CL	592.2
GLUL	179.3
NUCB1	132.7
LDHA	2448
SNORD96A	1011.9
SSR2	764.3
CALM3	237.1
P4HB	2694.3
CALM3	747.2
P4HB	545.5
SLC25A5	469
PHB	157.4
PHB	11.4
S100A11	155
CTSA	203.7
TOMM20	644.8
CD63	1956.5
DNAJB1	134.2
SPARC	1492.2
DNAJB1	161.9
UBE2D3	626
UBE2D3	562.7
UBE2D3	355.3
XBP1	158.9
SPTBN1	94.8
SPTBN1	443.6
LAPTM4A	1192.4
RPL32	3733
CD81	910.4
UBE2L3	49.1
PTTG1IP	1201.5
GRN	445.3
HMGB1	260.9
HMGB1	993.5
GLO1	366.1
UBE2L3	251.4
UBE2L3	166.5
UBE2L3	68.4
SRSF11	37.3
SRSF11	695.1
SF3B3	94.6
SF3B3	79.6
MIR3654	2027.8
HSPA9	62.8
HSPA9	655.6
HSPA9	297.4
YWHAQ	1196.6
DDX24	222.6
PPP2R1A	225.1
GSN	697.8
HK1	153.3
KDELR2	530.5
KDELR2	311
KDELR2	720.8
NPC2	982.1
DDX24	15.7
DYNLL1	1528.1
LITAF	451.4
SNORA41	1893.3
LITAF	284
PRKCSH	28.6
GOT2	235.8
LOC101929368	1032.7
ACADVL	315.5
SKP1	529.9
MAPRE1	195.7
MAPRE1	600.9
OS9	502.2
SNORD32A	1266.7
RPL13AP5	3064
RPL7	5350.9
SKP1	2707.6
SKP1	56
ACTR1A	98.3
ACTR1A	67.7
CAPRIN1	140.6
CAPRIN1	649
SNORA70	21.6
SNORA70	2355
PPP1CC	925.8
ACTR2	282.7
ACTR2	724.3
ACTR2	900.5
PTP4A1	131.9
PTP4A1	77.6
PTP4A1	157.9
PTP4A1	122.9
ARF3	152.5
NACA	2705.6
GPX1	1005.5
PGK1	225.6
PGK1	1030.7
SUMO3	44.3
SUMO3	346.4
RPS27	3790.8
TPP1	313.8
TPP1	494.5
GNB1	203
GNB1	172.2
GNB1	265.4
NUMA1	132.1
FTH1	3481.1
RAN	206
RAN	1084
HNRNPC	280.4
CAPN1	89.6
MIR636	235.6
MIR636	1009.8
CALU	107.8
CALU	140.7
CALU	678.2
NFE2L1	490.8
NFE2L1	754.3
ARL6IP5	612.6
ARL6IP5	1251.1
DPYSL2	600.2
RPLP1	3820.6
CTNNA1	368.3
CTNNA1	682.4
CTSD	123
FAM120A	141.3
MAT2A	392.5
MAT2A	85.8
LAMC1	535.2
LAMC1	687
LOC100506248	2404.3
PTMA	1199.7
FAM120A	1734.7
HNRNPK	908.7
BZW1	285.8
BZW1	500.1
SEPT2	516.3
ATF4	738.9
GNAS	2956.5
RPS15A	3243.7
ANXA5	1298.4
STMN1	91.6
LRP1	73.2
LRP1	135
PSMB7	443.6
PEA15	199.6
PEA15	926.3
ECH1	211.3
ODC1	1129.7
IQGAP1	815.2
XRCC6	683.1
ACO2	128.4
DAZAP2	876.3
SPARCL1	645.4
MCL1	43
MCL1	730
MCL1	576.7
HSPA1B	750.6
HSPA1L	326.2
ACTB	9774.3
SARS	342.7
TMBIM6	735.3
TMBIM6	1085.8
LMAN2	83.7
HSPD1	1194.6
HSPD1	2623.6
ZYX	178.7
RPL12	3580.6
CIRBP	131.7
CIRBP	113.6
CCT7	247.8
PAFAH1B1	140.4
PSME1	328.3
