X	GSM49569
MIR4640	391.6
RFC2	61.8
HSPA6	60.6
PAX8	400.3
GUCA1A	12.7
MIR5193	124.2
THRA	70.4
PTPN21	66.8
CCL5	41
CYP2E1	32.5
EPHB3	60.5
ESRRA	124
CYP2A6	124.8
GAS6	661.5
MMP14	379
TRADD	112.8
CHURC1-FNTB	48.2
PLD1	39.9
DTX2P1-UPK3BP1-PMS2P11	832.8
BAD	105.4
PRPF8	376.8
CAPNS1	370
RPL35	1280.2
MIR6805	3632.7
EIF4G2	3359.6
EIF3D	290.4
PARK7	948.5
SRP14	836.6
GDI2	412.9
GDI2	577.7
RPL11	2947.8
ARF3	316.6
RPL21P28	2250
RPL24	3150.8
HNRNPC	407.5
SEPT2	1336.6
HNRNPA1P10	3177
RPS27A	3235.5
LOC100508408	3812.9
FAU	1769
TARDBP	442.5
CFL1	3814.9
RPL18	2276.4
EIF3F	809.2
RPS5	1230
RPL27	3272
RPL34	2514.8
NARS	398.4
STARD7	180.6
RPL19	2458.5
SLC25A3	1851.3
SNORD35B	5137.5
RPL9	3252.9
MIR5047	1935.8
RPL6	2972.7
CTDNEP1	144.2
RPL10A	1127.7
CBX3	390.3
RPL17-C18orf32	3332.4
PSMB2	328.6
KHDRBS1	450.7
ATP6V1G2-DDX39B	760.9
RTCB	316.2
ERH	838.4
GATC	427.1
ABCF1	201.7
DAD1	299.9
YY1	470
JTB	844.7
KAT7	150.6
ZNF146	241.7
SART1	98
ILF2	326.1
SPAG7	334
ZPR1	72.9
TAF10	384.3
C1D	76.4
NONO	949.9
LOC101929240	454
RHOA	2365.9
RNPS1	294.4
RPS24	5396.8
RPL30	3185.1
NPM1	1519.6
HSP90AB1	1355.8
MIR3620	507.1
IK	143.6
SNX3	507.3
CANX	962.9
SART3	61.7
CNPPD1	66.7
SMNDC1	114
HNRNPM	707.1
HNRNPD	321.8
RPL14	1202.5
GUK1	173.5
KXD1	144.2
OAZ1	1582.6
ATP6V0B	355
KARS	301.4
H3F3AP4	2438.8
RPS6	4254.7
RPS7	1808.6
USP22	455.9
C11orf58	552.3
TCEB2	476
COX4I1	558.6
TMED2	1656.1
NBEAL1	2751.9
SNORD18C	2248.8
FNTA	446.6
RPS25	1774.3
RPL37	4465.9
HINT1	434.4
EEF2	1367
RPS10	3469.5
ATP6V0E1	239
HNRNPK	660.2
ANAPC5	425.6
SNORD73A	4853.7
HNRNPU	384.6
HNRNPU	583.8
EIF3A	393.3
EIF3A	150.1
EIF3A	123.1
MIR3652	541.1
MIR3652	2522.6
MSN	872.7
ACTN4	401.2
APP	472.9
PRKAR1A	866.1
PRKAR1A	252.7
PRKAR1A	360.2
DSP	453.1
RAD21	302.2
RAD21	312.7
WDR1	1193.9
NCL	674.1
WDR1	726.4
AP2B1	83.5
AP2M1	909.5
CLTC	1288.8
AP2B1	183.4
MLEC	80.6
MLEC	310.8
LASP1	392.6
SF3B2	36.5
TMEM59	737.1
CSRP1	1396.1
CALM3	169.4
CALM3	133.5
SNHG4	614
CAP1	1204
SNHG4	483.5
PTGES3	1386.2
WARS	162.2
WARS	276
SETSIP	762.4
SETSIP	824.6
NDRG1	192.8
UBB	4014
PFN1	1404
PTPRF	295.3
PTPRF	885.2
PTPRF	285.7
YWHAZ	1589.2
YWHAZ	533
YWHAZ	865.3
YWHAZ	1211.9
SOD1	801.1
HDLBP	247.7
MARCKSL1	196.8
GABARAP	513
NUCB1	105.5
EIF3CL	319.3
GLUL	120
NUCB1	124.3
LDHA	3129.7
SNORD96A	1284.7
SSR2	734.1
CALM3	410.3
P4HB	2156.5
CALM3	697
P4HB	550.3
SLC25A5	577.5
PHB	149.2
PHB	113.3
S100A11	337.9
CTSA	196.7
TOMM20	732.3
CD63	2584
DNAJB1	109.2
SPARC	3179.5
DNAJB1	238.3
UBE2D3	376.4
UBE2D3	621.9
UBE2D3	397.3
XBP1	428.9
SPTBN1	114.7
SPTBN1	496.1
LAPTM4A	1650
RPL32	3156.1
CD81	917.2
UBE2L3	78.5
PTTG1IP	2092.9
GRN	484.2
HMGB1	346.8
HMGB1	1132.5
GLO1	343.3
UBE2L3	413
UBE2L3	261.8
UBE2L3	110
SRSF11	43.9
SRSF11	351.9
SF3B3	100.7
SF3B3	72.7
MIR3654	2551.5
HSPA9	57.6
HSPA9	209.8
HSPA9	179.9
YWHAQ	1670.1
DDX24	188.6
PPP2R1A	240.3
GSN	1251.2
HK1	204.6
KDELR2	583.8
KDELR2	441
KDELR2	853.1
NPC2	757.2
DDX24	5.1
DYNLL1	1564.7
LITAF	407.1
SNORA41	1773.4
LITAF	203.1
PRKCSH	157.6
GOT2	189.2
LOC101929368	1087
ACADVL	481.7
SKP1	291
MAPRE1	190.5
MAPRE1	473.6
OS9	459.7
SNORD32A	959.1
RPL13AP5	3964
RPL7	6243.7
SKP1	1609.2
SKP1	12.7
ACTR1A	159.5
ACTR1A	121.3
CAPRIN1	200.8
CAPRIN1	451.3
SNORA70	81.9
SNORA70	2397.2
PPP1CC	848.3
ACTR2	171.7
ACTR2	684.8
ACTR2	448.9
PTP4A1	149.3
PTP4A1	78.7
PTP4A1	199.7
PTP4A1	124.5
ARF3	172.9
NACA	2577.1
GPX1	895.6
PGK1	211.5
PGK1	876.2
SUMO3	266.3
SUMO3	590.3
RPS27	4928.2
TPP1	218
TPP1	407
GNB1	372.4
GNB1	439.2
GNB1	771.7
NUMA1	84.2
FTH1	2673.6
RAN	270.8
RAN	1365.6
HNRNPC	406.7
CAPN1	162
MIR636	419.2
MIR636	1077.6
CALU	235.7
CALU	247.5
CALU	825.5
NFE2L1	449.8
NFE2L1	579.7
ARL6IP5	509.9
ARL6IP5	674.3
DPYSL2	1152.1
RPLP1	3914
CTNNA1	184.5
CTNNA1	169.5
CTSD	57
FAM120A	125.2
MAT2A	321.6
MAT2A	64.2
LAMC1	305.8
LAMC1	493.8
LOC100506248	2118.5
PTMA	1090.7
FAM120A	865.8
HNRNPK	511.2
BZW1	438.9
BZW1	434.2
SEPT2	679.7
ATF4	1396.8
GNAS	2689.9
RPS15A	2605.3
ANXA5	701.6
STMN1	126.1
LRP1	122.1
LRP1	176.6
PSMB7	388.3
PEA15	280.3
PEA15	812.3
ECH1	194
ODC1	1290.8
IQGAP1	712
XRCC6	1020.8
ACO2	187
DAZAP2	905.3
SPARCL1	1535
MCL1	54.1
MCL1	751
MCL1	603.9
HSPA1B	774
HSPA1L	517.6
ACTB	11943.4
SARS	369.1
TMBIM6	1050.5
TMBIM6	1143.2
LMAN2	81.7
HSPD1	1029.4
HSPD1	1319.6
ZYX	488.4
RPL12	2796.4
CIRBP	249.7
CIRBP	247.3
CCT7	189.4
PAFAH1B1	169.8
PSME1	482.4
PAFAH1B1	155.6
PAFAH1B1	296
RPS10	3183
ATP5O	561
RPS15	2162.5
PSMD8	197.9
LAMP2	116.1
TPI1	736.2
RPL29	939.6
GSTP1	361.5
HYOU1	336.3
SNRPD2	649.4
PLOD1	207.9
ZNF207	597.3
ZNF207	467.1
PSMD2	416
SCD	107.1
SCD	403.6
RAP1B	1140.1
RPS21	2655.4
MAP4	10.1
MAP4	178.4
BCAP31	268.8
CTSB	799.4
CTSB	805.2
KARS	690.9
EPRS	36.6
EPRS	145.7
EPRS	207.8
PRDX6	225.5
PRDX6	298.3
PPP1CA	183.6
SARAF	754.4
AHCYL1	134.5
AHCYL1	193.1
AHCYL1	518.4
IST1	251.1
GNB2	319.2
H2AFZ	762.4
NCOR1	90.8
NCOR1	70.4
NCOR1	123.2
NCOR1	188.8
SNORD38B	1497.3
FLNA	888.4
