X	GSM49573
MIR4640	705.9
RFC2	13.3
HSPA6	43.7
PAX8	332.7
GUCA1A	44.9
MIR5193	186.2
THRA	76.7
PTPN21	27.4
CCL5	110.8
CYP2E1	59.8
EPHB3	20
ESRRA	166.4
CYP2A6	125.4
GAS6	651.4
MMP14	250.6
TRADD	86.2
CHURC1-FNTB	57.3
PLD1	49.2
DTX2P1-UPK3BP1-PMS2P11	370.8
BAD	6.9
PRPF8	120.7
CAPNS1	13
RPL35	459.4
MIR6805	1186.5
EIF4G2	938.4
EIF3D	148.9
PARK7	758.2
SRP14	496
GDI2	101.1
GDI2	306.8
RPL11	167.5
ARF3	127.4
RPL21P28	2355.8
RPL24	772.8
HNRNPC	535.6
SEPT2	2032.5
HNRNPA1P10	6607.9
RPS27A	2117.1
LOC100508408	14437.4
FAU	1882.2
TARDBP	434.8
CFL1	2057.3
RPL18	425.6
EIF3F	669.1
RPS5	219.9
RPL27	13817.6
RPL34	2482.6
NARS	1204.3
STARD7	373.3
RPL19	1738.3
SLC25A3	249.4
SNORD35B	2115.7
RPL9	1851.7
MIR5047	623.7
RPL6	526
CTDNEP1	199.9
RPL10A	234.4
CBX3	1389
RPL17-C18orf32	995.5
PSMB2	332.1
KHDRBS1	385.3
ATP6V1G2-DDX39B	223.1
RTCB	343.5
ERH	923.2
GATC	190.8
ABCF1	122.6
DAD1	101.9
YY1	1395.5
JTB	351.4
KAT7	228.7
ZNF146	367.7
SART1	137.4
ILF2	14.6
SPAG7	157.1
ZPR1	102.5
TAF10	783.9
C1D	63
NONO	707
LOC101929240	207.4
RHOA	253.5
RNPS1	338.9
RPS24	1893.7
RPL30	3495.4
NPM1	3466.6
HSP90AB1	129.5
MIR3620	96.1
IK	139.6
SNX3	717.3
CANX	2014.8
SART3	181.8
CNPPD1	64.2
SMNDC1	278.9
HNRNPM	134.4
HNRNPD	461
RPL14	255.6
GUK1	40.1
KXD1	220.1
OAZ1	2428.1
ATP6V0B	141.1
KARS	80.6
H3F3AP4	4664.3
RPS6	165.8
RPS7	266.3
USP22	258.1
C11orf58	376.6
TCEB2	367.2
COX4I1	1018.5
TMED2	1104
NBEAL1	11726.1
SNORD18C	2060.4
FNTA	955
RPS25	2223.5
RPL37	17429.2
HINT1	784.3
EEF2	1794.6
RPS10	11522.6
ATP6V0E1	207.3
HNRNPK	119.4
ANAPC5	542.1
SNORD73A	814
HNRNPU	174.6
HNRNPU	451.1
EIF3A	283.8
EIF3A	6
EIF3A	177.1
MIR3652	67.8
MIR3652	517.1
MSN	265.4
ACTN4	120.5
APP	3760.7
PRKAR1A	868
PRKAR1A	11.1
PRKAR1A	33
DSP	428.8
RAD21	91.3
RAD21	227.4
WDR1	375.5
NCL	354.4
WDR1	32.5
AP2B1	170.8
AP2M1	108.9
CLTC	535.3
AP2B1	89.8
MLEC	84.4
MLEC	162.8
LASP1	527.3
SF3B2	10.8
TMEM59	501.6
CSRP1	632.4
CALM3	67.7
CALM3	276
SNHG4	162.7
CAP1	489
SNHG4	114.4
PTGES3	323.5
WARS	21.5
WARS	543.5
SETSIP	229.8
SETSIP	354.6
NDRG1	1152.1
UBB	7679.3
PFN1	95.6
PTPRF	243.6
PTPRF	552.6
PTPRF	5.4
YWHAZ	133.1
YWHAZ	811.4
YWHAZ	136.4
YWHAZ	63.7
SOD1	488.7
HDLBP	46.2
MARCKSL1	227.3
GABARAP	173.6
NUCB1	14.2
EIF3CL	370.2
GLUL	35.7
NUCB1	79.5
LDHA	833.1
SNORD96A	279.6
SSR2	358.7
CALM3	48.2
P4HB	155.3
CALM3	1919.5
P4HB	4.2
SLC25A5	385.1
PHB	37.2
PHB	8.9
S100A11	78
CTSA	25.7
TOMM20	294.7
CD63	644.6
DNAJB1	50.7
SPARC	1019
DNAJB1	144.8
UBE2D3	380.6
UBE2D3	284.5
UBE2D3	109.6
XBP1	137.9
SPTBN1	5.2
SPTBN1	22.3
LAPTM4A	1182.3
RPL32	8962.7
CD81	201.2
UBE2L3	6.8
PTTG1IP	2214.2
GRN	120.3
