X	GSM49582
MIR4640	937.2
RFC2	75.8
HSPA6	30.9
PAX8	395.1
GUCA1A	27.9
MIR5193	122.8
THRA	44.6
PTPN21	20.7
CCL5	29
CYP2E1	37
EPHB3	51.6
ESRRA	123
CYP2A6	74.2
GAS6	307.8
MMP14	197
TRADD	120.5
CHURC1-FNTB	43.2
PLD1	29.5
DTX2P1-UPK3BP1-PMS2P11	658
BAD	71.3
PRPF8	293.6
CAPNS1	257.3
RPL35	1250.9
MIR6805	4458.2
EIF4G2	2747.2
EIF3D	140.5
PARK7	1754.6
SRP14	1703.6
GDI2	408.6
GDI2	1066.1
RPL11	2876.9
ARF3	339.8
RPL21P28	1498.8
RPL24	2985.9
HNRNPC	392.1
SEPT2	1889.1
HNRNPA1P10	3040.4
RPS27A	4283.2
LOC100508408	3698.2
FAU	2452.9
TARDBP	458.1
CFL1	1062.2
RPL18	2772.1
EIF3F	639.5
RPS5	1215.5
RPL27	3591.6
RPL34	3220.3
NARS	1035.2
STARD7	340.7
RPL19	2914.5
SLC25A3	1201.3
SNORD35B	6808.1
RPL9	3756.9
MIR5047	1706.9
RPL6	2845.9
CTDNEP1	105.9
RPL10A	885.9
CBX3	933.8
RPL17-C18orf32	3301.8
PSMB2	515
KHDRBS1	586.4
ATP6V1G2-DDX39B	590.9
RTCB	222.7
ERH	693
GATC	392.3
ABCF1	161.5
DAD1	166.7
YY1	419.1
JTB	1141.7
KAT7	142.8
ZNF146	409.3
SART1	67.9
ILF2	286
SPAG7	327.5
ZPR1	85.2
TAF10	455.4
C1D	99.5
NONO	909.1
LOC101929240	383.4
RHOA	721.1
RNPS1	212.4
RPS24	5142.9
RPL30	4567.3
NPM1	2199.1
HSP90AB1	1974.9
MIR3620	819.5
IK	241.5
SNX3	516
CANX	2572
SART3	76.9
CNPPD1	78.6
SMNDC1	241.4
HNRNPM	401
HNRNPD	165.1
RPL14	1056.1
GUK1	139.2
KXD1	267.3
OAZ1	890.5
ATP6V0B	283.4
KARS	491
H3F3AP4	2326.5
RPS6	3538.4
RPS7	2245.2
USP22	356.9
C11orf58	680.4
TCEB2	527
COX4I1	763.6
TMED2	1923.5
NBEAL1	4169.8
SNORD18C	2667.6
FNTA	630.4
RPS25	2614.9
RPL37	6284.4
HINT1	1024.7
EEF2	785.2
RPS10	4010.4
ATP6V0E1	806.6
HNRNPK	644.6
ANAPC5	529.3
SNORD73A	2979.8
HNRNPU	353.4
HNRNPU	944
EIF3A	588.3
EIF3A	123.3
EIF3A	103.7
MIR3652	251.2
MIR3652	2752.7
MSN	1015.1
ACTN4	113.8
APP	693.9
PRKAR1A	1211.7
PRKAR1A	150
PRKAR1A	546.1
DSP	1367.1
RAD21	223.8
RAD21	576.8
WDR1	539.5
NCL	836.2
WDR1	273.6
AP2B1	110.5
AP2M1	424.4
CLTC	2062.3
AP2B1	124
MLEC	94
MLEC	342.1
LASP1	378.1
SF3B2	116.6
TMEM59	1591.8
CSRP1	477.3
CALM3	177
CALM3	54.7
SNHG4	515.3
CAP1	645.6
SNHG4	602.5
PTGES3	1328
WARS	163.9
WARS	308.5
SETSIP	618.7
SETSIP	694.8
NDRG1	957.9
UBB	4992.2
PFN1	689
PTPRF	230.8
PTPRF	547.5
PTPRF	209.6
YWHAZ	941.5
YWHAZ	641.6
YWHAZ	1050.5
YWHAZ	513.8
SOD1	1364.2
HDLBP	386.8
MARCKSL1	155.4
GABARAP	693
NUCB1	77.8
EIF3CL	915.4
GLUL	84.1
NUCB1	168.9
LDHA	4032.4
SNORD96A	2612.2
SSR2	813.2
CALM3	221.6
P4HB	3303.3
CALM3	547.2
P4HB	823
SLC25A5	589.2
PHB	180.4
PHB	16.3
S100A11	317.4
CTSA	164.6
