X	GSM49599
C11orf58	474.8
TCEB2	460.7
COX4I1	658.1
TMED2	945.8
NBEAL1	3643.4
SNORD18C	1975.7
FNTA	526
RPS25	1774.4
RPL37	5186.6
HINT1	642.9
EEF2	1162.6
RPS10	2825.3
ATP6V0E1	636.8
HNRNPK	559.6
ANAPC5	442.6
SNORD73A	2915.2
HNRNPU	154.8
HNRNPU	658.4
EIF3A	344.8
EIF3A	28.8
EIF3A	87.6
MIR3652	277.2
MIR3652	1592.2
MSN	725.5
ACTN4	100.6
APP	343.1
PRKAR1A	789.2
PRKAR1A	124.9
PRKAR1A	325.8
DSP	529.7
RAD21	289
RAD21	306
WDR1	300.5
NCL	556
WDR1	315.9
AP2B1	225.7
AP2M1	659.9
CLTC	1430.2
AP2B1	168.2
MLEC	26.3
MLEC	279.4
LASP1	442.6
SF3B2	123.2
TMEM59	685.1
CSRP1	486.1
CALM3	111.5
CALM3	70.9
SNHG4	350.2
CAP1	721.8
SNHG4	383.9
PTGES3	920.4
WARS	59.6
WARS	201.8
SETSIP	770.3
SETSIP	519.2
NDRG1	711.2
UBB	2579.6
PFN1	566.4
PTPRF	171.3
PTPRF	531.2
PTPRF	148
YWHAZ	911.9
YWHAZ	638.8
YWHAZ	782.9
YWHAZ	575.9
SOD1	810.9
HDLBP	225.9
MARCKSL1	161.1
GABARAP	526.2
NUCB1	24.8
EIF3CL	637.1
GLUL	253.5
NUCB1	146.1
LDHA	2867.1
SNORD96A	2564.9
SSR2	670.7
CALM3	192
P4HB	1352.7
CALM3	614.9
P4HB	289.8
SLC25A5	351.6
PHB	127.8
PHB	114.8
S100A11	547.8
CTSA	112.7
TOMM20	703.8
CD63	1556.8
DNAJB1	75.6
SPARC	922.8
DNAJB1	178.4
UBE2D3	341
UBE2D3	471.3
UBE2D3	324.4
XBP1	204.1
SPTBN1	23
SPTBN1	198.5
LAPTM4A	1060
RPL32	3630
CD81	725.9
UBE2L3	90.1
PTTG1IP	1133.2
GRN	489.2
HMGB1	287.6
HMGB1	1150.4
GLO1	259.2
UBE2L3	149.2
UBE2L3	97.7
UBE2L3	96
SRSF11	89.2
SRSF11	421.7
SF3B3	48.1
SF3B3	80.5
MIR3654	1691.2
HSPA9	39
HSPA9	308.5
HSPA9	136.7
YWHAQ	594.4
DDX24	287.9
PPP2R1A	201.2
GSN	616.5
HK1	49.7
KDELR2	568.2
KDELR2	275.6
KDELR2	666.6
NPC2	1071.7
DDX24	35
DYNLL1	1058.1
LITAF	324.1
SNORA41	1711
LITAF	207.9
PRKCSH	77.8
GOT2	162.2
LOC101929368	570.9
ACADVL	279.9
SKP1	486.5
MAPRE1	122
MAPRE1	328.8
OS9	556
SNORD32A	993.3
RPL13AP5	3452.4
RPL7	5005.9
SKP1	1498.8
SKP1	69
ACTR1A	97.7
ACTR1A	58.7
CAPRIN1	148.1
CAPRIN1	417.1
SNORA70	115.4
SNORA70	1893.5
PPP1CC	781.7
ACTR2	90.7
ACTR2	390.4
ACTR2	470
PTP4A1	140.3
PTP4A1	151.2
PTP4A1	298.2
PTP4A1	130
ARF3	94.5
NACA	2948.8
GPX1	942.5
PGK1	202.7
PGK1	746.6
SUMO3	89.6
SUMO3	429.3
RPS27	3661.5
TPP1	208.9
TPP1	367
GNB1	175.6
GNB1	234.4
GNB1	443.6
NUMA1	68.1
FTH1	2000.8
RAN	213.7
RAN	478.9
HNRNPC	220.5
CAPN1	46.5
MIR636	242.3
MIR636	710.6
CALU	97.5
CALU	78
CALU	556
NFE2L1	333.6
NFE2L1	633.5
ARL6IP5	557.3
ARL6IP5	1652.4
DPYSL2	575.7
RPLP1	3117.2
CTNNA1	206
CTNNA1	506.3
CTSD	69.1
FAM120A	120.1
MAT2A	261.4
MAT2A	90.7
LAMC1	177.8
LAMC1	392
LOC100506248	1547.5
PTMA	935.1
FAM120A	735.5
HNRNPK	838.2
BZW1	301.6
BZW1	448.3
SEPT2	360.4
ATF4	570.4
GNAS	2745.1
RPS15A	2602.2
ANXA5	762.6
STMN1	173.9
LRP1	71.3
LRP1	174.9
PSMB7	257
PEA15	284.6
PEA15	496
ECH1	187.8
ODC1	610.4
IQGAP1	390.4
XRCC6	356.4
ACO2	170.7
DAZAP2	851.8
SPARCL1	526.4
MCL1	14.8
MCL1	592.8
MCL1	450.6
HSPA1B	367
HSPA1L	138.1
ACTB	5578.3
SARS	261.8
TMBIM6	601.8
TMBIM6	1138.1
LMAN2	91.5
HSPD1	539.4
HSPD1	1203.1
ZYX	254.4
RPL12	3328
CIRBP	220
CIRBP	275.8
CCT7	84.1
PAFAH1B1	85.6
PSME1	315.9
PAFAH1B1	182.3
PAFAH1B1	200.4
RPS10	2111.3
ATP5O	685.9
RPS15	2281.2
PSMD8	97.7
LAMP2	161
TPI1	1140.8
RPL29	2003.8
GSTP1	384.2
HYOU1	313.1
SNRPD2	523.7
PLOD1	152.7
ZNF207	514.1
ZNF207	397.5
PSMD2	418.7
SCD	69.6
SCD	210.5
RAP1B	769.9
RPS21	2553.8
MAP4	15.3
MAP4	26.2
BCAP31	184.6
CTSB	482.3
CTSB	849.3
KARS	1117.6
EPRS	46.8
EPRS	80.9
EPRS	282
PRDX6	442.6
PRDX6	725.2
PPP1CA	109.1
SARAF	520.5
AHCYL1	250.3
AHCYL1	270.5
AHCYL1	608.3
IST1	325.5
GNB2	239.7
H2AFZ	316.7
NCOR1	111.9
NCOR1	120.6
NCOR1	135.2
NCOR1	188.3
SNORD38B	1307.5
FLNA	290.6
CNOT1	325.3
CNOT1	186
DHCR24	345.3
RAB11A	406.5
RAB11A	140.5
EIF3F	6.3
PSAP	654.5
RNF114	74.9
RNF114	130.5
SNORA68	2536.1
STRAP	721.4
PSAP	1655.1
S100A10	3230.6
CCT8	429.1
MIR1292	90
MIR1292	229
PSMB1	493.3
CCT4	456.9
EPAS1	413.7
EPAS1	20.1
DNAJA1	326.2
DNAJA1	421.6
PSMD4	181.8
UQCRC2	214.8
CKB	72.8
RHOC	311.2
PGAM1	317.7
STAT1	619.6
SNORA21	1774.6
SSR1	169.7
SSR1	118.2
SSR1	693.5
TRA2B	228.3
TRA2B	642.5
FKBP4	92.6
FKBP4	124.8
HDGF	388.3
PALLD	245.4
MGEA5	133.2
MGEA5	244.5
M6PR	87.4
M6PR	246.5
SEP15	621.4
AHCY	160.2
HLA-E	531.5
HLA-E	767.5
PALLD	98
PALLD	155.6
RPLP2	36.1
SNORA52	2623.1
LOC101927137	225.9
TACC1	392
MIR1248	2320.1
PPM1G	60.2
KTN1	96.4
KTN1	677.2
TAGLN2	432.7
SRPRA	53
SRPRA	330.6
PHC2	402.6
BTG1	132.9
BTG1	368.9
KDELR1	120.3
LGALS3BP	799.8
SLC3A2	95.1
COX6A1	592
RPS23	3625.4
RAB14	184.2
RAB14	22.4
TMED10	256.1
VCL	56.7
VCL	360.8
DCTN2	147.8
RPS4X	3379
DEK	358.2
CALR	63.3
RPL8	1818
RPL5	1719.5
RERE	21.8
RERE	11
RERE	228.4
HSBP1	238.2
HSBP1	510.1
HMGN1	411.3
LOC101927733	510.4
SEC31A	913.5
GLUD1	176.6
GLUD1	29.8
MLF2	154.1
SNORD54	1860.4
ARPC1A	326.8
CCND2	20.4
CCND2	24.2
CCND2	650.6
ATP6V0C	99.2
IMMT	242.4
SSRP1	53.3
SSRP1	84.4
SDCBP	610.9
FUS	235.4
CLTA	395.7
SEPHS2	116.6
RPL31	143.4
RPL31	4671.5
UBA1	405.8
ABLIM1	395.9
ALDOA	1226.9
PPIB	1089.5
PPIB	519.3
SERP1	337.7
SERP1	466.2
SERP1	378.8
TSPAN3	1963.3
TSPAN3	947.5
ACTA2	359.3
PPT1	267.8
TAX1BP1	404.1
TAX1BP1	309.5
MDH1	518.7
PDHA1	68.7
PDHA1	165.6
GNAS	2478.4
ANXA6	120.1
CD59	375.8
CD59	362.2
CD59	475.7
SERPING1	796.2
PSME3	161.4
PSME3	61.7
HIF1A	900.4
TRIM28	122.8
SNX17	59
IPO7	215
IPO7	160.1
IPO7	227.3
IPO7	142.4
ACTR3	391.8
RBM14-RBM4	110.5
CKAP4	369.4
CKAP4	544.6
AARS	369.1
TMEM189-UBE2V1	110.6
TMEM189-UBE2V1	150.2
TMEM189-UBE2V1	251.7
SSR4	431.5
CD9	1049.5
PRDX2	36.1
HADHB	363.5
TXNIP	431
TXNIP	837.6
TXNIP	1514.4
RPN1	290.2
ANXA1	1744.2
PAICS	153
PAICS	75.7
JUP	39.5
EIF1AX	75.8
EIF1AX	88.2
EIF1AX	106.2
EIF1AX	179.6
YWHAH	488.2
DSTN	591.6
DSTN	1086.5
TAF7	255.1
EIF5B	330.3
EIF5B	14.1
EIF5B	93.1
EIF5B	205.2
CD99	332.5
CD99	810.4
LDHB	713.2
HNRNPH1	647.3
BLCAP	224
RPLP0	3528.9
ADD3	327.4
HADH	184.5
HADH	126.4
PFKP	235.4
ANP32A	54
RAD23A	178.2
GNAI2	78.6
DUSP1	1118.7
TGM2	232.7
ANP32A	63.6
DUSP1	10.9
WTH3DI	33.5
RAD23A	165.6
WTH3DI	496.4
WTH3DI	9.9
RPS18	3612.6
PLD3	56
ANP32A	198.7
PSMF1	112.6
PSMF1	140.9
HNRNPA0	278.3
HNRNPA0	90.6
GOLGB1	140.7
GOLGB1	253.1
MYL9	50.5
CTTN	341.4
STOM	154.5
STOM	244.5
STOM	4.5
RCN1	338.4
LOC100996696	463
GTF2IP4	613.3
CYC1	98.5
PSMC2	142.8
PSMC2	576.2
MMP2	336.8
SF3B1	179.7
SF3B1	984.1
SMARCC1	114
SMARCC1	62.6
SMARCC1	186.7
SMARCC1	178.6
SNU13	59.3
SNU13	290.6
TM9SF2	403.6
SYNGR2	219.5
PIP4K2B	153
PIP4K2B	33.5
SLC4A5	41.6
BCLAF1	24
BCLAF1	487
SON	29.6
SON	630.3
PXN	151.2
KPNA2	214
ATP6V1B2	167.9
TUBA1B	2465.1
CBX3	137.7
RBBP7	589.2
SDHA	206
RPS29	2659.5
DAP	324.7
ARF4	684.4
ARF4	1198.5
COPB2	515.5
USP9X	302.7
USP9X	295.1
BCLAF1	27.2
PFKL	136.6
NBPF20	1073.7
NBPF25P	428.5
LGALS1	1425
GPX4	614.7
THBS1	12.1
THBS1	73.2
THBS1	44.8
THBS1	153.1
CSE1L	93.4
CSE1L	319.7
TUFM	162.7
PSMA7	268
POLD2	117.5
CPE	277.7
CPE	304.1
PGD	110.8
COX8A	354.8
PGRMC1	106.2
PGRMC1	636.8
EIF5A	218.6
EIF5A	158
ITGB5	209
ITGB5	382.6
MGAT1	100.8
ACLY	81.6
ACLY	243
SRSF7	248.7
CDH1	73.8
CDH1	951.4
RPL36A-HNRNPH2	168.5
PJA2	149.3
COX7C	932.9
ECHS1	248.2
PLP2	347.5
HLA-DPB1	637.4
SSB	76.8
SSB	133.9
RAB5C	26.5
GPNMB	472.8
EIF2S1	151.6
EIF2S1	115.2
EIF2S1	145
HAX1	245.2
NFE2L2	455
TIMP3	75
TIMP3	140.5
TIMP3	119.7
TIMP3	478.8
MBNL1	81.6
MBNL1	403.8
MBNL1	424.7
SNORD18C	2762.4
MFN2	74.6
RAB5C	88.6
NMT1	139.5
NMT1	47.6
NMT1	17.3
YBX3	861
YBX3	336.2
IGFBP7	491.2
IGFBP7	782.6
PUM1	259.7
PUM1	336
PUM1	385.9
ARHGDIA	76.6
ARHGDIA	77.8
BHLHE40	77.7
BHLHE40	335
ATP6V0E1	133.9
ATP6V0E1	1135
NUDC	225.3
TERF2IP	189.8
TMX2	159.2
ARCN1	167.5
UBA2	226.2
FBXO7	207.7
GNAI3	107.8
GNAI3	374.4
GNAI3	59.4
CHD4	120.5
CHD4	216.9
CHD4	273.5
HTRA1	1021.6
LRPAP1	119.4
ITPR3	85.9
ITPR3	166.5
ITPR3	265.8
PITPNA	163.9
PITPNA	51.5
PITPNA	84.8
IDH1	272.4
SEPW1	263.3
SLC7A5	27.9
AMD1	83.3
AMD1	129.5
PSMD1	159.1
PSMD1	386.3
CREG1	258.1
CSTB	333.4
PCNA	113.1
RRBP1	20.2
RRBP1	201.9
RRBP1	68.2
RRBP1	69.6
TNFAIP1	318
TNFAIP1	90.4
HDAC1	96.8
DDX3X	435.3
DDX3X	66.8
LGMN	89.8
PPP1R7	17.6
PPP1R7	61.6
PLS3	1043.7
ERP29	270.3
SNORD83B	3965.4
CTBP2	186.9
CTBP2	40.1
CTBP2	318
SNRNP70	180.8
RAD23B	488.2
RAD23B	268.7
SRRM1	123.7
SRRM1	283.5
NDUFB8	199.6
NDUFB8	291.2
ARIH2	73
ARIH2	21.2
ARIH2	109.4
ENO1	1219.6
PSMD13	92.2
PSMD13	60.3
ILK	272.7
BTG2	48.1
BTG2	157
CAPZA2	174.7
CAPZA2	404.9
SPCS2	255.9
SPCS2	675.2
DDX1	290.6
ATP1B1	351.9
ATP1B1	596
RAF1	226.2
LOC101927673	133.8
LOC101927673	17.9
SREBF2	57.3
SREBF2	64.6
SLC2A1	127
SLC2A1	228.7
PKM	635.5
PSMC4	28.7
CDIPT	374.9
RPS6	4410.5
BAG6	275.4
COX7A2L	249.4
SNORD73A	6790.8
RPS16	1155.8
SYPL1	152
SYPL1	272.8
BGN	143.9
BGN	81
TARS	241.3
COPE	104.8
AF119897	24.8
TXNRD1	948.8
PSMC3	28.5
NME1-NME2	612.6
NUDCD3	68.6
NUDCD3	331.8
RALY	28.9
AKR1B1	255.2
SRP9	463.7
PSMA5	139.6
FDPS	131
RAB5B	296.4
HNRNPAB	432.9
LOC101926921	403.9
LOC101926921	353.1
LOC101926921	256.6
ADRM1	126.5
OGDH	101.6
TRAK1	14.7
APEH	123.3
MKRN1	288.4
SDC1	50.7
SDC1	99.7
ARHGDIB	242.9
CYR61	509.1
SEC11A	693.5
TOP2A	59.4
TOP2A	186.1
LOC101060363	4040.3
WSB1	145.1
WSB1	493
WSB1	684.4
MOB1A	52.6
MOB1A	86.4
MOB1A	54.4
PRNP	464
ANXA4	362.8
ANXA4	527.2
EIF4A3	180.6
NDUFA5	292.3
ANP32B	126.4
ANP32B	503.2
SEPT11	368.5
SEPT11	16.8
NREP	83.5
NREP	242.4
SH3BGRL	281.2
SH3BGRL	696.1
ENO2	142.5
STK25	89.2
IFITM2	1941.3
PSMA2	130.2
PSMA2	366
MYL12B	909.1
MYL12A	476.4
SMARCC2	88.5
SMARCC2	129
ATP5B	999.9
MIR6733	82.7
EMP1	412.2
EMP1	221
CCT6A	162.2
CCT6A	222.8
ETS2	133.8
ETS2	97.2
RARS	276.4
STAT6	333.5
STAT6	79.5
ARHGEF12	75.4
ARHGEF12	240.9
ARHGEF12	14.2
VAMP3	351.9
VAMP3	88.4
GTF3A	866.1
SCP2	548.8
ENC1	27.1
ENC1	53.2
SNRPC	222.8
UBE2D2	229
UBE2D2	93.5
UBE2D2	205.4
ADIPOR2	239.3
GRHPR	259.6
GPX3	89.4
SLC9A3R1	263.1
FLOT2	130.8
YME1L1	250.3
YME1L1	384.8
BAZ2A	72.7
BAZ2A	85.2
BAZ2A	109.5
SF3A1	193.8
SF3A1	113.5
COPB1	870.8
COPB1	556.5
CST3	475.8
TMEM109	105.2
IVNS1ABP	121.5
IVNS1ABP	102.6
OAZ2	100.9
OAZ2	195.1
ANXA7	389.3
ZFP36L2	9.9
ZFP36L2	507.5
ZFP36L2	16.6
CUL3	71.8
CUL3	255.6
CUL3	26.4
PLEC	13.2
PPP2CB	7.7
PPP2CB	442.4
HNRNPF	145.9
UBAP2L	74.1
UBAP2L	156.3
TPD52L2	60.5
CRTAP	201.2
CACYBP	274
CACYBP	66.2
NBR1	132
NBR1	286
DHX15	340.2
DHX15	224.6
UCHL1	500.2
PSMD3	84.7
ITGA5	64.5
CSNK2B	269
TRAP1	274.8
IGF2R	72
IGF2R	124.9
RBM5	226.4
RBM5	365.9
SGTA	57.3
PHGDH	168
TRAM1	1339.8
TRAM1	707.5
PSMB3	312.2
GRK2	48.6
GRK2	13.1
MGST3	412
PSMB2	166.5
COPS6	243.2
RPL36A-HNRNPH2	2149.8
PPP1CB	184.7
PPP1CB	101.9
PPP1CB	158.7
PLEKHB2	155.5
PLEKHB2	17.4
LRP10	303
HSD17B4	240.5
NAP1L4	93
GSS	22.2
SOX4	183
SOX4	498.4
SOX4	18
BAP1	114.7
WDR77	31.2
WDR77	141.9
IFI30	369.7
CUL4A	112.1
CUL4A	103.3
ALDH2	661.9
VIM	2397.8
SEPP1	875.2
CLDN4	26.3
RPL37A	4909.2
DPYSL3	50.7
DPYSL3	356.4
CAT	344.4
PTDSS1	157.6
TTC1	77
EIF4E	184.8
EIF4E	58.1
EIF4E	55.7
COL6A3	1170.9
GBF1	81.9
DDX23	16.2
COX6B1	306.2
ATP6AP2	83
ATP6AP2	467.4
ATP6AP2	216.2
CNN3	382.2
TIA1	225.8
TIA1	98.5
TIA1	171.4
TIA1	74.6
TIA1	87.7
RHEB	19.8
RHEB	5.2
RHEB	816.8
NPEPPS	185.3
NPEPPS	153.8
BUB3	156.4
BUB3	241.7
BUB3	195.1
RUVBL2	83.2
MAPKAPK2	115.9
MAPKAPK2	9
SCRN1	145.8
TALDO1	223.1
JUN	178.3
JUN	33.4
JUN	80.9
NQO1	11.7
NQO1	203.8
SHC1	92
GSTO1	405.2
SQSTM1	634.7
VBP1	153.3
JUNB	221.1
ITGA3	119.9
MIR6758	205.1
RRM1	125.4
RRM1	166.9
MIR664B	84.9
MIR664B	109.6
SUPT5H	104.6
PYGB	16.5
QSOX1	107.6
SUPT4H1	94.5
SUPT4H1	109.8
RCN2	108.8
RCN2	144.2
CTSC	238.2
KHDRBS1	231.4
PPIF	79.4
PPIF	111.6
AHSA1	165.3
RPL41	4942.8
PUM2	189
PRCP	202.5
MYH11	8.8
MYH11	19.1
MYH11	28.4
USP7	111.7
USP7	225.2
PPP1R11	238.7
GRSF1	140
NFKBIA	92.4
G3BP1	153.9
TSN	65
LAMB1	498.7
TGFBI	2456.7
PFDN1	115.7
IGFBP4	562.9
IDH3B	80.3
ELF3	6.8
AAMP	105.7
TOMM70	111.4
TSN	76.4
G3BP1	59.6
TSN	240.8
SRM	102.2
NCBP2	258.1
CBX1	260.8
TOMM70	303.8
GRSF1	177.1
NCBP2	83.4
SNURF	471.7
UBE2N	196
UBE2N	411
APOD	137.5
ARF5	148.2
LOC101927180	249.4
RPA1	99.5
RPA1	194.8
LOC101928634	1080.7
ZFP36	342.4
PSMA3	167.4
CTNNB1	603
UBL3	112.3
UBL3	198.8
DUSP3	122.7
DUSP3	63.5
DUSP3	17.7
FHL1	115.2
FHL1	481.9
ZNHIT1	174.7
SAR1A	299.6
SAR1A	106.7
BCL2L2-PABPN1	330.9
BCL2L2-PABPN1	67
TRIP12	251.9
KDM5B	17.4
KDM5B	105.7
KDM5B	93.8
ACTG1	3967.1
LAMP1	115.6
LAMP1	236.4
LAMP1	911.1
GYG1	185.5
MCM3	141
VAMP2	44.8
VAMP2	85.9
RAE1	182.6
CLIC4	238
CLIC4	812.3
CLSTN1	88.6
SORD	80.1
SORD	60.8
FSCN1	134
ID2	322.2
ID2	118.1
GOLGA4	221
UQCRQ	520
SAMM50	32.5
SAMM50	67.7
DCTD	103.7
DCTD	216.2
ETF1	76.3
ETF1	199.6
SNW1	181.4
TMPPE	292.7
NME1	351.5
PODXL	272.7
FAT1	406.5
TMX4	133.4
TMX4	275.3
SEC23B	20.3
SEC23B	143
DDX39A	179.2
SFPQ	164.3
SFPQ	232.6
IRAK1	390.9
TXNL1	524.5
SMC1A	149.9
ANXA2	3321.4
NISCH	358.4
EIF3H	843.5
ZC3H15	103.2
PPP4R1	252.5
ZC3H15	133.4
KRT18	2809.5
COX7A2	791.6
INPPL1	65.3
OAT	414.4
PHB2	945.8
IFITM2	913.7
PPP1R12A	11.6
PPP1R12A	257.1
PPP1R12A	256.1
CNN2	137.8
PWP1	149.2
PWP1	175.2
PWP1	253
ICMT	223.9
ICMT	15.5
ICMT	60.3
ALDH9A1	315.7
AP1G2	65.3
RUVBL1	116
CALD1	134.5
CALD1	158
CALD1	189.3
GPAA1	112.7
PRDX3	450.3
MBTPS1	182
NBL1	155.9
SND1	355
DARS	425.1
DARS	116.5
INSIG1	69.7
INSIG1	110.6
INSIG1	148.4
RRAGA	328.6
ACP1	42.2
ACP1	318.5
IER3	193.3
EIF2B1	174.3
CYB5B	127.5
CYB5B	76.2
FXR1	95.1
FXR1	234
FXR1	207.9
CPSF1	16.6
MIR6849	13.5
CLPTM1	34.2
BST2	45.8
IFNGR2	504
KDM3B	178.3
TSTA3	46.1
TNC	102
SCARB2	169
SCARB2	79.5
JAK1	424.4
UBE2L6	310.7
KRT19	2150.7
PACSIN2	153.3
COPS5	196.4
CNIH1	320.7
HSPG2	14.8
HSPG2	122.8
ITGA6	94
ARL1	86.2
ARL1	249.3
ARL1	299.3
ACSL3	170.2
ACSL3	75
ACSL3	151.8
SMC4	115.9
SMC4	223.6
RPS17	3484.8
TIMP1	1638.2
GJA1	1076.4
MARCKS	25.2
MARCKS	672.4
MARCKS	162.2
USP14	99.7
USP14	306.1
GYS1	200.5
AKAP1	20.5
AKAP1	104.2
PSMA1	800.1
HMCES	98.3
HMCES	209.9
SRRT	12.7
SRRT	198.1
DLG5	164.8
PMPCB	211.9
TOX4	41.7
TOX4	180
TOX4	75.1
API5	79.6
API5	143.2
TPD52	107.4
TPD52	127.8
TPD52	275.9
TPD52	6.7
SIGMAR1	92.1
EGR1	57.5
EGR1	340.8
PNP	184.1
SRSF4	175
DNMT1	82.2
GATC	460.4
PSMC6	123
CCND3	139
PGRMC2	29.5
PPP1R10	13.5
PPP1R10	89.4
ENTPD6	42.4
PSMD7	238.6
PEX19	34.8
PEX19	50.4
NIPSNAP1	134.5
NIPSNAP1	200.8
MYBL2	19.3
RANBP2	151.8
RANBP2	125.1
RANBP2	137.5
TUBG1	40
ACIN1	99.3
SNX1	206.8
MRPL49	202.9
EPB41L2	51.5
EPB41L2	231.8
LAPTM5	365
LAPTM5	1349
GALNT1	161.9
GALNT1	253.3
GALNT1	82.7
CDC123	232.1
ELAVL1	513
ELAVL1	124.1
KIAA0100	86.3
KIAA0100	59.1
TPR	135.9
TPR	385.5
CLCN3	20.9
CLCN3	32.4
CLCN3	207
CLCN3	111.7
MARCH6	225.5
MARCH6	107
EIF1B	282.3
SGK1	1288.7
NDUFS3	323.8
SRSF1	17.7
SRSF1	328.1
CD14	466.6
LUM	1021
TWF1	240.6
TP53	79.8
SAFB	39.2
SAFB	66.9
ECE1	44.3
ECE1	8.7
JOSD1	76.6
ADD3	192.6
ADD3	162.8
COX6C	832.5
MCM5	14
RPA2	249.7
RPL10	645.6
TSG101	244.4
TBCD	19.6
WSB2	161.8
MTHFD2	76.6
MIR7703	337.4
DAXX	81.6
TMEM106C	380.5
HEXA	255.9
ELAC2	20.8
ELAC2	13.4
CLINT1	233.7
CLINT1	175.4
SNRPA	83.6
SCAMP3	120.6
AZIN1	123.5
ADNP	279.3
NCAPD2	74.9
EFCAB14	268
EFCAB14	158.7
EFCAB14	197.2
EFCAB14	427.5
RNF13	430.1
RNF13	179
AIP	87.3
AIP	284.3
RELA	277.3
C11orf58	287.6
RNASE1	240.9
ADAR	406.7
FBLN1	58.5
DDX42	225.5
PCNX4	15.5
DHCR7	81.6
DHCR7	164.4
AEBP1	202.1
SMG7	66
SMG7	124.4
LBR	150.9
VARS	17
VARS	19.6
MYOF	732
OSBP	66.5
OSBP	159
SLC29A1	46
SLC29A1	14.7
POLR2B	320.1
TBCB	136.4
PRKAG1	142.9
ATXN2L	89.9
VPS26A	283.3
ENG	32.7
ENG	123.1
SH3BP5	24.8
SH3BP5	103
C4orf46	850.7
TBC1D5	24.3
TBC1D5	473.1
TBC1D5	112.4
GBAS	229.5
UBE3C	158
LPCAT1	182.4
SCARB1	110.7
KRT5	824.1
TIMM17A	95
TIMM17A	47.7
RNF14	107.7
RNF14	124.7
SCCPDH	70.8
SCCPDH	88.5
SMARCD2	58.2
FAM127A	386.3
NET1	176
NET1	59.6
USO1	35.3
USO1	446
HDAC2	256.4
PRKAB1	34.4
PRKAB1	249.1
SUPT7L	53.4
SUPT7L	131.2
SUPT7L	45.5
EPCAM	14.5
NEDD8	302.3
HSPB1	684.1
EFEMP1	3626.3
EFEMP1	1243
RYBP	85.4
RYBP	151.1
RYBP	54.9
LIPA	328.2
BNIP3	87.9
BNIP3	216.9
CAPG	208.2
SH3GL1	48.8
COL3A1	2332.9
CDC25B	206.7
ATMIN	183.6
ATMIN	111.7
ZFR	122.2
ZFR	368.2
SRGN	467.4
SRGN	615.9
PLAT	100
LRRFIP1	382.8
LRRFIP1	451.8
FAM32A	138.9
GDI1	148.1
NR3C1	419
NR3C1	93.4
TBL1X	72.6
TBL1X	9.2
TBL1X	16.5
TOMM34	185.5
UBXN1	144.6
ABCE1	164.3
ABCE1	111.3
MPZL1	393.1
MPZL1	307.5
PON2	413.1
PPP2R5C	187.7
ARIH1	14.9
ARIH1	188.6
ARIH1	136.2
ARIH1	24.5
B4GALT1	11.7
B4GALT1	146.6
CEACAM5	144.7
CYB5R3	281.1
DCAF11	96.8
IL13RA1	215.2
IL13RA1	14.2
FAM3C	571.5
RRM2	79.4
B2M	2826.6
IMPDH2	312.1
DCN	1399.8
SSR1	534.8
ARAF	148.5
PSRC1	97
CKS1B	99.1
UBE2A	168.9
UBE2A	279.5
AKR1A1	228.3
YY1	244.1
YY1	21
UQCRC1	162.5
CTDSPL	106.8
CTDSPL	64.2
CTDSPL	121.9
DVL3	12.4
DVL3	396.2
RPS4Y1	1166.3
FARP1	133.5
FARP1	65.5
GSPT1	61.6
