X	GSM49601
MIR4640	329.4
RFC2	57
HSPA6	79.2
PAX8	288.4
GUCA1A	5.2
MIR5193	124.7
THRA	22.4
PTPN21	40.6
CCL5	204.7
CYP2E1	14.5
EPHB3	37.2
ESRRA	89.5
CYP2A6	68.8
GAS6	644.6
MMP14	285.5
TRADD	70.4
CHURC1-FNTB	30.1
PLD1	48.4
DTX2P1-UPK3BP1-PMS2P11	166.6
BAD	46.4
PRPF8	296.4
CAPNS1	395.6
RPL35	1698.2
MIR6805	3644.6
EIF4G2	3210
EIF3D	277.5
PARK7	1361.6
SRP14	1239.9
GDI2	587.3
GDI2	1145.3
RPL11	3033.5
ARF3	246.2
RPL21P28	2580.7
RPL24	3713
HNRNPC	468.6
SEPT2	1840.8
HNRNPA1P10	2973.5
RPS27A	4390.9
LOC100508408	4052.3
FAU	2045.5
TARDBP	389.9
CFL1	2592
RPL18	2965.4
EIF3F	1200.7
RPS5	1727.7
RPL27	4182.7
RPL34	3561.1
NARS	669.7
STARD7	229.9
RPL19	2832.7
SLC25A3	1300.4
SNORD35B	6165.1
RPL9	3874.3
MIR5047	2168.3
RPL6	2439.1
CTDNEP1	130
RPL10A	1497.7
CBX3	706.8
RPL17-C18orf32	4469
PSMB2	327.2
KHDRBS1	586.2
ATP6V1G2-DDX39B	725.3
RTCB	338.7
ERH	988.1
GATC	366.3
ABCF1	240.8
DAD1	265.5
YY1	674.8
JTB	977.9
KAT7	145.3
ZNF146	305.4
SART1	53.2
ILF2	436.6
SPAG7	224.3
ZPR1	63
TAF10	379.6
C1D	149.4
NONO	832.7
LOC101929240	522.9
RHOA	2146.7
RNPS1	191.5
RPS24	4757.6
RPL30	4037.2
NPM1	1785.4
HSP90AB1	1611.4
MIR3620	578.5
IK	179.9
SNX3	586.3
CANX	1168.1
SART3	90.4
CNPPD1	61.1
SMNDC1	247.6
HNRNPM	390.1
HNRNPD	283.6
RPL14	1792.7
GUK1	153.8
KXD1	174.8
OAZ1	1296.8
ATP6V0B	327.1
KARS	452.7
H3F3AP4	2066.2
RPS6	4559
RPS7	1815.5
