X	GSM49590
MIR4640	155.4
RFC2	35.1
HSPA6	58
PAX8	349.5
GUCA1A	25.2
MIR5193	71.4
THRA	66.9
PTPN21	22.5
CCL5	30.5
CYP2E1	28.4
EPHB3	55.1
ESRRA	135.8
CYP2A6	83.3
GAS6	537
MMP14	483.1
TRADD	103.5
CHURC1-FNTB	38.5
PLD1	37.2
DTX2P1-UPK3BP1-PMS2P11	248.2
BAD	44.6
PRPF8	180.3
CAPNS1	302
RPL35	827
MIR6805	1949
EIF4G2	3927.8
EIF3D	225.8
PARK7	1295.3
SRP14	732.5
GDI2	416.4
GDI2	926.4
RPL11	1688.1
ARF3	264.4
RPL21P28	1071.8
RPL24	2152.6
HNRNPC	334.2
SEPT2	1969.9
HNRNPA1P10	2169.4
RPS27A	1858.8
LOC100508408	2501.7
FAU	1317.1
TARDBP	521.1
CFL1	3067.4
RPL18	1289.3
EIF3F	509.1
RPS5	494.9
RPL27	2731.3
RPL34	1090
NARS	356.2
STARD7	357.4
RPL19	2278
SLC25A3	1241.7
SNORD35B	3293.6
RPL9	1863.1
MIR5047	1973.5
RPL6	1482.4
CTDNEP1	131.1
RPL10A	402.7
CBX3	740.1
RPL17-C18orf32	1273.7
PSMB2	600.9
KHDRBS1	519.1
ATP6V1G2-DDX39B	502.9
RTCB	221.3
ERH	490.9
GATC	332.7
ABCF1	307.5
DAD1	274.9
YY1	490.1
JTB	1134.6
KAT7	158.6
ZNF146	454.2
SART1	96.9
ILF2	283.2
SPAG7	227.9
ZPR1	82.8
TAF10	439.4
C1D	116.9
NONO	917.5
LOC101929240	467.4
RHOA	812.8
RNPS1	246.2
RPS24	4326.7
RPL30	2476
NPM1	2069.2
HSP90AB1	1369.2
MIR3620	714.6
IK	141.6
SNX3	604.3
CANX	2387.3
SART3	70.3
CNPPD1	79.3
SMNDC1	155.3
HNRNPM	325.3
HNRNPD	415.4
RPL14	462.5
GUK1	105.1
KXD1	172.2
OAZ1	1593.4
ATP6V0B	473.9
KARS	193
H3F3AP4	2458.4
RPS6	1446.5
RPS7	1825.3
USP22	373.1
C11orf58	697.4
TCEB2	409.8
COX4I1	535.1
TMED2	1835
NBEAL1	1840.1
SNORD18C	1333
FNTA	686.1
RPS25	1310.2
RPL37	2820.9
HINT1	1186.8
EEF2	820.4
RPS10	2399.1
ATP6V0E1	1232.3
HNRNPK	654
ANAPC5	400
SNORD73A	2575.8
HNRNPU	357.6
HNRNPU	719.4
EIF3A	286.5
EIF3A	85.9
EIF3A	62.4
MIR3652	295.6
MIR3652	2049.9
MSN	1029.8
ACTN4	278.4
APP	1012.9
PRKAR1A	1054.1
PRKAR1A	176.4
PRKAR1A	310.3
DSP	175.5
RAD21	167.8
RAD21	247
WDR1	696.3
NCL	626.3
WDR1	392.4
AP2B1	45.5
AP2M1	788.5
CLTC	2244
AP2B1	166.6
MLEC	58.9
MLEC	371
LASP1	532.6
SF3B2	78.8
TMEM59	1234.2
CSRP1	357
CALM3	116
CALM3	97.1
SNHG4	649.2
CAP1	956.6
SNHG4	701.5
PTGES3	1544.1
WARS	133.1
WARS	189.1
SETSIP	695.1
SETSIP	587.2
NDRG1	575.2
UBB	4783.7
PFN1	634.1
PTPRF	75.4
PTPRF	204.4
PTPRF	47.9
YWHAZ	1585.5
YWHAZ	511.6
YWHAZ	918
YWHAZ	954.8
SOD1	1211.5
HDLBP	327.5
MARCKSL1	151.6
GABARAP	553.3
NUCB1	135.4
EIF3CL	501.7
GLUL	174.9
NUCB1	306.3
LDHA	1205.6
SNORD96A	1265.6
SSR2	719.3
CALM3	458.9
P4HB	2099.6
CALM3	825.9
P4HB	587.7
SLC25A5	356.3
