X	GSM49572
MIR4640	526.6
RFC2	45.6
HSPA6	61.2
PAX8	407.3
GUCA1A	11.5
MIR5193	73.3
THRA	79.8
PTPN21	28.6
CCL5	6.1
CYP2E1	40.5
EPHB3	70.5
ESRRA	158.3
CYP2A6	133.2
GAS6	392.7
MMP14	245.3
TRADD	65.1
CHURC1-FNTB	65.7
PLD1	40.4
DTX2P1-UPK3BP1-PMS2P11	482.1
BAD	57.1
PRPF8	191.9
CAPNS1	268.4
RPL35	866.4
MIR6805	1836.7
EIF4G2	3436.6
EIF3D	246.6
PARK7	1267.6
SRP14	998.4
GDI2	585.6
GDI2	978.5
RPL11	2432.6
ARF3	276.4
RPL21P28	1570.6
RPL24	2558.2
HNRNPC	572.8
SEPT2	1533.5
HNRNPA1P10	3974.1
RPS27A	3489.1
LOC100508408	3499.7
FAU	1542.6
TARDBP	484.4
CFL1	960
RPL18	1874
EIF3F	434.8
RPS5	434.4
RPL27	2900.8
RPL34	3930.1
NARS	322.8
STARD7	206.9
RPL19	2295.4
SLC25A3	1444.9
SNORD35B	5115
RPL9	4331.9
MIR5047	2198.5
RPL6	2753.9
CTDNEP1	164.3
RPL10A	976.1
CBX3	704.9
RPL17-C18orf32	2617.1
PSMB2	350.4
KHDRBS1	431.8
ATP6V1G2-DDX39B	402.2
RTCB	223.6
ERH	714
GATC	193.1
ABCF1	181.5
DAD1	285.6
YY1	600.4
JTB	459.2
KAT7	187.4
ZNF146	383.8
SART1	56.1
ILF2	209.1
SPAG7	393.3
ZPR1	81.1
TAF10	270.7
C1D	83.5
NONO	649
LOC101929240	236.8
RHOA	1120.5
RNPS1	141.5
RPS24	5514.4
RPL30	2932.4
NPM1	1956.7
HSP90AB1	1168.8
MIR3620	333.7
IK	168.4
SNX3	770.9
CANX	1972.7
SART3	65.1
CNPPD1	88.6
SMNDC1	151.5
HNRNPM	530.8
HNRNPD	247.2
RPL14	1250.5
GUK1	58
KXD1	189.6
OAZ1	1114.2
ATP6V0B	223.2
KARS	231.1
H3F3AP4	1702.1
RPS6	4022.3
RPS7	1694.5
USP22	347.4
C11orf58	686.8
TCEB2	324.5
COX4I1	528.3
TMED2	1289.9
NBEAL1	3343.9
SNORD18C	1971.4
FNTA	572.1
RPS25	1533.7
RPL37	5138.4
HINT1	583.7
EEF2	989.2
RPS10	2582.9
ATP6V0E1	457.9
HNRNPK	603.8
ANAPC5	312.6
SNORD73A	4600.3
HNRNPU	574.3
HNRNPU	1244
EIF3A	495.4
EIF3A	132.9
EIF3A	98.1
MIR3652	337.5
MIR3652	2158.9
MSN	580.4
ACTN4	117.2
APP	489
PRKAR1A	937.9
PRKAR1A	306.1
PRKAR1A	450.3
DSP	887.4
RAD21	212.7
RAD21	252.7
WDR1	570.8
NCL	773.4
WDR1	259.8
AP2B1	107.2
AP2M1	262.8
CLTC	1480.5
AP2B1	80.8
MLEC	54.6
MLEC	316.5
LASP1	273.8
SF3B2	12.8
TMEM59	970.9
CSRP1	495
CALM3	48.5
CALM3	14.5
SNHG4	838.5
CAP1	549.1
SNHG4	719.6
PTGES3	1092.4
WARS	110.8
WARS	190.4
SETSIP	797.1
SETSIP	928.7
NDRG1	848.3
UBB	3257.2
PFN1	331.9
PTPRF	395.3
PTPRF	713
PTPRF	277.4
YWHAZ	1264.9
YWHAZ	509.1
YWHAZ	898.8
YWHAZ	1095.4
SOD1	800.8
HDLBP	219.7
