X	GSM49594
MIR4640	510
RFC2	49.2
HSPA6	10.6
PAX8	345.4
GUCA1A	45.1
MIR5193	138.8
THRA	99.3
PTPN21	8.2
CCL5	37.1
CYP2E1	43.1
EPHB3	12.1
ESRRA	106.3
CYP2A6	133.5
GAS6	414
MMP14	410.9
TRADD	111.2
CHURC1-FNTB	22.7
PLD1	62
DTX2P1-UPK3BP1-PMS2P11	296.9
BAD	31.5
PRPF8	389.3
CAPNS1	277.7
RPL35	1073.2
MIR6805	2786.4
EIF4G2	2453.9
EIF3D	407.7
PARK7	892
SRP14	897.2
GDI2	394.5
GDI2	911.5
RPL11	3020
ARF3	137.1
RPL21P28	3235.1
RPL24	4279.3
HNRNPC	429
SEPT2	1535.5
HNRNPA1P10	3754.8
RPS27A	5130.5
LOC100508408	3880.8
FAU	1853.3
TARDBP	491.8
CFL1	2326.4
RPL18	2166
EIF3F	683.9
RPS5	843.6
RPL27	4375.9
RPL34	5701.3
NARS	673.3
STARD7	187.4
RPL19	3344.6
SLC25A3	1278.5
SNORD35B	5121.9
RPL9	4105.8
MIR5047	2244.2
RPL6	3176.8
CTDNEP1	105.9
RPL10A	1927.6
CBX3	742.3
RPL17-C18orf32	5329.2
PSMB2	427.5
KHDRBS1	425.9
ATP6V1G2-DDX39B	1114
RTCB	315
ERH	874
GATC	338.7
ABCF1	196
DAD1	290.9
YY1	614.8
JTB	749.7
KAT7	164.8
ZNF146	276
SART1	107.3
ILF2	405.2
SPAG7	270.5
ZPR1	74.8
TAF10	340.4
C1D	111.5
NONO	1202.2
LOC101929240	401.9
RHOA	1188.1
RNPS1	244.2
RPS24	6512.6
RPL30	4517.4
NPM1	3702.6
HSP90AB1	2220.2
MIR3620	418.4
IK	165
SNX3	399.7
CANX	1719.3
SART3	89.2
CNPPD1	27.2
SMNDC1	128.4
HNRNPM	296.1
HNRNPD	297.9
RPL14	2128.8
GUK1	104.7
KXD1	170.7
OAZ1	1415
ATP6V0B	267.6
KARS	435.1
H3F3AP4	2952.9
RPS6	3485.5
RPS7	2654.4
USP22	366.8
C11orf58	464.3
TCEB2	338
COX4I1	694.5
TMED2	902.5
NBEAL1	3965.4
SNORD18C	3357.3
FNTA	665.2
RPS25	2363
RPL37	6434
HINT1	705.4
EEF2	1591.5
RPS10	4772
ATP6V0E1	733.1
HNRNPK	658
ANAPC5	446.6
SNORD73A	4226.8
HNRNPU	394.7
HNRNPU	772.2
EIF3A	371.4
EIF3A	102.1
EIF3A	101.7
MIR3652	366.4
MIR3652	2551.8
MSN	770.2
ACTN4	140.1
APP	373
PRKAR1A	1077.5
PRKAR1A	186.9
PRKAR1A	371
DSP	367.9
RAD21	489.6
RAD21	1069.7
WDR1	478.7
NCL	731.7
WDR1	238.2
AP2B1	178.2
AP2M1	375.8
CLTC	1373.1
AP2B1	122.4
MLEC	45.5
MLEC	236.7
LASP1	401.6
SF3B2	113.4
TMEM59	590.5
CSRP1	558.8
CALM3	226.7
CALM3	97.1
SNHG4	525.7
CAP1	712.5
SNHG4	653.7
PTGES3	1123.9
WARS	156.7
WARS	314.2
SETSIP	777.6
SETSIP	462.1
NDRG1	461.4
UBB	3546.1
PFN1	877.8
PTPRF	68.1
PTPRF	160.5
PTPRF	11.9
YWHAZ	910.4
YWHAZ	600.6
YWHAZ	770.2
YWHAZ	625.1
SOD1	668.9
HDLBP	215.8
MARCKSL1	231.5
GABARAP	583.4
NUCB1	55.3
EIF3CL	531.7
GLUL	292.1
NUCB1	134.5
LDHA	1688.9
SNORD96A	2919.7
SSR2	584.1
CALM3	484.6
P4HB	978
CALM3	785.3
P4HB	254.5
SLC25A5	521.2
PHB	121.2
PHB	13.2
S100A11	939.8
CTSA	195.8
TOMM20	723.4
CD63	2521.7
DNAJB1	58.8
SPARC	3398.7
DNAJB1	148.8
UBE2D3	290.2
UBE2D3	360.6
UBE2D3	308.5
XBP1	250
SPTBN1	5
SPTBN1	269.6
LAPTM4A	1960.3
RPL32	5395.8
CD81	700.4
UBE2L3	42.2
PTTG1IP	779.6
GRN	824.4
HMGB1	351.5
HMGB1	1609.6
GLO1	397.1
UBE2L3	204.8
UBE2L3	118
UBE2L3	73.6
SRSF11	67.5
SRSF11	580.1
SF3B3	37.5
SF3B3	69.8
MIR3654	2600.2
HSPA9	72.3
HSPA9	498
HSPA9	286.5
YWHAQ	910.1
DDX24	277.1
PPP2R1A	125.8
GSN	1367.2
HK1	174.6
KDELR2	548
KDELR2	363.9
KDELR2	690.1
NPC2	1074.2
DDX24	8.1
DYNLL1	949.8
LITAF	487.4
SNORA41	2072.2
LITAF	204.7
PRKCSH	87.3
GOT2	92.7
LOC101929368	976.9
ACADVL	294.6
SKP1	415.9
MAPRE1	165.4
MAPRE1	555.6
OS9	503.7
SNORD32A	990.2
RPL13AP5	3853.4
RPL7	10277.8
SKP1	2049.9
SKP1	63.3
ACTR1A	111.5
ACTR1A	70.7
CAPRIN1	108.5
CAPRIN1	438.7
SNORA70	69.3
SNORA70	3120
PPP1CC	854
ACTR2	135.6
ACTR2	726.3
ACTR2	443.6
PTP4A1	153.5
PTP4A1	124.3
PTP4A1	255.9
PTP4A1	120.1
ARF3	156.6
NACA	4303.2
GPX1	852.6
PGK1	126.1
PGK1	1024.2
SUMO3	113.4
SUMO3	389.4
RPS27	6811.9
