X	GSM49585
MIR4640	338.8
RFC2	53.8
HSPA6	62
PAX8	313.8
GUCA1A	2.1
MIR5193	152.2
THRA	57.4
PTPN21	11.5
CCL5	121
CYP2E1	12.5
EPHB3	44.4
ESRRA	117.2
CYP2A6	85.7
GAS6	626.2
MMP14	168.3
TRADD	64.4
CHURC1-FNTB	29.6
PLD1	35.9
DTX2P1-UPK3BP1-PMS2P11	183.6
BAD	45.5
PRPF8	252.6
CAPNS1	487
RPL35	1380.8
MIR6805	3370
EIF4G2	3042.6
EIF3D	309.5
PARK7	1096.8
SRP14	1315.9
GDI2	435.7
GDI2	828.9
RPL11	3549.5
ARF3	307
RPL21P28	3348.7
RPL24	4558
HNRNPC	411.6
SEPT2	2017.9
HNRNPA1P10	3574.6
RPS27A	5383
LOC100508408	4369
FAU	2281.3
TARDBP	480.2
CFL1	1361.4
RPL18	2634.5
EIF3F	964.1
RPS5	1327.5
RPL27	4423.6
RPL34	4724.5
NARS	733.2
STARD7	228.8
RPL19	3303.2
SLC25A3	1209.1
SNORD35B	7202
RPL9	4632.8
MIR5047	2027.7
RPL6	2841.3
CTDNEP1	103.6
RPL10A	1095.8
CBX3	793
RPL17-C18orf32	4851.5
PSMB2	596.5
KHDRBS1	558.7
ATP6V1G2-DDX39B	539.8
RTCB	283.5
ERH	656.6
GATC	301.8
ABCF1	171
DAD1	259.8
YY1	428
JTB	819.6
KAT7	215.8
ZNF146	358.6
SART1	65.6
ILF2	300.5
SPAG7	185.2
ZPR1	65.1
TAF10	359.3
C1D	100.5
NONO	878
LOC101929240	361.2
RHOA	2656.4
RNPS1	190.7
RPS24	6219.3
RPL30	4779.3
NPM1	2310.5
HSP90AB1	1792.9
MIR3620	540
IK	162.3
SNX3	747.9
CANX	1944.4
SART3	81.1
CNPPD1	47.9
SMNDC1	199.7
HNRNPM	343.2
HNRNPD	272.9
RPL14	2137.8
GUK1	134.5
KXD1	135
OAZ1	1387.9
ATP6V0B	384.2
KARS	501.9
H3F3AP4	2819.3
RPS6	4667.1
RPS7	2283.7
USP22	302.7
C11orf58	766.7
TCEB2	577
COX4I1	668.6
TMED2	1317.4
NBEAL1	4617.5
SNORD18C	2655.7
FNTA	634.8
RPS25	2112.6
RPL37	6293
HINT1	759.8
EEF2	1431.6
RPS10	4440.9
ATP6V0E1	767.6
HNRNPK	700.6
ANAPC5	467.6
SNORD73A	5548.7
HNRNPU	269.5
HNRNPU	754.2
EIF3A	575.8
EIF3A	129.4
EIF3A	123.6
MIR3652	253.9
MIR3652	1843.1
MSN	852
ACTN4	81
APP	391.7
PRKAR1A	1226.4
PRKAR1A	221.3
PRKAR1A	518.6
DSP	675.2
RAD21	238.2
RAD21	448.6
WDR1	711.9
NCL	772.6
WDR1	434.9
AP2B1	268.5
AP2M1	197.4
CLTC	2361.1
AP2B1	119
MLEC	23.2
MLEC	269.1
LASP1	482
SF3B2	182.9
TMEM59	1217.4
CSRP1	353.7
CALM3	70.5
CALM3	55.6
SNHG4	864.3
CAP1	1252.5
SNHG4	713.2
PTGES3	1535.5
WARS	159.4
WARS	217.7
SETSIP	615.4
SETSIP	995.7
NDRG1	468.5
UBB	4087.4
PFN1	595.8
PTPRF	129
PTPRF	612.5
PTPRF	93.2
YWHAZ	1314.7
YWHAZ	766.2
YWHAZ	1080.8
YWHAZ	895.8
SOD1	1386.3
HDLBP	252
MARCKSL1	130.5
GABARAP	553.1
NUCB1	17.8
EIF3CL	554.8
GLUL	222.8
NUCB1	88.9
LDHA	4633.5
SNORD96A	2779.1
SSR2	603
CALM3	136.9
P4HB	1059.1
CALM3	524.3
P4HB	149.1
SLC25A5	493.3
PHB	112.4
PHB	68.6
S100A11	858.9
CTSA	153.3
TOMM20	1136.1
CD63	2077
DNAJB1	61.6
SPARC	1748.7
DNAJB1	162.3
UBE2D3	1058.5
UBE2D3	799
UBE2D3	435.9
XBP1	182.1
SPTBN1	52.2
SPTBN1	373
LAPTM4A	1857.2
RPL32	4956.2
CD81	971.3
UBE2L3	52
PTTG1IP	2004.3
GRN	388.1
HMGB1	489.6
HMGB1	1482.1
GLO1	493.3
UBE2L3	214.7
UBE2L3	102.7
UBE2L3	72
SRSF11	120.6
SRSF11	738.7
SF3B3	99.2
SF3B3	41
MIR3654	3020.9
HSPA9	45.9
HSPA9	582.2
HSPA9	240.4
YWHAQ	1432.9
DDX24	212.8
PPP2R1A	185.6
GSN	1150.5
HK1	271
KDELR2	437.3
KDELR2	320.7
