X	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5	VPA_EC10_24h_run1	VPA_EC10_24h_run2	VPA_EC10_24h_run3	VPA_EC10_24h_run4	VPA_EC10_24h_run5
gtf2a2_85277	18	1	11	0	0	6	3	17	1	10	7	4	5	5	6
nfe2l1b_85278	32	29	35	19	0	34	30	29	37	27	24	27	25	38	16
e2f7_85279	112	129	144	86	0	133	82	164	90	65	111	78	102	130	63
hbl4_85280	2	5	8	3	0	3	1	0	1	1	4	0	6	1	1
hoxb13a_85281	0	1	9	5	0	1	2	4	1	3	5	2	8	10	5
bcl2l13_85282	81	63	62	37	0	67	41	81	38	41	48	37	43	62	45
sult1st3_85283	5	3	12	1	0	0	1	1	0	5	2	1	2	2	2
opn1sw1_85284	15	4	28	4	2	13	6	20	6	3	4	10	9	11	15
ube2a_85285	425	1135	1050	1228	2	523	1083	1017	902	1410	510	847	691	1056	898
pop5_85286	68	73	99	100	0	79	105	115	100	85	51	73	57	85	89
mknk1_85287	41	20	27	24	0	25	45	30	30	26	19	27	15	34	25
tagln2_85288	422	786	611	1110	0	406	847	541	932	1247	464	818	580	659	865
mapkap1_85289	13	8	8	10	0	18	6	11	10	8	14	11	7	13	8
taldo1_85290	27	6	20	7	0	30	8	17	21	13	14	9	11	16	4
si:dkey-251i10.3_85291	109	28	52	42	0	73	41	49	40	20	56	26	46	46	31
creg1_85292	10	1	4	6	0	5	1	6	5	7	4	1	4	4	3
slc25a4_85293	6	3	8	6	0	4	2	4	8	6	3	0	4	4	0
htr5aa_85294	4	5	7	2	0	6	5	5	3	5	5	2	5	7	5
gnb3a_85295	6	9	6	3	0	2	3	3	1	4	0	6	4	6	3
arnt2_85296	45	36	55	25	0	48	45	55	41	24	45	32	42	47	34
mre11a_85297	144	155	135	153	0	81	174	184	115	134	118	133	121	157	123
tmed10_85298	914	1733	1652	1858	0	1337	2102	1794	2093	1690	1289	1461	1531	1924	1287
pecam1_85299	3	15	6	8	0	6	19	9	3	8	4	7	8	8	12
prss59.1_85300	7	5	13	5	0	17	12	3	7	3	6	12	4	3	2
atic_85301	190	79	161	88	0	124	130	181	114	67	150	78	131	109	71
tcta_85302	56	100	70	139	0	41	131	114	113	139	48	107	107	117	74
ube2q2_85303	64	45	60	22	0	84	52	57	36	33	78	27	31	47	26
dtl_85304	62	36	57	53	0	81	75	88	65	48	44	38	55	77	70
nlrx1_85305	21	23	24	16	0	33	32	23	11	14	31	19	21	12	22
slit2_85306	36	16	30	20	0	49	36	25	34	30	23	11	20	27	15
ap3m1_85307	216	227	227	215	0	209	208	182	191	168	161	189	136	195	164
adam8a_85308	100	74	68	71	0	83	67	99	51	98	86	53	68	60	69
nrp1a_85309	725	635	720	498	0	601	590	545	586	455	560	420	508	620	517
fndc4b_85310	20	23	27	21	0	14	20	30	9	24	14	17	23	13	16
grin2da_85311	10	8	14	5	0	11	6	8	13	10	9	10	5	10	4
kcnk4a_85312	2	0	0	2	0	2	3	5	2	4	0	2	2	0	0
ext1c_85313	4	8	8	9	0	0	1	1	3	0	4	5	3	3	2
rps27a_85314	25694	16125	21248	13354	13	30334	18245	20974	13278	11202	19563	11073	17799	16347	10912
scyl3_85315	5	8	5	5	0	11	10	11	7	6	8	11	6	3	1
nefma_85316	6	3	8	10	0	3	4	3	1	7	16	17	10	10	4
ppp2r1ba_85317	265	129	156	75	0	211	119	177	95	67	149	83	113	116	106
ncapg_85318	46	19	15	9	0	22	23	25	18	12	26	4	21	10	13
pgam1b_85319	78	37	49	44	0	30	34	60	36	31	37	36	59	45	21
col4a3bpb_85320	26	12	20	20	0	22	16	31	24	13	14	15	26	20	14
prr5a_85321	25	18	24	4	0	29	13	29	18	16	19	14	14	17	26
lig1_85322	481	176	189	267	0	834	272	458	367	272	64	1006	95	343	387
btr21_85323	1	1	0	1	0	4	0	0	3	3	0	0	3	1	1
rps10_85324	955	511	660	537	0	687	709	965	508	377	571	374	681	620	365
h2afx_85325	746	857	1014	850	2	727	1041	1256	1224	770	770	535	808	920	472
suz12b_85326	84	65	89	49	0	79	66	74	54	56	75	49	51	66	62
g3bp2_85327	183	141	151	147	0	185	136	137	124	125	124	78	161	163	114
chp1_85328	15	7	1	8	0	6	10	11	15	4	13	2	7	12	8
fignl1_85329	104	139	123	159	0	99	126	136	163	195	77	105	118	158	156
bod1_85330	37	55	61	38	0	44	37	55	30	23	30	37	38	45	24
pole3_85331	119	173	203	120	0	239	119	223	194	124	137	134	141	202	89
tiparp_85332	35	39	92	55	0	94	39	93	44	44	40	100	54	74	53
cmpk2_85333	3	4	6	2	0	0	0	0	3	2	0	6	0	2	1
nvl_85334	13	5	13	2	0	16	5	3	3	6	1	0	5	5	1
fosab_85335	3	2	3	1	0	4	8	1	2	1	5	0	2	2	0
clk4a_85336	459	271	430	222	0	493	233	382	222	180	387	257	218	306	207
relb_85337	2	0	2	1	0	0	2	2	0	0	1	1	0	6	0
dldh_85338	105	43	65	60	1	56	76	98	50	33	90	44	54	65	46
ugt1b4_85339	7	1	5	5	0	3	7	3	2	4	0	6	1	4	4
selenow1_85340	1094	1251	1293	1922	1	1157	1438	1272	2018	1852	691	1709	933	1940	1786
gaa_85341	7	8	3	10	0	7	6	12	11	14	6	8	2	22	6
blvra_85342	124	117	151	111	0	115	132	138	143	106	90	90	110	112	112
prrg1_85343	68	32	39	32	0	53	34	44	33	26	32	35	42	35	13
ppp1r13bb_85344	14	8	19	3	0	15	8	16	2	7	9	5	7	4	10
csk_85345	11	11	13	8	0	15	7	14	6	7	16	17	11	11	9
rac2_85346	180	142	203	145	0	112	118	128	162	104	142	101	113	155	136
cks2_85347	51	154	70	113	0	34	119	121	130	95	50	88	65	129	104
morf4l1_85348	378	740	678	1026	0	432	900	732	1026	1038	406	692	597	930	749
si:ch211-14a17.10_85349	5	2	2	2	0	2	2	0	8	2	3	1	2	1	3
znf703_85350	67	85	133	89	0	110	111	139	68	76	108	64	107	101	51
mybl1_85351	5	4	6	0	0	8	5	4	4	4	8	3	9	5	4
mtpn_85352	271	274	293	235	1	353	357	340	295	206	280	195	255	276	191
cenpk_85353	149	303	315	346	0	217	290	277	322	270	173	266	191	365	264
cdab_85354	0	0	1	4	0	0	1	1	2	0	0	2	2	2	0
stbd1_85355	156	77	101	50	0	76	93	76	74	57	71	49	46	51	48
wnt2bb_85356	0	8	6	17	0	3	3	11	8	16	3	2	6	15	14
itpkcb_85357	115	67	98	62	0	117	89	92	61	50	101	47	96	62	41
gtf2e2_85358	17	13	29	13	0	18	4	19	13	11	15	12	12	15	10
gria3a_85359	4	2	3	2	0	4	1	1	1	2	5	2	1	2	3
hsd17b10_85360	14	17	15	10	0	8	13	11	22	5	8	4	12	15	12
tfdp1a_85361	7	7	4	5	0	4	7	8	7	6	10	3	5	6	2
nfkbib_85362	23	19	38	21	0	24	16	24	28	11	24	16	12	15	40
ncf4_85363	3	5	12	5	0	5	5	4	8	9	11	10	11	3	2
ska1_85364	6	3	10	3	0	4	11	19	6	6	7	3	1	8	0
tyms_85365	282	238	255	242	0	168	237	278	209	167	166	138	231	208	149
mcl1a_85366	25	26	18	26	0	27	20	50	15	16	27	20	20	16	11
kcnk9_85367	5	4	14	0	0	6	0	6	4	4	0	3	4	3	2
timm23b_85368	6	0	9	4	0	5	5	1	2	1	2	4	1	1	0
CAPN1_85369	2	4	1	3	0	1	2	1	1	0	4	2	0	0	1
npdc1a_85370	55	29	31	24	0	36	29	32	20	34	9	27	44	24	10
hnf1a_85371	51	32	30	10	0	26	25	28	23	35	30	16	32	20	10
brms1la_85372	186	120	183	115	0	208	116	188	72	92	135	110	81	102	102
msra_85373	7	22	18	13	0	8	17	17	26	21	16	19	15	20	24
prkacab_85374	240	228	228	234	2	188	183	193	177	222	131	228	146	248	199
cltcb_85375	433	545	527	500	0	364	515	607	552	397	400	360	424	568	365
hsp90b1_85376	60	116	163	116	1	101	130	178	159	113	98	69	152	121	105
psmd14_85377	45	37	75	44	0	42	42	70	45	51	32	46	52	40	29
slc39a4_85378	13	8	4	9	0	12	6	13	11	10	10	6	11	15	10
slc6a19b_85379	0	0	0	2	0	0	4	6	1	7	0	4	3	2	3
bnip3la_85380	22	15	31	10	0	19	26	69	32	66	15	8	35	26	27
prkx_85381	23	16	21	11	0	21	11	21	15	14	16	12	12	23	12
hif1ab_85382	748	956	1209	998	0	762	1029	1054	1050	983	817	720	912	1044	871
mrps6_85383	101	78	82	104	1	84	88	104	61	61	59	55	54	73	48
atp2c1_85384	97	88	54	51	0	68	63	79	55	40	68	58	48	62	40
nop56_85385	36	34	59	26	0	37	31	71	34	24	17	10	39	26	24
slc6a4a_85386	7	5	27	8	0	7	7	7	5	5	2	4	9	6	10
epn3b_85387	2	4	10	1	0	0	4	4	3	2	2	1	1	5	2
gngt1_85388	1	0	3	4	0	0	0	6	1	4	1	2	3	2	0
suv39h1b_85389	849	967	872	1231	2	745	1091	853	1181	1500	626	883	889	1214	1267
ufm1_85390	180	171	172	156	0	127	152	143	180	196	96	117	146	233	122
bnip4_85391	12	10	9	21	0	16	4	13	18	5	20	17	22	14	6
kdm5a_85392	4	1	0	0	0	10	2	3	1	0	1	0	0	2	1
sept10_85393	34	37	34	45	0	49	29	33	50	26	48	35	34	34	23
tsc22d3_85394	30	48	37	71	0	20	40	43	55	52	19	13	35	38	58
atp6v0e1_85395	22964	47832	36439	53581	51	27949	48932	40691	47292	49903	25233	34631	41867	52311	45488
abcf3_85396	11	4	3	2	0	6	1	7	5	1	1	3	0	6	3
irx5b_85397	38	29	41	36	0	31	26	36	21	27	31	23	44	41	15
irf7_85398	7	14	20	10	1	18	13	15	8	8	3	11	14	6	17
tram2_85399	158	93	128	83	1	123	89	114	74	79	79	66	86	90	60
fabp11b_85400	3	3	0	4	1	1	3	1	2	1	0	2	0	4	0
rbm12b_85401	38	40	36	30	0	30	37	49	20	35	30	38	27	51	24
lrp10_85402	343	230	245	221	0	324	250	263	246	217	201	220	185	285	239
si:dkey-188i13.7_85403	1	9	17	4	0	0	2	4	5	4	4	3	0	11	7
si:dkeyp-113d7.1_85404	303	355	358	295	0	307	383	368	315	283	283	270	283	332	353
tent4a_85405	555	375	420	306	0	425	349	314	247	250	337	291	293	395	366
mob1a_85406	42	46	75	28	0	65	30	66	27	24	38	26	43	51	18
timm9_85407	200	227	235	196	0	235	260	273	198	173	214	133	191	252	153
rac3a_85408	0	5	2	3	0	1	3	6	0	3	4	3	8	4	4
nr1h3_85409	128	321	198	250	0	159	274	291	204	408	192	193	249	264	225
znf217_85410	2089	1218	1237	1077	2	1931	950	1097	857	1066	1070	1124	894	1228	1493
pax6a_85411	751	622	627	745	1	675	543	550	504	660	454	547	533	778	721
ruvbl1_85412	187	120	151	154	0	164	189	240	158	149	164	107	169	141	104
keap1b_85413	19	9	10	7	0	28	7	25	4	5	6	6	7	12	8
bcl7ba_85414	2	4	1	1	0	2	2	2	1	3	0	1	1	3	2
clocka_85415	19	6	24	9	0	15	20	17	15	14	5	9	17	9	11
mrpl53_85416	4	34	55	68	0	36	54	17	69	84	42	46	44	39	38
myzap_85417	9	2	1	2	0	3	1	5	0	0	5	5	4	3	5
ormdl2_85418	4	3	8	7	0	2	6	5	8	6	10	3	8	10	8
CABZ01086734.1_85419	228	82	81	56	0	167	76	126	41	45	119	56	88	70	53
nit1_85420	84	94	78	103	0	182	135	120	102	105	95	73	108	94	124
slc38a5b_85421	175	39	55	38	0	116	46	55	31	39	64	27	50	40	51
acta2_85422	0	7	4	3	0	4	4	1	2	10	2	3	4	2	4
ugt2a4_85423	11	1	2	2	0	6	13	4	7	11	3	3	2	11	14
ccnd3_85424	19	20	14	8	0	15	16	21	12	15	17	9	18	26	12
slc25a27_85425	24	10	23	11	0	26	24	18	16	7	19	14	15	9	16
cttn_85426	313	257	333	281	0	262	309	303	274	238	329	249	242	312	256
psen1_85427	12	9	4	6	0	8	8	9	5	5	10	3	6	5	9
slc7a5_85428	44	38	25	34	0	28	43	57	12	25	13	31	32	26	13
cry1aa_85429	21	7	12	13	0	13	11	11	22	6	1	5	6	11	19
tnfrsf19_85430	476	507	514	437	0	368	516	480	343	365	393	316	430	442	498
ptpn12_85431	34	9	14	5	0	32	4	14	7	7	20	3	12	7	5
dio1_85432	41	21	23	16	0	32	20	32	32	18	26	27	27	37	29
slc27a2a_85433	18	11	10	1	0	12	6	6	4	5	4	4	3	5	2
egr2b_85434	3	7	3	2	0	10	6	6	3	1	7	4	12	8	5
casp3b_85435	124	119	72	129	0	83	137	91	135	65	133	90	91	176	76
tp53bp1_85436	51	18	17	10	0	37	23	22	18	7	41	7	21	20	15
cirbpb_85437	5561	5396	6165	4337	4	6091	5567	6324	4049	3782	5402	3240	5297	4948	3913
adi1_85438	231	156	187	136	1	186	227	213	151	96	196	119	154	156	100
alpi.1_85439	25	63	130	85	0	41	49	41	55	38	55	55	41	75	49
tsen2_85440	4	6	5	2	0	8	10	4	1	6	4	0	1	9	6
agxt2_85441	12	20	21	24	0	30	9	21	8	6	21	13	15	18	14
alx1_85442	4	3	0	3	0	5	5	5	4	3	2	3	0	7	12
ovol1a_85443	10	1	3	2	0	1	5	3	7	8	0	0	8	0	2
wipi1_85444	78	107	110	118	0	74	84	132	164	131	88	80	128	133	91
ndrg1a_85445	43	31	45	33	0	19	56	43	56	27	39	23	31	42	23
rxrab_85446	17	9	23	14	0	6	8	19	16	8	21	5	11	20	11
btr24_85447	2	2	0	1	0	3	0	2	2	4	1	0	2	3	4
nipsnap3a_85448	0	0	3	0	0	0	2	0	2	0	0	0	0	0	3
pim1_85449	345	237	301	164	0	189	279	254	179	235	280	95	234	205	185
ahcy_85450	585	377	538	316	0	513	349	649	346	180	493	259	482	390	202
slc35a5_85451	25	23	23	29	0	26	21	21	24	26	16	28	12	42	11
lyar_85452	1108	1660	1324	1538	1	1176	1342	1335	1232	1604	1097	1497	1025	1372	1361
gap43_85453	25	19	40	17	0	57	18	32	19	14	30	11	16	18	23
opn1mw3_85454	6	1	0	0	0	2	0	3	0	0	0	5	0	1	1
mpzl1l_85455	318	723	594	701	0	482	778	688	642	790	466	537	523	747	838
trub2_85456	73	79	64	91	0	48	84	90	114	73	46	63	49	97	69
fbxo21_85457	63	41	31	26	0	44	21	36	21	20	73	23	29	28	40
arsg_85458	46	28	25	17	0	68	19	20	17	19	29	19	22	41	15
fynb_85459	28	4	22	9	0	19	8	8	7	4	13	11	8	10	9
fanci_85460	6	1	3	8	0	4	4	3	5	7	1	5	6	2	6
rhov_85461	64	28	33	19	0	29	28	37	20	21	31	17	17	14	11
gna15.3_85462	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
rnpc3_85463	2	1	1	4	0	2	2	3	3	0	0	2	2	3	0
prkcq_85464	0	0	3	3	0	4	0	3	1	0	2	2	3	3	0
nab1b_85465	12	9	11	5	0	16	11	9	7	3	6	7	4	4	8
nup37_85466	372	232	218	180	0	326	245	219	133	133	219	168	196	237	170
nup85_85467	81	41	52	22	0	103	40	69	33	26	49	21	40	40	25
lpar1_85468	1	1	2	6	0	7	1	4	3	3	0	0	7	3	1
acat1_85469	109	57	146	85	0	113	99	119	73	52	63	55	96	93	53
tshr_85470	5	7	4	4	0	0	1	1	1	5	3	2	3	3	4
rpl36_85471	21391	27843	26765	33390	42	25643	31407	32554	32807	31963	18224	24999	29284	34969	22633
si:ch73-74h11.1_85472	4	5	6	3	0	5	1	4	1	6	7	1	10	2	4
hprt1_85473	384	286	428	363	0	340	335	316	310	313	357	255	243	397	276
CU639469.1_85474	7	3	4	1	0	2	3	4	1	8	0	2	3	5	1
blcap_85475	17	43	38	40	0	25	32	40	53	37	21	21	23	41	36
dlat_85476	332	316	234	382	0	285	290	334	278	318	233	324	183	357	279
stat5a_85477	7	6	1	1	0	12	6	10	0	3	10	1	11	4	3
CHST13_85478	6	16	1	3	0	3	15	11	4	9	2	13	3	16	2
ighv6-1_85479	3	0	0	0	0	0	1	1	0	0	2	0	1	0	1
il17rd_85480	350	344	348	348	0	244	258	260	270	391	198	308	196	383	381
hyou1_85481	6	8	15	2	0	4	12	5	6	4	8	3	0	5	5
itfg1_85482	15	30	24	27	0	24	23	17	20	11	24	16	20	21	21
si:ch211-22k7.9_85483	656	787	784	675	0	580	770	729	713	988	356	810	616	820	660
polr1c_85484	7	5	4	4	0	1	6	1	1	1	1	0	6	5	5
si:dkey-85a20.4_85485	1	6	8	2	0	5	7	6	0	9	3	5	4	7	3
akr1b1_85486	20	6	13	8	0	7	14	17	5	2	7	8	9	12	1
map1lc3a_85487	0	0	0	2	0	0	2	0	3	1	2	0	1	1	3
junba_85488	31	30	24	26	1	15	12	18	27	23	21	22	14	16	12
aqp4_85489	37	20	44	39	0	18	28	55	46	40	12	23	51	48	35
h2afvb_85490	366	303	442	316	1	394	337	481	333	164	305	243	364	325	123
mrpl37_85491	223	375	396	395	0	285	453	456	371	369	267	340	313	428	344
si:ch211-259g3.4_85492	7	2	5	6	0	0	8	13	0	6	9	0	5	4	4
nlgn3b_85493	6	4	6	4	0	1	6	3	7	7	2	2	4	6	6
zgc:92606_85494	4	16	22	20	0	22	23	15	24	26	12	16	19	31	2
cdca4_85495	24	5	13	14	0	26	10	21	20	6	23	4	17	21	6
tmed2_85496	955	1985	1430	2368	2	1051	2250	1518	2327	2202	1119	1559	1545	2084	1895
exosc4_85497	344	236	271	237	0	358	275	274	209	163	325	198	216	188	202
plac8.2_85498	0	4	3	3	0	2	0	0	0	1	0	2	1	3	3
herpud1_85499	10	13	19	11	0	17	10	23	8	6	9	6	9	16	6
acadm_85500	579	445	486	393	2	556	420	386	456	493	399	472	406	511	515
ddc_85501	5	1	0	1	0	0	4	0	2	1	3	1	3	1	2
rfx5_85502	95	48	47	40	2	66	41	61	29	25	57	40	40	52	41
pin1_85503	756	1220	1007	1458	0	903	1436	1202	1314	1359	719	1041	916	1337	1055
myl12.1_85504	2793	4318	4674	5175	2	3185	4449	5155	5313	4364	3229	4337	4317	5236	4116
ngrn_85505	162	152	160	194	1	180	184	185	200	205	184	198	160	223	197
maff_85506	11	4	2	2	0	8	2	3	3	8	3	3	1	1	2
slc6a9_85507	56	38	21	10	0	31	26	60	16	7	40	17	16	34	20
ipo13_85508	170	135	167	112	0	179	119	135	78	85	99	92	111	123	89
krt8_85509	196	172	124	457	0	218	342	144	270	245	473	57	86	145	188
pcdh2ac_85510	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0
hsd3b1_85511	0	4	3	1	0	0	2	0	0	0	1	1	1	1	1
nop58_85512	1506	1885	1819	1563	0	2010	2193	2297	1681	1320	1419	1309	1539	1833	1222
mtf2_85513	225	121	123	77	1	201	146	120	70	87	106	81	111	118	130
hacd3_85514	32	14	8	4	0	5	12	15	12	4	16	7	6	1	0
LO018552.1_85515	4	1	0	0	0	1	3	0	5	0	2	0	1	3	1
xaf1_85516	12	6	5	1	0	4	4	5	10	6	2	4	9	4	5
hoxa9a_85517	156	146	158	135	0	136	167	180	116	98	146	104	116	165	126
slc10a7_85518	46	64	54	61	0	63	48	64	71	48	33	72	55	73	58
adprh_85519	65	59	81	82	0	20	71	50	66	106	66	22	46	35	90
timeless_85520	1079	898	849	862	0	948	850	793	636	735	688	686	725	844	824
mrvi1_85521	0	4	2	2	0	2	1	8	0	3	2	3	2	2	5
ccdc61_85522	8	8	4	9	0	10	6	11	3	4	12	7	5	6	4
itgb1bp1_85523	120	53	56	39	0	127	47	69	23	28	89	44	62	43	50
slc9a3r1a_85524	87	100	95	107	2	117	105	137	98	85	64	119	89	100	93
them4_85525	19	24	26	18	0	21	31	21	36	26	13	16	28	47	34
nfkbiaa_85526	55	56	40	32	0	60	0	8	13	47	21	48	11	19	26
rpl7a_85527	13099	15668	16640	18556	13	13453	16343	18848	18999	17437	10990	12629	16865	19146	13776
btr23_85528	0	0	0	0	0	1	2	4	0	0	10	0	4	1	0
nhp2_85529	509	1067	991	1664	0	536	1073	1097	1582	1495	538	1026	768	1381	932
gria4a_85530	3	5	6	9	0	4	9	8	9	8	3	17	12	16	5
cxcl19_85531	0	5	1	3	0	1	2	2	0	5	0	0	2	7	0
CABZ01045062.1_85532	59	29	22	17	0	39	13	20	14	26	27	18	27	12	13
ralba_85533	125	230	270	225	0	244	294	302	223	140	268	215	252	239	131
rsu1_85534	7	0	16	2	0	4	0	5	1	5	2	0	7	3	4
lyz_85535	2	2	2	2	0	4	2	1	1	1	1	1	0	0	0
ppp2r5eb_85536	13	20	34	17	0	27	35	25	17	29	22	22	25	20	14
si:ch211-214b16.4_85537	26	12	12	11	0	7	14	5	17	3	5	11	6	22	18
fgf7_85538	3	4	9	13	0	2	2	4	4	15	1	9	4	2	7
cyp2aa3_85539	14	20	24	14	0	20	14	21	13	20	6	8	19	15	19
smarca5_85540	415	82	100	147	1	182	136	96	117	180	106	209	127	150	60
psmc6_85541	896	1144	844	1362	1	834	1160	961	1457	1229	610	928	712	1362	1163
rhoab_85542	171	186	267	193	0	195	196	297	258	153	177	169	227	236	129
ncapd2_85543	41	18	16	18	0	25	21	40	28	12	21	15	26	28	13
ndnl2_85544	120	84	85	86	0	109	72	94	48	73	104	58	63	76	70
zgc:63568_85545	68	36	37	25	0	38	25	41	24	18	16	20	29	25	19
serhl_85546	61	76	105	96	0	32	80	84	92	70	58	45	58	116	110
ehhadh_85547	73	43	46	30	0	61	50	53	36	35	33	41	49	48	39
dusp22b_85548	153	165	115	87	0	165	116	132	93	127	61	111	91	128	125
znf318_85549	1193	1373	692	1571	1	1230	1335	1041	1478	1575	866	1545	750	1583	1001
nudt5_85550	27	45	34	41	0	21	31	34	63	32	42	37	31	36	32
kif2c_85551	247	226	238	229	0	257	242	333	209	171	225	174	246	259	186
calm3a_85552	364	416	443	418	0	326	388	473	447	455	257	393	317	511	356
srsf10b_85553	41	21	25	10	0	42	29	42	28	26	38	14	23	22	15
rpap3_85554	540	626	548	674	0	573	628	576	481	700	510	483	552	569	678
pax8_85555	6	4	8	3	0	5	5	2	3	3	2	3	0	5	2
polr3b_85556	175	147	247	83	0	304	89	176	127	171	137	269	132	170	155
npas4l_85557	29	9	10	8	0	19	7	1	0	7	14	3	7	2	2
stxbp1a_85558	216	136	142	146	1	156	152	117	161	180	141	119	123	150	169
pax2a_85559	248	229	251	214	0	258	235	243	180	185	206	216	196	219	232
pla2g7_85560	0	6	5	0	0	0	1	0	0	0	0	1	2	3	3
slc16a10_85561	108	80	106	64	0	112	77	105	45	48	95	59	73	78	59
eef1b2_85562	95	68	69	55	0	92	91	74	55	53	65	56	72	53	64
cntf_85563	21	14	4	9	0	9	4	8	19	10	10	9	8	18	9
dll4_85564	2	7	1	9	0	4	2	1	0	6	4	4	3	5	1
ctr9_85565	480	267	335	181	0	378	301	282	186	146	315	196	255	267	246
eprs_85566	6	5	7	3	0	10	3	7	5	7	0	3	8	9	8
rrm1_85567	766	1360	1087	1561	1	567	1393	1300	1817	1490	719	1238	935	1052	1240
rac1l_85568	21	23	10	19	0	6	15	7	14	30	5	14	14	17	27
aifm4_85569	4	4	3	2	0	10	5	0	6	1	1	2	4	3	4
rraga_85570	364	362	367	305	0	329	444	379	313	200	431	240	289	331	235
si:ch211-160f23.5_85571	213	92	144	150	0	199	126	164	96	90	134	100	84	108	94
ngb_85572	0	3	10	1	0	3	1	0	3	2	3	2	3	2	0
mxe_85573	0	2	0	0	0	0	3	1	2	3	4	4	2	5	8
sprb_85574	4	11	11	7	0	1	6	12	5	13	6	4	12	1	2
hikeshi_85575	29	20	34	22	0	53	38	51	33	21	24	20	21	28	30
si:dkey-288i20.2_85576	130	118	77	129	0	82	89	64	62	105	103	90	88	108	123
ush1c_85577	5	0	0	1	0	1	0	0	0	1	0	0	0	0	1
sema7a_85578	23	7	5	6	0	10	4	18	7	4	5	6	7	7	3
CACNG5_85579	3	0	2	0	0	0	2	1	0	4	0	0	3	3	2
atf1_85580	147	210	240	188	0	121	206	258	273	165	204	132	186	277	176
ephx1_85581	10	25	18	6	0	12	9	16	4	11	12	8	9	5	10
hexb_85582	18	6	46	17	0	19	9	24	43	11	6	20	26	23	6
rae1_85583	18	12	12	6	0	13	15	16	12	21	13	16	11	15	6
chrna2a_85584	5	5	11	8	0	4	7	7	4	5	6	5	6	4	5
baxa_85585	8	13	25	12	0	15	19	6	17	16	13	14	7	13	9
alg8_85586	13	40	61	16	0	9	87	56	76	17	22	23	53	68	0
lsm1_85587	23	33	49	15	0	16	33	34	14	15	24	16	18	31	9
ptk2ba_85588	5	0	0	2	0	1	0	4	0	7	3	2	6	2	2
kdelr2b_85589	291	381	347	368	0	249	332	309	335	387	179	261	266	380	317
l1cama_85590	0	1	9	1	0	0	2	1	1	7	0	2	5	6	0
stx4_85591	31	9	11	17	0	11	17	17	11	11	8	13	13	21	4
cenpe_85592	1135	663	742	520	0	1064	556	731	413	390	698	492	493	530	492
fosb_85593	8	3	0	0	0	1	3	0	0	2	0	2	3	0	0
mpi_85594	1	5	4	2	0	3	3	4	4	1	0	0	4	1	3
pax3a_85595	143	70	70	43	0	151	87	77	39	29	89	54	65	65	57
rnmt_85596	95	93	42	115	0	82	103	91	126	92	72	65	54	114	100
nqo1_85597	329	603	401	693	1	412	478	568	643	834	348	443	391	691	810
itpr2_85598	0	2	0	0	0	2	0	0	1	2	2	1	2	1	0
si:ch73-190m4.1_85599	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0
adam10a_85600	846	686	1005	751	0	840	882	865	866	710	745	700	871	921	661
pora_85601	19	13	26	12	0	15	19	33	31	9	15	7	24	13	6
ncbp2_85602	23	8	21	22	1	13	15	16	19	14	34	9	22	11	10
scn1laa_85603	41	23	46	18	0	28	17	13	17	10	10	13	21	11	27
vapb_85604	129	120	65	93	1	128	125	110	97	172	121	126	49	54	127
copa_85605	794	1139	781	1643	0	718	1126	744	1437	1838	679	1013	689	1414	1424
slc22a6l_85606	15	18	19	12	0	24	10	26	3	8	19	7	15	17	9
igl4v10_85607	13	21	12	9	0	4	8	9	0	8	4	2	3	1	2
ccdc92_85608	11	15	24	27	0	8	17	15	17	24	18	11	6	29	24
cherp_85609	299	140	188	94	0	239	140	183	78	79	191	89	122	114	107
trdmt1_85610	35	10	25	13	0	27	13	11	12	4	12	19	17	27	10
tomm20a_85611	769	361	504	255	0	704	363	477	240	248	443	331	420	405	310
rx3_85612	29	61	36	42	0	45	43	63	51	56	31	43	42	54	37
ephb1_85613	1	5	0	0	0	1	3	1	1	5	0	3	1	5	0
ripk1l_85614	107	71	102	72	0	82	84	119	66	62	79	67	72	70	76
coq5_85615	42	60	53	71	0	65	81	58	75	43	56	38	40	78	44
vtg3_85616	1	3	4	1	0	1	3	2	2	2	4	1	2	4	2
cd44a_85617	0	0	8	1	0	0	0	1	0	0	1	0	0	1	2
fgf10b_85618	4	3	2	6	0	2	2	1	2	2	2	6	1	8	1
rpsa_85619	6239	2434	2997	1679	2	5655	2460	3321	1565	1307	3630	1646	2284	2222	1640
med12_85620	42	37	78	33	0	43	58	79	31	31	48	23	79	68	41
ripk3_85621	0	1	5	0	0	0	1	1	0	5	0	2	3	2	2
pwp1_85622	236	321	321	353	0	249	318	298	320	329	241	249	194	314	293
sox4a_85623	355	385	489	387	1	360	388	475	397	361	416	345	378	449	357
si:ch211-253b8.5_85624	76	25	36	50	0	80	50	26	92	59	63	46	45	53	34
vgll4b_85625	317	210	292	181	0	287	233	311	187	150	255	136	223	252	166
aldh2.2_85626	12	9	9	11	0	21	7	9	23	6	7	8	14	21	14
henmt1_85627	5	0	0	3	0	5	2	1	1	2	1	5	1	2	4
